experiment,model,n_clusters,clusters_type,n_folds,n_vars,n_idxs,R_mlp,R_mlp_noFS,R_lgbm,R_lgbm_noFS,R_xgb,R_xgb_noFS,R_S_mlp,R_S_mlp_noFS,R_S_lgbm,R_S_lgbm_noFS,R_S_xgb,R_S_xgb_noFS,R_Y_mlp,R_Y_mlp_noFS,R_Y_lgbm,R_Y_lgbm_noFS,R_Y_xgb,R_Y_xgb_noFS
msfm_fitall_NC5_nf3_nv8_nd10,all,5,NC,3,8,10,0.8679705104833726,0.8403921039587747,0.8422157314846979,0.846598257327172,0.8428294248120947,0.8460792564955422,0.9947070910307362,0.9979892674722914,0.9963395078238776,0.9994794599880888,0.9958045066648886,0.9996649111912388,0.5691046157463591,0.3700209216584982,0.4019778639139024,0.4123131435989305,0.3946005911037205,0.3593405152610074
msfm_fitlinreg_NC5_nf3_nv8_nd10,linreg,5,NC,3,8,10,0.8439860683831262,0.8347425786978533,0.842032565539313,0.846598257327172,0.8467206650273622,0.8460792564955422,0.9857804537198712,0.9967461139974552,0.993233754562544,0.9994794599880888,0.9942233754108004,0.9996649111912388,0.530241301161517,0.2386248427774153,0.4619628468570767,0.4123131435989305,0.4494409679006199,0.3593405152610074
msfm_fitlgbm_NC5_nf3_nv8_nd10,lgbm,5,NC,3,8,10,0.858470646142627,0.8456753648565216,0.8494303592842098,0.846598257327172,0.8576126974750239,0.8460792564955422,0.994938827853549,0.9969894381172144,0.9975145735445188,0.9994794599880888,0.9983803884401854,0.9996649111912388,0.457690601675231,0.4934056868727797,0.4433351632084504,0.4123131435989305,0.4556092868970928,0.3593405152610074
msfm_fitall_AC5_nf3_nv8_nd10,all,5,AC,3,8,10,0.8137331662903712,0.8371584363979109,0.821638245583112,0.8234861110521223,0.8174975797252115,0.829957905352437,0.9742368327630264,0.9946083162759676,0.9911074970232197,0.995563707104874,0.9899888945129152,0.9940113405463668,0.2011210480384908,0.4523022693857044,0.0594588610952671,0.1779768010761416,0.2347957490476852,0.3492091508531762
msfm_fitlinreg_AC5_nf3_nv8_nd10,linreg,5,AC,3,8,10,0.8343969293648914,0.8355026604966722,0.7956619840363036,0.8234861110521223,0.7713850152476396,0.829957905352437,0.9936952987347007,0.9936420441418374,0.9970549368820396,0.995563707104874,0.9976827453558916,0.9940113405463668,0.5033342714969866,0.4129260436105361,0.0620225744988652,0.1779768010761416,0.029830270824332,0.3492091508531762
msfm_fitlgbm_AC5_nf3_nv8_nd10,lgbm,5,AC,3,8,10,0.8550035958566051,0.8248663129256996,0.8517215769177362,0.8234861110521223,0.8403140094936905,0.829957905352437,0.9874460226574784,0.9957238682521364,0.9935079797268868,0.995563707104874,0.993425662355797,0.9940113405463668,0.591708516964834,0.1646063896712176,0.3475409613301487,0.1779768010761416,0.3620163266229265,0.3492091508531762
msfm_fitall_NC6_nf3_nv8_nd10,all,6,NC,3,8,10,0.8581877559984619,0.8362756312348613,0.853510001146062,0.838626825315383,0.8560456075379598,0.8396160617107071,0.9850993383488302,0.9969140986884047,0.9961435657043324,0.9989098449753756,0.9960915461624203,0.999347326436721,0.5479252369199594,0.3034791944107795,0.3538522985178006,0.3992857796805655,0.3670579578481361,0.3405674661168202
msfm_fitlinreg_NC6_nf3_nv8_nd10,linreg,6,NC,3,8,10,0.8630488492093923,0.8524144654645244,0.844749921828573,0.838626825315383,0.8375661734850757,0.8396160617107071,0.993852648130453,0.9979875353249744,0.9974987145265942,0.9989098449753756,0.9951528155523364,0.999347326436721,0.5993739028673665,0.4245220162325775,0.369279524434709,0.3992857796805655,0.2869947588798983,0.3405674661168202
msfm_fitlgbm_NC6_nf3_nv8_nd10,lgbm,6,NC,3,8,10,0.8755037830825801,0.8473224898711734,0.8583297501919263,0.838626825315383,0.8651798010339564,0.8396160617107071,0.9982665416741128,0.998032581497928,0.997968833289973,0.9989098449753756,0.9988310138791252,0.999347326436721,0.5519943658786232,0.4393619949679194,0.3731112047164786,0.3992857796805655,0.3720144706213034,0.3405674661168202
msfm_fitall_AC6_nf3_nv8_nd10,all,6,AC,3,8,10,0.813911200898987,0.8385075150426212,0.8209146881591538,0.8102167689079303,0.814935227193083,0.8088056956481773,0.968234968887184,0.9960739542257327,0.9895337642260912,0.9967594813883968,0.988052146666389,0.9966512556018348,0.137838419061807,0.4144809451754109,0.0397836822863632,0.1249284949073933,0.1561091147998299,0.2616216434020018
msfm_fitlinreg_AC6_nf3_nv8_nd10,linreg,6,AC,3,8,10,0.8367339835189302,0.8379483323924521,0.8065672164491768,0.8102167689079303,0.8062469933659834,0.8088056956481773,0.9860926351258532,0.996373677009768,0.9776153414323674,0.9967594813883968,0.9816155327675608,0.9966512556018348,0.269586525989709,0.5802123481869581,0.2362884766884673,0.1249284949073933,0.2099750573753878,0.2616216434020018
msfm_fitlgbm_AC6_nf3_nv8_nd10,lgbm,6,AC,3,8,10,0.8188584710545291,0.8415327550286167,0.8143042403584733,0.8102167689079303,0.831659151618449,0.8088056956481773,0.9778541106927195,0.996773784526536,0.9921702574331912,0.9967594813883968,0.9920365840094314,0.9966512556018348,0.2508063898064035,0.440176527005969,0.0381943059545605,0.1249284949073933,0.3127290345589306,0.2616216434020018
msfm_fitall_NC7_nf3_nv8_nd10,all,7,NC,3,8,10,0.8833836722262625,0.8513992650739634,0.8574689168777614,0.8354369530618275,0.863239800350877,0.8460654649523276,0.9937435846176804,0.9973015020162692,0.9989227078739022,0.998150723698978,0.9993536799396672,0.9983388035738096,0.6236596517091897,0.5564648068752654,0.3686367847120095,0.2401939126367613,0.3863909630744153,0.313260708755663
msfm_fitlinreg_NC7_nf3_nv8_nd10,linreg,7,NC,3,8,10,0.8881983977419929,0.8367020183080497,0.8463130761943329,0.8354369530618275,0.8483147110862552,0.8460654649523276,0.9991107031877556,0.9976519265180211,0.9994669413352726,0.998150723698978,0.99934661459777,0.9983388035738096,0.6325509700115926,0.1648217008468329,0.2624641323796299,0.2401939126367613,0.2798838541592715,0.313260708755663
msfm_fitlgbm_NC7_nf3_nv8_nd10,lgbm,7,NC,3,8,10,0.8800178900826023,0.8532071881516388,0.8570714813030754,0.8354369530618275,0.8643216873658248,0.8460654649523276,0.9938514971405706,0.9973368979400647,0.9947658585901484,0.998150723698978,0.9965733569540468,0.9983388035738096,0.6109175370559,0.5857867378631357,0.442652983883699,0.2401939126367613,0.4183028849500513,0.313260708755663
msfm_fitall_AC7_nf3_nv8_nd10,all,7,AC,3,8,10,0.8155892634476452,0.8379039137685511,0.8273207303558765,0.838725187580858,0.8293391193187349,0.8413186614126098,0.977428706686562,0.9961634860554188,0.9920025056122288,0.9965310293583448,0.9921375589938922,0.9965845006525084,0.0248428632441442,0.4411893574949234,0.1288413811178534,0.4295623797967359,0.089372890384654,0.5202665129746852
msfm_fitlinreg_AC7_nf3_nv8_nd10,linreg,7,AC,3,8,10,0.8620344218014787,0.840745565964924,0.8415342772661123,0.838725187580858,0.8440789062171523,0.8413186614126098,0.9946328524765096,0.9955366819574496,0.9928279680201436,0.9965310293583448,0.9952026765407688,0.9965845006525084,0.6463234446372403,0.5465590491801346,0.3192788205759416,0.4295623797967359,0.3203097910540098,0.5202665129746852
