experiment,model,n_clusters,clusters_type,n_folds,n_vars,n_idxs,R_mlp,R_mlp_noFS,R_lgbm,R_lgbm_noFS,R_xgb,R_xgb_noFS,R_S_mlp,R_S_mlp_noFS,R_S_lgbm,R_S_lgbm_noFS,R_S_xgb,R_S_xgb_noFS,R_Y_mlp,R_Y_mlp_noFS,R_Y_lgbm,R_Y_lgbm_noFS,R_Y_xgb,R_Y_xgb_noFS
msfm_fitall_NC5_nf3_nv8_nd10,all,5,NC,3,8,10,0.481301613074109,0.7439504045970033,0.4728107395499573,0.7139090481109449,0.4562410842649055,0.705452882833222,0.934709166515068,0.9895994261289393,0.9309711824402468,0.9991405499833416,0.9368123353478492,0.9986562604804604,-0.2718992466123715,0.143906951219676,-0.2631334081360648,-0.1045807636162676,-0.2698766851765787,-0.1105379021440062
msfm_fitlinreg_NC5_nf3_nv8_nd10,linreg,5,NC,3,8,10,0.6695804535002752,0.750943274529244,0.634914353596223,0.7139090481109449,0.627148629020885,0.705452882833222,0.981925353254084,0.9921700945988268,0.9781052182798256,0.9991405499833416,0.981837857558703,0.9986562604804604,-0.4677189524531726,0.1418516121637036,-0.3263363088952292,-0.1045807636162676,-0.3959234819580168,-0.1105379021440062
msfm_fitlgbm_NC5_nf3_nv8_nd10,lgbm,5,NC,3,8,10,0.7312671020358902,0.7605797946000612,0.7071658761979798,0.7139090481109449,0.7249954668376344,0.705452882833222,0.9533537380345256,0.9968518171708652,0.9877072691215864,0.9991405499833416,0.9873004441112824,0.9986562604804604,0.377540457989111,0.4540805408990805,0.0658023011038441,-0.1045807636162676,0.0718721907862666,-0.1105379021440062
msfm_fitall_AC5_nf3_nv8_nd10,all,5,AC,3,8,10,0.340207709098362,0.7117277337558205,0.3965784543485756,0.6861710892288009,0.3619574731623995,0.7074467823078278,0.9937898336399424,0.9898112655323782,0.9942444971437282,0.9954700901246084,0.9911283023001726,0.9933801430668662,-0.4284091545994021,0.1210841920412945,-0.3455201537095752,-0.1712940246819578,-0.3589829809109535,-0.0817239501983724
msfm_fitlinreg_AC5_nf3_nv8_nd10,linreg,5,AC,3,8,10,0.5298417254633478,0.7100107690320324,0.4716902486749304,0.6861710892288009,0.5280475207315767,0.7074467823078278,0.9919505830544127,0.9863778306081972,0.9904178888548144,0.9954700901246084,0.9913556533520048,0.9933801430668662,-0.3544496606001862,0.1970421248324363,-0.2536889388242765,-0.1712940246819578,-0.1872421092558533,-0.0817239501983724
msfm_fitlgbm_AC5_nf3_nv8_nd10,lgbm,5,AC,3,8,10,0.1235309372491971,0.7038550938475794,0.3700061505558286,0.6861710892288009,0.3606515433768179,0.7074467823078278,0.5359472090159164,0.98718401771767,0.7312453212585737,0.9954700901246084,0.7138650029952631,0.9933801430668662,0.0568624877497186,0.0607621990472966,0.109387899915296,-0.1712940246819578,0.1186448595803001,-0.0817239501983724
msfm_fitlinreg_NC6_nf3_nv8_nd10,linreg,6,NC,3,8,10,0.684706955601003,0.7353390078155766,0.7033733836124685,0.7830638238794343,0.7097483098888254,0.7668947735781634,0.9588388743093784,0.9888538719385837,0.975305899451181,0.9987121197323606,0.9786058983483632,0.9970698132822726,-0.1730902399265582,0.1870613290738553,-0.06409882894725,0.278582209710662,-0.1307567105433336,0.2770429595755607
msfm_fitlgbm_NC6_nf3_nv8_nd10,lgbm,6,NC,3,8,10,0.7335851462130769,0.7402513621851652,0.7778309008539341,0.7830638238794343,0.7561280596347382,0.7668947735781634,0.947168610626583,0.9879983910454624,0.9858856027677284,0.9987121197323606,0.9843616309152604,0.9970698132822726,0.1608336699415337,0.194225349982715,0.3512911917283758,0.278582209710662,0.4105560678893912,0.2770429595755607
msfm_fitall_AC6_nf3_nv8_nd10,all,6,AC,3,8,10,0.624259369634441,0.7325559795350927,0.6352092854456466,0.6896234392453762,0.6446254925243569,0.7119966103110362,0.9291711650728958,0.9928769292557728,0.958089663255302,0.9968881225560376,0.961011197801288,0.994674635666014,-0.1591189240863957,0.3195207788874801,-0.2235860922207609,-0.2448656660885878,0.0356562572626813,-0.1439112769894295
msfm_fitlinreg_AC6_nf3_nv8_nd10,linreg,6,AC,3,8,10,0.6919159857025229,0.7242397955944286,0.6662904526867497,0.6896234392453762,0.6840168600702521,0.7119966103110362,0.975424979120888,0.9971656552417087,0.995606485372444,0.9968881225560376,0.9939412205461704,0.994674635666014,-0.3260435487120234,0.0526886422272836,-0.3338184090458216,-0.2448656660885878,-0.1517322664179821,-0.1439112769894295
msfm_fitlgbm_AC6_nf3_nv8_nd10,lgbm,6,AC,3,8,10,0.7083700079299079,0.691417453798024,0.7351557013748364,0.6896234392453762,0.7402815267464815,0.7119966103110362,0.9565598756723196,0.9850883963484304,0.9943552502766791,0.9968881225560376,0.9959680645223724,0.994674635666014,0.0667696599531422,-0.1298917661131794,0.2428601234320206,-0.2448656660885878,0.3085504367360142,-0.1439112769894295
msfm_fitall_NC7_nf3_nv8_nd10,all,7,NC,3,8,10,0.7507865720039829,0.7379776562313006,0.7316882165652165,0.7662796514060458,0.737073183112701,0.7482579768042137,0.962098583434029,0.9931790267831316,0.9604613503852026,0.997047003938621,0.9738191432209148,0.9967452325817416,0.2440523889765155,0.0002084266517406,0.2732651058660518,0.0629450752051511,0.2668415788377732,-0.0388385174863096
msfm_fitlinreg_NC7_nf3_nv8_nd10,linreg,7,NC,3,8,10,0.7165685984527348,0.7705953559516951,0.6726804271250069,0.7662796514060458,0.6680142217669689,0.7482579768042137,0.9770814965096114,0.9965738031181516,0.9825095718834904,0.997047003938621,0.9842377707257178,0.9967452325817416,-0.0939722967366283,0.4345576926334481,-0.2526705220063427,0.0629450752051511,-0.1498700610394008,-0.0388385174863096
msfm_fitlgbm_NC7_nf3_nv8_nd10,lgbm,7,NC,3,8,10,0.7236742547463495,0.7668211227055224,0.748838254068096,0.7662796514060458,0.7539668075733961,0.7482579768042137,0.966315770438256,0.9956676362028856,0.9825210820053984,0.997047003938621,0.9911780391366924,0.9967452325817416,0.0795014139022483,0.4009623117425236,0.1807374279038035,0.0629450752051511,0.1031204793418431,-0.0388385174863096
msfm_fitall_AC7_nf3_nv8_nd10,all,7,AC,3,8,10,0.7175141138965665,0.7368566137934852,0.7192970144902662,0.7128298916833458,0.7385689578584315,0.7358166148523386,0.9823468640619036,0.9953977434460488,0.9926713703880612,0.9981580830282974,0.9923753171395424,0.9973766676614876,0.0509194171319355,0.3309191340798971,0.1254815383399526,0.0126254306342237,0.3192784815980172,0.043076837960768
