experiment,model,n_clusters,clusters_type,n_folds,n_vars,n_idxs,R_mlp,R_mlp_noFS,R_lgbm,R_lgbm_noFS,R_xgb,R_xgb_noFS,R_S_mlp,R_S_mlp_noFS,R_S_lgbm,R_S_lgbm_noFS,R_S_xgb,R_S_xgb_noFS,R_Y_mlp,R_Y_mlp_noFS,R_Y_lgbm,R_Y_lgbm_noFS,R_Y_xgb,R_Y_xgb_noFS
msfm_fitall_NC5_nf3_nv8_nd10,all,5,NC,3,8,10,0.7835812001366773,0.8038888759101221,0.7934808329832077,0.7902519459597528,0.7694635025208945,0.7803111275795642,0.9924203833619448,0.9979009864913988,0.989165828430217,0.995298065763629,0.9895262954403524,0.9977244374824752,0.0469574128121188,0.3111649858978051,0.095734242923662,0.0266087826099012,0.0034478967874329,0.0350235424154758
msfm_fitlinreg_NC5_nf3_nv8_nd10,linreg,5,NC,3,8,10,0.7999412941867078,0.8023151313976373,0.7879359556431583,0.7902519459597528,0.7721591045356498,0.7803111275795642,0.9948877363681474,0.9974338039307158,0.9911619432758428,0.995298065763629,0.9929618103386192,0.9977244374824752,0.3097740063134483,0.3607756283877258,0.1534082467502636,0.0266087826099012,0.0872027594023403,0.0350235424154758
msfm_fitlgbm_NC5_nf3_nv8_nd10,lgbm,5,NC,3,8,10,0.7746677223988379,0.7948818585683,0.7880037342519486,0.7902519459597528,0.7817168875958664,0.7803111275795642,0.9923435168932409,0.9967416050726916,0.9911392897571532,0.995298065763629,0.9911846817882196,0.9977244374824752,-0.0404857581099528,0.2372237790503962,-0.0982397359803536,0.0266087826099012,-0.1689581779705435,0.0350235424154758
msfm_fitall_AC5_nf3_nv8_nd10,all,5,AC,3,8,10,0.7747023434915365,0.7957638779040337,0.7793614043223137,0.7677847314321495,0.7700079521939632,0.7616508466733316,0.986536442394874,0.9969621407490428,0.9935392015526402,0.99282177059375,0.9923560063920408,0.9930718399963228,-0.040251389079655,0.3235853758432518,-0.1111666617036059,0.0695274344472841,-0.0046375720698848,0.0925844925661385
msfm_fitlinreg_AC5_nf3_nv8_nd10,linreg,5,AC,3,8,10,0.8023225317109564,0.7928517301497866,0.7851475817113229,0.7677847314321495,0.7719952432041669,0.7616508466733316,0.9915679561836976,0.9971460138688824,0.9913613827548352,0.99282177059375,0.9931524896807806,0.9930718399963228,0.2284590598795075,0.2420916619847703,-0.0398824486731089,0.0695274344472841,0.0113618569260072,0.0925844925661385
msfm_fitlgbm_AC5_nf3_nv8_nd10,lgbm,5,AC,3,8,10,0.7646947326227733,0.7871930062809628,0.7804084388996493,0.7677847314321495,0.7741695889484967,0.7616508466733316,0.9864571375073424,0.9966021489136692,0.993444777269612,0.99282177059375,0.9930584209875007,0.9930718399963228,-0.0922189858243453,0.2439696826507603,-0.1610338521674218,0.0695274344472841,-0.0750574004043861,0.0925844925661385
msfm_fitall_NC6_nf3_nv8_nd10,all,6,NC,3,8,10,0.7741892920074134,0.7994035090220915,0.7728668467619002,0.7948311933305278,0.7796513873406419,0.7870903415759621,0.9851759670157316,0.9967344588259476,0.9858808214322232,0.998773183471202,0.9866329828863966,0.999190209026454,-0.1378741545250352,0.2763252275489028,-0.0699519974978517,0.0420989583978407,-0.0506803599691203,0.1042966893243006
msfm_fitlinreg_NC6_nf3_nv8_nd10,linreg,6,NC,3,8,10,0.7791846300194618,0.798780551281697,0.7865019321392304,0.7948311933305278,0.7922971129657853,0.7870903415759621,0.9893012320688588,0.9964497632603134,0.9958233812295711,0.998773183471202,0.9929902274318472,0.999190209026454,-0.1322333451313496,0.3159566225809494,0.0145044002853839,0.0420989583978407,0.1627697129389292,0.1042966893243006
msfm_fitlgbm_NC6_nf3_nv8_nd10,lgbm,6,NC,3,8,10,0.7855309184533134,0.7961053474559778,0.7963401836003259,0.7948311933305278,0.7846574598784811,0.7870903415759621,0.9771698871017696,0.9966011915780364,0.9915125763956488,0.998773183471202,0.990128371415532,0.999190209026454,0.3003345671376395,0.2486619959918169,0.1084672526268601,0.0420989583978407,0.130538918531031,0.1042966893243006
msfm_fitall_AC6_nf3_nv8_nd10,all,6,AC,3,8,10,0.7865333183183874,0.794563943786522,0.7768428581261583,0.7885726709531422,0.767823377394482,0.783659386855746,0.9901522722952292,0.9970716070969832,0.991246914550714,0.9956004431067308,0.9915431087238769,0.9963809688796724,0.0023570931667077,0.2435753463579588,-0.0863963955579424,-0.0117240539554837,-0.0912790865521814,-0.0308722351186279
