experiment,model,n_clusters,clusters_type,n_folds,n_vars,n_idxs,R_mlp,R_mlp_noFS,R_lgbm,R_lgbm_noFS,R_xgb,R_xgb_noFS,R_S_mlp,R_S_mlp_noFS,R_S_lgbm,R_S_lgbm_noFS,R_S_xgb,R_S_xgb_noFS,R_Y_mlp,R_Y_mlp_noFS,R_Y_lgbm,R_Y_lgbm_noFS,R_Y_xgb,R_Y_xgb_noFS
msfm_fitall_NC5_nf3_nv8_nd10,all,5,NC,3,8,10,0.7502623799421255,0.8254069833544873,0.7855542471816979,0.7845879834118967,0.7929781710617887,0.7845657326404071,0.9530915420499364,0.9960538867561411,0.9800921270106748,0.981975848423048,0.9910620686482892,0.988402199474358,0.5767265096636898,0.777302027472155,0.3425037457439975,0.4342019641592179,0.4973560320167931,0.404071916507159
msfm_fitlinreg_NC5_nf3_nv8_nd10,linreg,5,NC,3,8,10,0.7975500171455852,0.8085314192757576,0.7728478261646367,0.7845879834118967,0.7900314803573597,0.7845657326404071,0.988746475032334,0.9944634047382238,0.9859566008791012,0.981975848423048,0.992518502195724,0.988402199474358,0.4044896466406865,0.6404013506310662,0.10431834786879,0.4342019641592179,0.3483036596553974,0.404071916507159
msfm_fitlgbm_NC5_nf3_nv8_nd10,lgbm,5,NC,3,8,10,0.7897347132484177,0.8171931118689484,0.793626915085198,0.7845879834118967,0.7996831401604634,0.7845657326404071,0.974380183588504,0.9958753310573925,0.9916075103816678,0.981975848423048,0.9947801104177626,0.988402199474358,0.5847421797264877,0.6464613707085167,0.3990490498800377,0.4342019641592179,0.3407153009388967,0.404071916507159
msfm_fitall_AC5_nf3_nv8_nd10,all,5,AC,3,8,10,0.7486233499772643,0.8151228402531404,0.7750002101412605,0.7698030498440969,0.7803318144362184,0.7761719572665895,0.9355094509699275,0.9934300117055797,0.9611254829467838,0.9858692634878812,0.9682902867539902,0.9859676835571132,0.6880765049470328,0.6916927159425985,0.6604306285280069,0.6544510263926677,0.64570739310846,0.5766755441026556
msfm_fitlinreg_AC5_nf3_nv8_nd10,linreg,5,AC,3,8,10,0.7970644011858607,0.80948926874017,0.7823344946014044,0.7698030498440969,0.7746562156798797,0.7761719572665895,0.988232170539716,0.9934783990864408,0.9808037965211316,0.9858692634878812,0.9902407638020352,0.9859676835571132,0.4458507440863665,0.7357145961860098,0.5869322368106826,0.6544510263926677,0.5621043161216779,0.5766755441026556
msfm_fitlgbm_AC5_nf3_nv8_nd10,lgbm,5,AC,3,8,10,0.7845006833903008,0.8031709480143788,0.809001313596349,0.7698030498440969,0.8170895836093519,0.7761719572665895,0.964009030838611,0.9927174111132688,0.9926181379927056,0.9858692634878812,0.9959616414188472,0.9859676835571132,0.6389925203787488,0.5932084008645292,0.4796477212158153,0.6544510263926677,0.5123561752741508,0.5766755441026556
msfm_fitall_NC6_nf3_nv8_nd10,all,6,NC,3,8,10,0.7886802380015833,0.8204395968672165,0.797770644546345,0.7892530241474116,0.7999733027368336,0.7849613036739242,0.988287518662088,0.9960380476253832,0.990218654121778,0.9926001735843404,0.9945717757148296,0.99334885999819,0.0771590262654686,0.7420552278911103,0.28249512388359,0.4248828234600401,0.3000583251230468,0.4940528358097719
msfm_fitlinreg_NC6_nf3_nv8_nd10,linreg,6,NC,3,8,10,0.8292142258638866,0.8174665388191332,0.7985749424949105,0.7892530241474116,0.7912935690116679,0.7849613036739242,0.9956399986461328,0.996337333134478,0.992756087011455,0.9926001735843404,0.9940107121226982,0.99334885999819,0.6421975359422817,0.7122642468465761,0.4859221651837349,0.4248828234600401,0.5191101722267369,0.4940528358097719
msfm_fitlgbm_NC6_nf3_nv8_nd10,lgbm,6,NC,3,8,10,0.7798205688052282,0.8075972426432602,0.7946481426749266,0.7892530241474116,0.8089593034775933,0.7849613036739242,0.9620688108149452,0.9962951506977732,0.9803335891256776,0.9926001735843404,0.984337479017875,0.99334885999819,0.4600749493924042,0.5770326473497549,0.3801293293565501,0.4248828234600401,0.5097413118543328,0.4940528358097719
msfm_fitall_AC6_nf3_nv8_nd10,all,6,AC,3,8,10,0.7782668997303273,0.8149182847384653,0.804288006067336,0.8040764029861132,0.8039213751240754,0.7988335194048817,0.9431115303601904,0.993925536850896,0.9860028565009455,0.991414242236892,0.9897699069313164,0.9948381415139884,0.7489704567994679,0.7262895178642444,0.529916464655812,0.5467337452005187,0.5026582545979396,0.6005958097762972
msfm_fitlinreg_AC6_nf3_nv8_nd10,linreg,6,AC,3,8,10,0.8180225351181465,0.8066014562825681,0.8106021069199376,0.8040764029861132,0.7979867730025965,0.7988335194048817,0.9927310235108108,0.995312292080612,0.9946350677831256,0.991414242236892,0.9967714205670944,0.9948381415139884,0.6170362177726272,0.5679825964339068,0.4928616564920624,0.5467337452005187,0.4996539914995608,0.6005958097762972
msfm_fitlgbm_AC6_nf3_nv8_nd10,lgbm,6,AC,3,8,10,0.768919009300291,0.8171461840095936,0.8111439770197311,0.8040764029861132,0.8076212856328073,0.7988335194048817,0.956406964275442,0.9943887538286694,0.9930874978617696,0.991414242236892,0.996973818184712,0.9948381415139884,0.538872275429637,0.7037464958838004,0.4861887343755033,0.5467337452005187,0.4548371004832887,0.6005958097762972
msfm_fitall_NC7_nf3_nv8_nd10,all,7,NC,3,8,10,0.7376459886253359,0.8153484331753384,0.802392630535329,0.7747774006520457,0.8027776547086423,0.7748704608149904,0.9253250599883096,0.996755377202342,0.9895317644824052,0.9888444947272598,0.9896675487013328,0.9862544105149476,0.5109071154611811,0.50557399711153,0.6784543660914683,0.5132464003764032,0.6613033273061011,0.5340888590055464
msfm_fitlinreg_NC7_nf3_nv8_nd10,linreg,7,NC,3,8,10,0.8176429338313955,0.8229024118475416,0.7856111745182036,0.7747774006520457,0.7896663543089427,0.7748704608149904,0.9923371891813044,0.9952227261120694,0.9782258985843864,0.9888444947272598,0.984418491182174,0.9862544105149476,0.6011679005426235,0.7258480284932746,0.6638886934553168,0.5132464003764032,0.677882861819488,0.5340888590055464
msfm_fitall_NC5_nf4_nv8_nd10,all,5,NC,4,8,10,0.7712353885456621,0.8144370300417286,0.8039818375527129,0.7950722435113137,0.8075015270168413,0.795070804114723,0.9644925939199306,0.996651798373578,0.991299973440892,0.991658681265974,0.9970988060215557,0.9933817595176498,0.6115185446387261,0.6849324093515805,0.4719809167323064,0.5236986867294778,0.5829914438377383,0.5598280899230617
msfm_fitlgbm_NC7_nf3_nv8_nd10,lgbm,7,NC,3,8,10,0.7580686080030636,0.8221117398202076,0.781607039120566,0.7747774006520457,0.7857781272659407,0.7748704608149904,0.9652849110617848,0.9958413312189864,0.9934254733067004,0.9888444947272598,0.994103797013984,0.9862544105149476,0.347669954935011,0.7586577762647124,0.4927796640561397,0.5132464003764032,0.5149125443783298,0.5340888590055464
