experiment,model,n_clusters,clusters_type,n_folds,n_vars,n_idxs,R_mlp,R_mlp_noFS,R_lgbm,R_lgbm_noFS,R_xgb,R_xgb_noFS,R_S_mlp,R_S_mlp_noFS,R_S_lgbm,R_S_lgbm_noFS,R_S_xgb,R_S_xgb_noFS,R_Y_mlp,R_Y_mlp_noFS,R_Y_lgbm,R_Y_lgbm_noFS,R_Y_xgb,R_Y_xgb_noFS
msfm_fitlinreg_AC6_nf3_nv8_nd10,linreg,6,AC,3,8,10,0.8236401871577386,0.8487819580116074,0.8070555268321139,0.8310654888891404,0.803137104623908,0.8362650143037114,0.9906544852349288,0.998233251783612,0.994462121583716,0.9968535833366652,0.9928370773878632,0.9971021628796816,-0.1554382048256941,0.3222512891511618,-0.0645921485424379,-0.0038300094367873,-0.1371684342259004,0.1015120606978084
msfm_fitlgbm_AC6_nf3_nv8_nd10,lgbm,6,AC,3,8,10,0.8484024702525838,0.8567914504502472,0.8400141276617505,0.8310654888891404,0.8375847213419862,0.8362650143037114,0.9925974204755386,0.9983826142207336,0.9930184344301134,0.9968535833366652,0.992556907866566,0.9971021628796816,0.3209908550201701,0.4034931812127479,0.0634765137529281,-0.0038300094367873,0.0514908441833343,0.1015120606978084
msfm_fitall_NC7_nf3_nv8_nd10,all,7,NC,3,8,10,0.8325453403765468,0.8462875898078925,0.8236827300833378,0.8299253352734134,0.8132674117587767,0.8266198935000191,0.9816062494061364,0.99811258477994,0.9887057618538084,0.996580278777144,0.9892784447050892,0.9962150173972198,0.0904048157914933,0.4053638215415032,0.0878042764565971,0.1717825379806689,0.1017183449193696,0.1794745143687745
msfm_fitlinreg_NC7_nf3_nv8_nd10,linreg,7,NC,3,8,10,0.8513965416306829,0.8416767359720106,0.8233565380638038,0.8299253352734134,0.8145594609692178,0.8266198935000191,0.9974060463636122,0.9981290614902673,0.994092600499072,0.996580278777144,0.99279301227125,0.9962150173972198,0.1813862197796938,0.3311600625100253,0.1114154359242919,0.1717825379806689,0.0871010938016119,0.1794745143687745
msfm_fitlgbm_NC7_nf3_nv8_nd10,lgbm,7,NC,3,8,10,0.8312090802426785,0.8326665876434083,0.8315453938751534,0.8299253352734134,0.8305850632249149,0.8266198935000191,0.9906730695662213,0.9980148256779104,0.9952614177803704,0.996580278777144,0.9957267757357334,0.9962150173972198,0.2449292617344279,0.1846379297079398,0.2857743108379804,0.1717825379806689,0.2301076318142419,0.1794745143687745
msfm_fitall_AC7_nf3_nv8_nd10,all,7,AC,3,8,10,0.779141379540867,0.8501797257798692,0.7725130837241195,0.8223257042550407,0.7808116034767274,0.8197796065828047,0.9224309177848032,0.9984232201417038,0.9485479200252648,0.9934670500383708,0.9545091528261284,0.994181938038028,0.0276636994040985,0.3759476606408323,-0.0856188331299687,0.1498571007092209,-0.1089142869781563,0.1621437837985081
msfm_fitlinreg_AC7_nf3_nv8_nd10,linreg,7,AC,3,8,10,0.8540972993294035,0.8438476233593343,0.823236542299603,0.8223257042550407,0.8268257636091692,0.8197796065828047,0.992373057674661,0.9975267649273216,0.998110581664702,0.9934670500383708,0.9984318843338352,0.994181938038028,0.1424631872690616,0.2563429725357523,-0.1363459968727715,0.1498571007092209,-0.0781891239172424,0.1621437837985081
msfm_fitlgbm_AC7_nf3_nv8_nd10,lgbm,7,AC,3,8,10,0.7589682172780466,0.8520601024400698,0.8060563440287679,0.8223257042550407,0.8072342376321878,0.8197796065828047,0.9170771155251534,0.9984674755423156,0.96043774445725,0.9934670500383708,0.9702839441148724,0.994181938038028,-0.0594459489685114,0.3280492150260832,0.2630428699628433,0.1498571007092209,0.331345403350625,0.1621437837985081
msfm_fitall_NC8_nf3_nv8_nd10,all,8,NC,3,8,10,0.7597942109564915,0.846970345632309,0.7761185576385083,0.8317187502520089,0.768109725467842,0.8302912349600872,0.9010291847216844,0.9976205025551048,0.9392299766554952,0.9953908658949496,0.9418028094267914,0.9964034966503512,0.2487631957847737,0.615052990126107,0.1669693762197039,0.1746046514836295,0.1726218721126643,0.0760524431715199
msfm_fitlinreg_NC8_nf3_nv8_nd10,linreg,8,NC,3,8,10,0.8527832857190902,0.8425786060476567,0.819291862546874,0.8317187502520089,0.8112979186403718,0.8302912349600872,0.9962286452454449,0.997412422213852,0.9972862651483778,0.9953908658949496,0.9975159813189204,0.9964034966503512,0.1389541851453005,0.2849204376283957,0.0735486011594326,0.1746046514836295,0.0240419717035545,0.0760524431715199
msfm_fitlgbm_NC8_nf3_nv8_nd10,lgbm,8,NC,3,8,10,0.8350594180496664,0.8473183179579169,0.8314030688579898,0.8317187502520089,0.825473381088166,0.8302912349600872,0.993969287208095,0.9975570628097984,0.994486150865454,0.9953908658949496,0.993795404045232,0.9964034966503512,0.2109643826427208,0.3306515535383672,0.2007031344396417,0.1746046514836295,0.1233978807336859,0.0760524431715199
msfm_fitall_AC8_nf3_nv8_nd10,all,8,AC,3,8,10,0.784476893274723,0.8552491843057105,0.7895489325957192,0.8247917363182615,0.7805963407340454,0.8204473393322924,0.9378282581091816,0.998400747071434,0.9796088547704028,0.99380309688728,0.9804308070140092,0.9929228658755528,0.2218235305778128,0.3803178347319126,0.1490466350087327,0.0865216135509207,0.1129782994606686,0.0378306643829786
msfm_fitlinreg_AC8_nf3_nv8_nd10,linreg,8,AC,3,8,10,0.8574978052565343,0.8594663300667058,0.8166226644161794,0.8247917363182615,0.8180861873331444,0.8204473393322924,0.9934567794786564,0.9986882550820144,0.9943537581925102,0.99380309688728,0.9934257207445112,0.9929228658755528,0.2600293838939861,0.5669199703252308,0.05552751414156,0.0865216135509207,0.0890017273653281,0.0378306643829786
msfm_fitlgbm_AC8_nf3_nv8_nd10,lgbm,8,AC,3,8,10,0.8377928666621222,0.8484737336282355,0.8336192223512136,0.8247917363182615,0.8321199971013955,0.8204473393322924,0.9881358378792724,0.9987646223078972,0.992533679673971,0.99380309688728,0.9901300014286216,0.9929228658755528,0.1484335516565534,0.3892578400307296,0.1436733284238812,0.0865216135509207,0.1465781227051613,0.0378306643829786
msfm_fitall_NC9_nf3_nv8_nd10,all,9,NC,3,8,10,0.8322874912636529,0.8445475177671855,0.8105410707796987,0.8325552452937144,0.810000195355463,0.8277381117016755,0.9791032554278682,0.9983281268419584,0.9896813064289828,0.9962611113800088,0.9886601898979404,0.9942480646430047,0.2406309950094437,0.5856272033714613,0.2534944966589438,0.2201088970764471,0.269821595541995,0.1885291616420142
msfm_fitlinreg_NC9_nf3_nv8_nd10,linreg,9,NC,3,8,10,0.8483912338540467,0.842363267477255,0.8193830888521904,0.8325552452937144,0.8267303715349175,0.8277381117016755,0.9889460301019716,0.9989130769327984,0.9951239390081652,0.9962611113800088,0.9957233822089516,0.9942480646430047,0.2027504180514275,0.2796435655105406,0.1978718028292625,0.2201088970764471,0.1595494694000101,0.1885291616420142
msfm_fitlgbm_NC9_nf3_nv8_nd10,lgbm,9,NC,3,8,10,0.8401685848936528,0.837039279064347,0.8267282675577113,0.8325552452937144,0.8274011384287492,0.8277381117016755,0.9943520427118322,0.9979776499716976,0.9898701250236216,0.9962611113800088,0.990586037656564,0.9942480646430047,0.0811512830695233,0.2602425965592707,0.2995306581928377,0.2201088970764471,0.2336120345778586,0.1885291616420142
msfm_fitall_AC9_nf3_nv8_nd10,all,9,AC,3,8,10,0.8487737228080299,0.8454219182187639,0.8275281745530606,0.8290936793457192,0.8270331583136853,0.8173385226581724,0.987603954913126,0.9977688858625868,0.9937888379291524,0.9953947078386371,0.9947315629687308,0.9954044019230572,0.4029979455334025,0.2667178900851265,0.2227008657142229,0.2500741051816753,0.2520156954254183,0.1992861003014244
msfm_fitlinreg_AC9_nf3_nv8_nd10,linreg,9,AC,3,8,10,0.8449849191682893,0.860846541227285,0.8291195910403002,0.8290936793457192,0.828788961043015,0.8173385226581724,0.991371976555066,0.998054710655895,0.992800036774988,0.9953947078386371,0.996471587257182,0.9954044019230572,0.1542891553278466,0.5102669315481142,0.1405891842794641,0.2500741051816753,0.1649769380377717,0.1992861003014244
msfm_fitlgbm_AC9_nf3_nv8_nd10,lgbm,9,AC,3,8,10,0.8512522742617387,0.8610102694116746,0.8379262347459566,0.8290936793457192,0.8371066144068677,0.8173385226581724,0.9912873692703504,0.9987610682400194,0.9968158442469433,0.9953947078386371,0.9956011817932352,0.9954044019230572,0.3497539106567408,0.4453123285055616,0.158265332845802,0.2500741051816753,0.1591539871877801,0.1992861003014244
msfm_fitall_NC10_nf3_nv8_nd10,all,10,NC,3,8,10,0.8385626942189643,0.8408040350166288,0.8005888522225079,0.826061935471624,0.78691822959954,0.817868728139975,0.9931317080389308,0.998833748270996,0.994975787893266,0.9948135053577573,0.9945882591587816,0.9932151653471408,0.3322466445579147,0.2334045665332849,0.2231659139046321,0.1665906394254142,0.0305914102716283,0.2035004437782324
msfm_fitlinreg_NC10_nf3_nv8_nd10,linreg,10,NC,3,8,10,0.8559371774247793,0.846448136740727,0.8122020859784476,0.826061935471624,0.8155654938377802,0.817868728139975,0.9961589586501756,0.9984229916687144,0.9949688764153976,0.9948135053577573,0.994431874207123,0.9932151653471408,0.2340674960759082,0.4445066020185634,0.0970166997146015,0.1665906394254142,0.159329729708428,0.2035004437782324
msfm_fitlgbm_NC10_nf3_nv8_nd10,lgbm,10,NC,3,8,10,0.846438046198577,0.8430531564053347,0.8437192054140663,0.826061935471624,0.8313563382594015,0.817868728139975,0.9951524711727084,0.998309989164046,0.9941903049059287,0.9948135053577573,0.9950750161402592,0.9932151653471408,0.386446836281027,0.0999696425046549,0.3717565081243369,0.1665906394254142,0.2849751016954719,0.2035004437782324
msfm_fitall_AC10_nf3_nv8_nd10,all,10,AC,3,8,10,0.8146302368466916,0.8536007043205883,0.7973723837941734,0.8222440359034486,0.7967172805674749,0.8264287523963486,0.9598250021906812,0.998426812613805,0.9728531773990264,0.996066446591038,0.9690166392670216,0.9975072182083964,0.3673095586886986,0.3631304349793066,0.35232296393545,0.0278339903231303,0.3342457658285905,0.0721445146253392
msfm_fitlinreg_AC10_nf3_nv8_nd10,linreg,10,AC,3,8,10,0.8538349659522966,0.8588496821600954,0.8294344121287585,0.8222440359034486,0.8388189130369894,0.8264287523963486,0.9961817098830782,0.9985726619483872,0.991857864344746,0.996066446591038,0.9952249511837546,0.9975072182083964,0.2527486837336239,0.4850684368924046,0.1622094033370021,0.0278339903231303,0.1975304910650514,0.0721445146253392
msfm_fitlgbm_AC10_nf3_nv8_nd10,lgbm,10,AC,3,8,10,0.8408299432445328,0.8523811998197178,0.8336266729703345,0.8222440359034486,0.8287957772678485,0.8264287523963486,0.9830746785579536,0.9981760560619732,0.993782434869771,0.996066446591038,0.996223821449672,0.9975072182083964,0.2669001337223531,0.1851096934927576,0.134148225868232,0.0278339903231303,0.151989631873767,0.0721445146253392
msfm_fitall_NC11_nf3_nv8_nd10,all,11,NC,3,8,10,0.8387436162368408,0.8544354287862208,0.8245323222140857,0.8333148487901325,0.8243310732392681,0.8313933931385937,0.986682283955423,0.9982466898770131,0.9888471109323408,0.996839613015783,0.9917882910025284,0.9971260886324196,0.4384106257484622,0.5696410342619357,0.32209805137057,0.2047031439218859,0.3402090529703617,0.1828683506105315
msfm_fitlinreg_NC11_nf3_nv8_nd10,linreg,11,NC,3,8,10,0.8475519847618969,0.8472667633831555,0.8280016994997712,0.8333148487901325,0.8275663826177551,0.8313933931385937,0.9941890029467556,0.9989137270602488,0.9939817236829736,0.996839613015783,0.9927915313221564,0.9971260886324196,0.0391807556379307,0.3315265160984457,0.1698289811924273,0.2047031439218859,0.2100094614899678,0.1828683506105315
msfm_fitlgbm_NC11_nf3_nv8_nd10,lgbm,11,NC,3,8,10,0.8402580622113855,0.8513183393334884,0.8262755011442781,0.8333148487901325,0.8348349831302134,0.8313933931385937,0.9929982989763024,0.9978948382963732,0.9948485856059626,0.996839613015783,0.9967087565708724,0.9971260886324196,0.2266809312356986,0.3817350224092832,0.2821218310474914,0.2047031439218859,0.2451836011394786,0.1828683506105315
msfm_fitall_AC11_nf3_nv8_nd10,all,11,AC,3,8,10,0.8351700031015292,0.8604908543480299,0.8298423638462844,0.8233464015146299,0.8261336060416637,0.8205948431328522,0.9750052503230674,0.9979426854048192,0.9902436531513552,0.9958666196126053,0.9902297626523088,0.9957758851621104,0.2029904763006057,0.4974759197048234,0.1927740293742746,0.0528209680298638,0.1908005450413936,0.0583845275277874
msfm_fitlinreg_AC11_nf3_nv8_nd10,linreg,11,AC,3,8,10,0.8178677785151982,0.8633214979166215,0.8223321884693209,0.8233464015146299,0.8297350612367296,0.8205948431328522,0.9829543590978214,0.9987705759394158,0.9875338592996322,0.9958666196126053,0.9889471743424284,0.9957758851621104,-0.1755141150973249,0.5530430134664253,0.0921594757551505,0.0528209680298638,0.1591905792803093,0.0583845275277874
msfm_fitlgbm_AC11_nf3_nv8_nd10,lgbm,11,AC,3,8,10,0.8509502569415738,0.8597774524497367,0.8407072809760283,0.8233464015146299,0.8381402006621934,0.8205948431328522,0.9925108179376724,0.9982945687221229,0.99610188055514,0.9958666196126053,0.9957511038291292,0.9957758851621104,0.3220224356371374,0.4249804758750674,0.2067194187082923,0.0528209680298638,0.2008405604777602,0.0583845275277874
msfm_fitall_NC12_nf3_nv8_nd10,all,12,NC,3,8,10,0.8244001497015281,0.8582712012170115,0.8249291482422945,0.826577856521223,0.8266054454052852,0.8318493654065883,0.9706260343342176,0.9985760959702338,0.9891426108859812,0.9947873050732904,0.9922111784036374,0.9946094829919394,0.293491200514016,0.5054244694818828,0.5164966030829392,0.2363340284887974,0.5239693653891656,0.2392916919978596
msfm_fitlinreg_NC12_nf3_nv8_nd10,linreg,12,NC,3,8,10,0.8458435975928486,0.8378887053505036,0.8317738127566936,0.826577856521223,0.8344165856394016,0.8318493654065883,0.9849378986041114,0.9985024600481514,0.9906138568737708,0.9947873050732904,0.9925359188163336,0.9946094829919394,0.2731718624402969,0.0918336686421316,0.3758012981139255,0.2363340284887974,0.3532749682409442,0.2392916919978596
msfm_fitlgbm_NC12_nf3_nv8_nd10,lgbm,12,NC,3,8,10,0.833385520266898,0.8527754023401164,0.8344052557253487,0.826577856521223,0.8276306093016306,0.8318493654065883,0.9924687911410564,0.9976732850681826,0.9948300070408406,0.9947873050732904,0.9973609050196424,0.9946094829919394,0.2068241521664255,0.2919210756083435,0.4227695284551013,0.2363340284887974,0.385101394140031,0.2392916919978596
msfm_fitall_AC12_nf3_nv8_nd10,all,12,AC,3,8,10,0.8483197665780993,0.8624380497873881,0.8418220954015074,0.8253725862770707,0.8269966681103799,0.8155315482264882,0.9810339714026934,0.997564902460978,0.9880563125816026,0.9955779154871576,0.9882279713167096,0.9965411312100284,0.3439797218935976,0.4714839584166345,0.3057737379869607,0.1549273039792015,0.2370169007320425,0.0172592092727345
msfm_fitlinreg_AC12_nf3_nv8_nd10,linreg,12,AC,3,8,10,0.8543082233836485,0.8462011039071247,0.8377506570294007,0.8253725862770707,0.8326827292465214,0.8155315482264882,0.9941700583914012,0.998602707027464,0.9939676262538736,0.9955779154871576,0.9945053180847324,0.9965411312100284,0.1084043034443458,0.1740440070833132,0.1571957598853106,0.1549273039792015,0.0870843196499605,0.0172592092727345
msfm_fitlgbm_AC12_nf3_nv8_nd10,lgbm,12,AC,3,8,10,0.8486360376438241,0.8369946841868476,0.833765430610455,0.8253725862770707,0.8320534902993071,0.8155315482264882,0.99103530076941,0.997986682952264,0.9922766313851376,0.9955779154871576,0.9945480820397524,0.9965411312100284,0.4263783489850967,0.0548448287455089,0.2351925019423497,0.1549273039792015,0.2092163313427908,0.0172592092727345
msfm_fitall_NC5_nf4_nv8_nd10,all,5,NC,4,8,10,0.8183963004677681,0.8373077160368655,0.801554362751593,0.832096361102038,0.7936844414985067,0.8365581387500083,0.9837021158239838,0.9990636003243152,0.9815598987370774,0.9973133245127368,0.9816810433453064,0.9972069479788233,0.2662145726089431,0.2151701591945798,0.0994095137632456,0.2301978202897625,-0.0207507303513896,0.2284580354620261
msfm_fitlinreg_NC5_nf4_nv8_nd10,linreg,5,NC,4,8,10,0.8461746448962992,0.840067592326694,0.8157785669689532,0.832096361102038,0.8153380572572915,0.8365581387500083,0.997957647105167,0.9989178845608194,0.9958936431296314,0.9973133245127368,0.9967840112821632,0.9972069479788233,0.4440134062297521,0.2917907385202937,-0.091602352394045,0.2301978202897625,-0.0833561440774754,0.2284580354620261
msfm_fitlgbm_NC5_nf4_nv8_nd10,lgbm,5,NC,4,8,10,0.8220580873884166,0.8411577536726964,0.8362576212551123,0.832096361102038,0.8374643134921885,0.8365581387500083,0.9655655906661906,0.9990202581969156,0.9821394968846824,0.9973133245127368,0.9824793482059316,0.9972069479788233,0.4127714673641823,0.3255326806893622,0.3510105290285379,0.2301978202897625,0.3982697030382313,0.2284580354620261
msfm_fitall_AC5_nf4_nv8_nd10,all,5,AC,4,8,10,0.8354757856402621,0.8446245648591192,0.8328593049617362,0.8376180056228315,0.8381044326806699,0.8342900340822839,0.981407163835216,0.9986316385762612,0.9916031894474646,0.9981112886572606,0.990245644104438,0.9987569142808852,0.1349646066208768,0.1470009242730276,0.1635209276795456,0.1812801221224741,0.1664363367999672,0.1640341299786406
msfm_fitlinreg_AC5_nf4_nv8_nd10,linreg,5,AC,4,8,10,0.8382373497785139,0.8547498504247861,0.8304088930490838,0.8376180056228315,0.8250729763539872,0.8342900340822839,0.9926095457718318,0.9982764217179854,0.9937628102886262,0.9981112886572606,0.9933643443876898,0.9987569142808852,0.159584146801914,0.4026420286583348,0.073426519436577,0.1812801221224741,-0.0610636718599576,0.1640341299786406
msfm_fitlgbm_AC5_nf4_nv8_nd10,lgbm,5,AC,4,8,10,0.8222811869605886,0.8609912644519977,0.8338073720434044,0.8376180056228315,0.8314178619823855,0.8342900340822839,0.9857838872078978,0.9983511848138747,0.9846061094409444,0.9981112886572606,0.9840328101073432,0.9987569142808852,0.1819510126774776,0.4576417278998512,0.2866898710815614,0.1812801221224741,0.2363127708769435,0.1640341299786406
msfm_fitall_NC6_nf4_nv8_nd10,all,6,NC,4,8,10,0.8255727529586518,0.8524109768642552,0.8143003730588438,0.8400918891318743,0.8121067496972725,0.8253074311594552,0.9726601146648782,0.998725768820082,0.9819897161411152,0.9973041282961924,0.9837951976891808,0.9976562057671386,0.2640042635050559,0.5402789968678012,0.2416926448967437,0.2860302460525086,0.1606731891782959,0.198364674818853
msfm_fitlinreg_NC6_nf4_nv8_nd10,linreg,6,NC,4,8,10,0.8465432235585205,0.8509578028688338,0.8365818404572021,0.8400918891318743,0.8350104878353487,0.8253074311594552,0.9859631512989055,0.998781373777496,0.9924357526803568,0.9973041282961924,0.9929866188482704,0.9976562057671386,0.2148738457968456,0.3824457344108047,0.2284059261458429,0.2860302460525086,0.258226200772684,0.198364674818853
msfm_fitlgbm_NC6_nf4_nv8_nd10,lgbm,6,NC,4,8,10,0.8320026542373264,0.8477843936323398,0.840845526078627,0.8400918891318743,0.838138601280299,0.8253074311594552,0.9822990270766212,0.9990957372905712,0.9952114356058976,0.9973041282961924,0.9962089533522024,0.9976562057671386,0.2405875201947735,0.3788920760491566,0.341539983169221,0.2860302460525086,0.3932996540935034,0.198364674818853
msfm_fitall_AC6_nf4_nv8_nd10,all,6,AC,4,8,10,0.8228909791883594,0.8590990562878269,0.8151535161257659,0.8309018443927523,0.8193244766242178,0.8224902218856516,0.9751985740640144,0.9983737897449269,0.9871241816426732,0.996172758883212,0.9865752808551296,0.9948837289180268,0.216417010546121,0.3658242111793229,0.0980967549792631,-0.0424257529297497,0.1321141026255636,-0.1332135283734145
msfm_fitlinreg_AC6_nf4_nv8_nd10,linreg,6,AC,4,8,10,0.8321227127088894,0.8431688382075287,0.8050195492021226,0.8309018443927523,0.8050114629815428,0.8224902218856516,0.9914786977838153,0.9984936082415858,0.9969895350572796,0.996172758883212,0.9955750219881256,0.9948837289180268,-0.1097320418885748,0.0484557753468753,-0.1386173333842204,-0.0424257529297497,-0.1197896646451846,-0.1332135283734145
msfm_fitlgbm_AC6_nf4_nv8_nd10,lgbm,6,AC,4,8,10,0.848044035247398,0.8592842339991735,0.8287004111673986,0.8309018443927523,0.8248359145022005,0.8224902218856516,0.9939119502938436,0.998418142231633,0.990994793323279,0.996172758883212,0.9906876077914388,0.9948837289180268,0.2899893075613784,0.4450038418935271,-0.0353082553296707,-0.0424257529297497,-0.1224294914286292,-0.1332135283734145
msfm_fitall_NC7_nf4_nv8_nd10,all,7,NC,4,8,10,0.8355876534454838,0.8465230381280144,0.8047691235180925,0.8198433330394537,0.8123630775915134,0.8131189282726219,0.9844704026716352,0.9987264553451252,0.9895803028433592,0.9969263509515291,0.988915697861063,0.997433974938158,0.1767538305318504,0.3950687917641877,-0.040614926438578,0.0442031213667782,0.0629450171177206,0.0998593383525869
msfm_fitlinreg_NC7_nf4_nv8_nd10,linreg,7,NC,4,8,10,0.8492987263786985,0.8466537759251165,0.8017534544514846,0.8198433330394537,0.8068347828853522,0.8131189282726219,0.9979354427408156,0.9985993896019796,0.9959585690316326,0.9969263509515291,0.9948809755170198,0.997433974938158,0.0883273061414935,0.331513658192498,-0.1023507050864983,0.0442031213667782,0.0023116895650164,0.0998593383525869
msfm_fitlgbm_NC7_nf4_nv8_nd10,lgbm,7,NC,4,8,10,0.8345983202652014,0.8372038308573666,0.8297704846629772,0.8198433330394537,0.8389911224812143,0.8131189282726219,0.9940778157058532,0.9983194611758056,0.9952970959477146,0.9969263509515291,0.9951545251591748,0.997433974938158,0.3271049852258458,0.2927162344039745,0.219634610401468,0.0442031213667782,0.2689997868804849,0.0998593383525869
msfm_fitall_AC7_nf4_nv8_nd10,all,7,AC,4,8,10,0.7952965321193821,0.8551464387564891,0.7872164320798212,0.8178023723754401,0.79028701964258,0.8183034005460885,0.934722149683821,0.9990451151493672,0.9453374749755488,0.9946100296550072,0.9476264259380968,0.9936110441269812,0.1124067798737207,0.3190214992378728,-0.0383950430561679,-0.0449140537099738,-0.0596430594349548,-0.0553190250994384
msfm_fitlinreg_AC7_nf4_nv8_nd10,linreg,7,AC,4,8,10,0.8549281642667613,0.8561634800990778,0.8272099803131874,0.8178023723754401,0.8216797622449291,0.8183034005460885,0.9949242962888746,0.9989256567552812,0.999496112270665,0.9946100296550072,0.9993541208958224,0.9936110441269812,0.1445698714144384,0.424570033311499,-0.174318852394351,-0.0449140537099738,-0.1654807659994211,-0.0553190250994384
msfm_fitlgbm_AC7_nf4_nv8_nd10,lgbm,7,AC,4,8,10,0.7773507365741334,0.8513548615001085,0.8079297982639748,0.8178023723754401,0.8033050912388381,0.8183034005460885,0.9309800903868956,0.9986439299996464,0.9675365991308742,0.9946100296550072,0.9729909517763692,0.9936110441269812,0.0394996431214471,0.3584556562970601,0.2072359921458546,-0.0449140537099738,0.1872600532143279,-0.0553190250994384
msfm_fitall_NC8_nf4_nv8_nd10,all,8,NC,4,8,10,0.7707705723767285,0.8533939073369274,0.7703597349579655,0.8218256316580741,0.7620988984358145,0.825294229903516,0.9171299693565936,0.9990239233985868,0.9440640239203244,0.9978283616649876,0.9442206428358402,0.9979005423645128,0.1647407213098675,0.4172333939984105,0.1156980564976876,0.1561869104238497,0.0289653695923947,0.1044247895740534
