experiment,model,n_clusters,clusters_type,n_folds,n_vars,n_idxs,R_mlp,R_mlp_noFS,R_lgbm,R_lgbm_noFS,R_xgb,R_xgb_noFS,R_S_mlp,R_S_mlp_noFS,R_S_lgbm,R_S_lgbm_noFS,R_S_xgb,R_S_xgb_noFS,R_Y_mlp,R_Y_mlp_noFS,R_Y_lgbm,R_Y_lgbm_noFS,R_Y_xgb,R_Y_xgb_noFS
msfm_fitall_NC5_nf3_nv8_nd10,all,5,NC,3,8,10,0.6990370687806722,0.8048750399654445,0.8146637667581396,0.8019429113558791,0.8051379755589075,0.7990531842598416,0.8524859570044123,0.9963320718500116,0.9935946191707398,0.99529669342766,0.9930256442763596,0.9966830828265189,0.1168510701463137,-0.0378898796415442,0.0383362420479548,-0.2062669765995708,-0.0928495402180022,-0.2564377890833449
msfm_fitlinreg_NC5_nf3_nv8_nd10,linreg,5,NC,3,8,10,0.7837194507519517,0.8005777560153007,0.8158265017620063,0.8019429113558791,0.8146062796553531,0.7990531842598416,0.9529975766927844,0.995492786062094,0.9934377641183532,0.99529669342766,0.9934018003242424,0.9966830828265189,0.0229921803127727,-0.0717137180443824,0.0878413832929525,-0.2062669765995708,0.0890494266820571,-0.2564377890833449
msfm_fitlgbm_NC5_nf3_nv8_nd10,lgbm,5,NC,3,8,10,0.6922371043968772,0.8103165696241286,0.8176607720194732,0.8019429113558791,0.808983197691673,0.7990531842598416,0.8548034246758852,0.9960107562306254,0.9926829781511304,0.99529669342766,0.9949499023750034,0.9966830828265189,-0.1298727966883739,-0.0876035804417373,0.0491307156936722,-0.2062669765995708,-0.0448699613939087,-0.2564377890833449
msfm_fitlinreg_AC5_nf3_nv8_nd10,linreg,5,AC,3,8,10,0.7295946161814028,0.8077489507299188,0.7980540818722336,0.803065868295374,0.7950951297650426,0.7912745960608554,0.9160244149926392,0.9931535956378728,0.9868329486585536,0.9889839412180816,0.985881454620292,0.9893005424985122,0.1569581732702461,0.1528048216099869,0.0797497629321947,0.1720547727149784,0.1023970066683663,-0.0113599062861107
msfm_fitall_NC6_nf3_nv8_nd10,all,6,NC,3,8,10,0.7128250230743678,0.8151264915733893,0.8198183417776772,0.7942441111060277,0.8206718115173894,0.7924901028639091,0.8670059421084387,0.9965262147094276,0.9943085388256448,0.9966709759479552,0.9940960461867544,0.995647998315732,0.1802269252362882,0.0580051283977584,0.132012681023549,-0.1031885409437733,0.0741457963048662,-0.2180038445510564
msfm_fitall_NC5_nf4_nv8_nd10,all,5,NC,4,8,10,0.7160848478255315,0.8065374753021815,0.8096697310239651,0.7953551426701987,0.8105865002520305,0.7991238585897613,0.8703548836076739,0.9959170779294796,0.9916381992928736,0.9950068106141404,0.9935931647785226,0.9948679387297982,0.1225302485924891,-0.361976632068058,0.0200065994959203,-0.2311647724679247,0.2357171932502098,-0.1675993446038798
msfm_fitlinreg_NC6_nf3_nv8_nd10,linreg,6,NC,3,8,10,0.7872562185566987,0.81506483313193,0.8190271258156899,0.7942441111060277,0.8193853618347652,0.7924901028639091,0.9466848535582684,0.9959910314485608,0.9958900271668584,0.9966709759479552,0.9964482801988924,0.995647998315732,0.2811534102360136,0.0405767978066678,0.2361980285909707,-0.1031885409437733,0.1604462682800892,-0.2180038445510564
msfm_fitlinreg_NC5_nf4_nv8_nd10,linreg,5,NC,4,8,10,0.8058954506163907,0.803419130129277,0.8056478107911365,0.7953551426701987,0.8049092013265877,0.7991238585897613,0.979089740900154,0.9962908470667556,0.9946118248108798,0.9950068106141404,0.993622902303692,0.9948679387297982,-0.1707447067789732,-0.3932771082459123,0.1366096370848271,-0.2311647724679247,0.1594089840689139,-0.1675993446038798
msfm_fitall_NC5_nf5_nv8_nd10,all,5,NC,5,8,10,0.7253181787718265,0.8100638296895637,0.813118376704976,0.791427966971184,0.8101551844014769,0.7910810506166226,0.8803741516566692,0.9967646324798384,0.9937050250394008,0.996329253004953,0.9938967143852936,0.9959501758533956,0.0871467865927345,-0.3377139814156448,-0.0632924070578747,-0.3786067082797812,-0.123900552201366,-0.3237377897942296
msfm_fitlgbm_NC6_nf3_nv8_nd10,lgbm,6,NC,3,8,10,0.730659158554924,0.8130981920197778,0.8171788424287336,0.7942441111060277,0.8147626236927612,0.7924901028639091,0.889919897177197,0.9963144238552432,0.9947363374646356,0.9966709759479552,0.9945082430616462,0.995647998315732,0.19693744703742,-0.0599590568120308,-0.1484580186166995,-0.1031885409437733,-0.2032913502408413,-0.2180038445510564
