,r400_cluster1,r400_cluster2,r400_cluster3,r400_cluster4,r400_cluster5,r400_cluster6,r400_cluster7,r400_cluster8,r400_cluster9,r400_cluster10
1965-01-01,43.722176,33.5189,21.916752,59.21956,36.81789,24.766918,20.08052,23.880747,38.30358,25.990526
1965-02-01,27.643295,36.81134,14.7389145,51.56014,14.678307,7.0008698,22.393417,24.84882,29.4009,39.179924
1965-03-01,36.978416,43.370003,11.349834,48.837738,7.529953,11.158184,33.62046,34.752335,13.23848,29.564703
1965-04-01,39.89902,36.18561,14.009991,46.098957,14.717617,13.464527,78.39923,58.369423,13.983784,20.183716
1965-05-01,38.81956,27.18301,41.21272,42.73936,33.79245,24.871754,81.46234,45.43719,20.689869,20.968334
1965-06-01,53.175236,37.830193,40.197144,40.092308,18.234463,75.12481,58.27114,22.052708,29.412367,17.425278
1965-07-01,65.737274,24.137917,43.76313,35.233917,22.067448,66.359726,57.82232,11.218792,39.8335,13.908432
1965-08-01,68.7496,35.12417,31.07824,32.069244,16.229519,68.19267,55.976265,18.714405,53.665005,17.88065
1965-09-01,49.147324,34.811306,22.657139,27.91357,29.731781,68.44329,59.570095,14.657013,50.110485,23.083027
1965-10-01,47.338943,47.62396,27.957798,33.807198,47.709137,66.42525,61.656944,17.130432,50.16618,27.335346
1965-11-01,20.797977,33.507435,28.673616,48.066227,36.331398,35.437035,68.64641,19.721794,39.977646,40.806488
1965-12-01,17.593994,36.665554,22.37376,45.30779,37.279816,19.408932,38.71964,17.430191,50.7788,33.782623
1966-01-01,32.14905,48.63725,19.129547,57.523212,12.049343,20.21136,38.56441,32.593925,13.121304,31.965193
1966-02-01,28.821535,42.32367,14.501888,56.74017,13.101604,21.784012,26.808937,27.706892,15.504902,32.306644
1966-03-01,22.297829,41.230366,24.443398,50.39704,17.217087,34.85276,46.197838,30.881739,17.01189,34.87903
1966-04-01,47.484848,38.24758,18.71915,50.43808,14.081638,30.472982,52.015656,40.736244,14.749767,26.122751
1966-05-01,25.842037,45.75132,50.29362,41.607933,22.058159,39.37536,78.32388,42.9524,23.959126,21.163486
1966-06-01,45.941746,38.835274,29.814701,27.943281,14.439507,71.62289,70.179924,38.319813,36.376163,21.281681
1966-07-01,57.97465,42.039673,35.616104,32.566017,16.959358,49.14122,56.654808,21.09454,42.637215,28.317566
1966-08-01,61.341564,33.13237,23.847498,44.8468,35.614464,55.674774,52.642746,18.257862,58.470413,16.782066
1966-09-01,55.57956,44.439686,24.820965,39.10121,13.298595,53.750824,45.866234,26.068577,44.584145,21.010818
1966-10-01,40.17974,42.471413,33.191467,37.6484,29.82455,59.19436,54.985302,16.699986,46.17321,29.363262
1966-11-01,32.245907,33.910484,18.302185,51.21784,40.818325,19.796036,55.405552,22.627792,28.954504,52.907043
1966-12-01,20.319706,33.836613,18.274277,52.69856,37.272476,20.845016,42.83092,25.081978,40.091095,39.18986
