,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10
1965-01-01,1924.8880638266508,1403.9738125271267,1377.0221607105152,3507.280231344289,1497.055233226103,3494.482000942888,1359.5506998697917,1998.5249837239583,1127.5489637586804,1204.4238862537202
1965-02-01,1910.9710117556012,1403.790283203125,1376.302028346706,3499.3309284078664,1496.0952758789062,3495.5789500269398,1356.6710611979167,1994.4648293887867,1127.0290120442708,1202.53419421968
1965-03-01,1921.5456404775941,1404.886711968316,1375.8266139674831,3501.24196019666,1497.701487821691,3486.0174771012935,1360.355224609375,1994.8458802466298,1127.9718017578125,1203.3836728050596
1965-04-01,1934.3733877505895,1404.3741861979167,1374.6287577861065,3490.5088227370693,1495.6947775448068,3498.0710785964443,1358.9951171875,1989.779603247549,1126.888427734375,1203.5295032319568
1965-05-01,1926.545571381191,1405.1804860432944,1375.2711115656673,3483.8221056707976,1496.1807250976562,3504.661612675108,1360.213134765625,1988.3343864889705,1126.5795220269097,1202.2952125186011
1965-06-01,1931.5752137382074,1408.6925506591797,1375.6039181271115,3487.6544820851295,1498.1684965245863,3518.4408253636857,1363.1415201822917,1989.0972062653186,1128.1861029730903,1203.6655970982142
1965-07-01,1934.7948758107311,1408.5136413574219,1374.5818266997467,3480.243761786099,1497.6596607881434,3525.1306994207976,1364.08740234375,1991.192866306679,1127.697279188368,1203.5200573149182
1965-08-01,1928.3289495504127,1407.5674692789714,1373.9465661951015,3481.7576441271553,1495.0957354377297,3515.1760759024787,1359.833984375,1989.8490157781862,1126.392550998264,1203.7413824172247
1965-09-01,1926.2089567364385,1406.917487250434,1375.724338840794,3490.9566945043107,1493.3887257295496,3512.96281485722,1357.9754231770833,1988.4937959558822,1125.4451497395833,1203.6627633231028
1965-10-01,1921.7695128242924,1405.6004842122397,1373.3433079075169,3493.8924855199357,1493.3763391831342,3510.1831896551726,1357.6092936197917,1994.1630045572917,1125.7352023654514,1203.855678013393
1965-11-01,1925.9301527491155,1404.6495649549697,1377.135488149282,3506.408060008082,1493.8400268554688,3509.7845669450435,1356.8973795572917,1995.8346497778798,1125.9156629774304,1203.9339338030134
