,abs_vo600_cluster1,abs_vo600_cluster2,abs_vo600_cluster3,abs_vo600_cluster4,abs_vo600_cluster5,abs_vo600_cluster6,abs_vo600_cluster7,abs_vo600_cluster8,abs_vo600_cluster9,abs_vo600_cluster10
1965-01-01,7.5555625e-05,2.2154185e-05,6.059921e-06,9.477181e-05,4.220197e-05,2.3382867e-05,8.35908e-05,5.173189e-05,3.0023963e-05,4.7282057e-05
1965-02-01,8.231269e-05,2.3975808e-05,3.098657e-06,9.594734e-05,4.5369623e-05,2.2584229e-05,0.00010983836,6.257191e-05,3.2949334e-05,4.7829442e-05
1965-03-01,6.5873195e-05,3.1854564e-05,1.5867985e-05,9.855864e-05,3.3524568e-05,2.0116508e-05,9.2339986e-05,4.990129e-05,3.3155724e-05,4.890627e-05
1965-04-01,6.789224e-05,3.0041912e-05,8.231511e-06,9.5426876e-05,4.3808224e-05,1.0344336e-05,7.605304e-05,6.4914e-05,3.7193808e-05,5.596843e-05
1965-05-01,7.027022e-05,1.7003382e-05,6.1496553e-06,7.282257e-05,5.9592658e-05,1.5396434e-05,8.272934e-05,6.6816385e-05,2.3769418e-05,4.427593e-05
1965-06-01,6.525402e-05,3.4259465e-05,1.967995e-06,8.445226e-05,5.8165864e-05,2.2539358e-05,6.828197e-05,6.403459e-05,3.877315e-05,3.9349467e-05
1965-07-01,7.1024e-05,4.140239e-05,8.821967e-07,8.785322e-05,5.2431784e-05,1.688604e-05,7.5092874e-05,6.8395726e-05,3.156741e-05,3.0259285e-05
1965-08-01,7.059327e-05,4.1536994e-05,2.730741e-06,8.066543e-05,5.4190594e-05,1.4068353e-05,8.3456194e-05,6.492297e-05,3.4232544e-05,3.877516e-05
1965-09-01,8.57675e-05,3.5434998e-05,1.2231917e-06,7.607099e-05,5.038582e-05,1.1331429e-05,7.29841e-05,6.5281914e-05,3.7552752e-05,4.334268e-05
1965-10-01,6.3638785e-05,2.0368454e-05,3.305047e-06,8.578931e-05,4.440945e-05,1.5656666e-05,6.7582034e-05,5.2485666e-05,3.8028345e-05,5.4891603e-05
1965-11-01,7.364427e-05,3.017651e-05,2.6051143e-06,9.445774e-05,4.921926e-05,1.5934847e-05,7.852973e-05,6.336158e-05,3.2904463e-05,5.176882e-05
