,mgu250_cluster1,mgu250_cluster2,mgu250_cluster3,mgu250_cluster4,mgu250_cluster5,mgu250_cluster6,mgu250_cluster7,mgu250_cluster8,mgu250_cluster9,mgu250_cluster10
1965-01-01,0.6517662,1.1428726,-0.13621826,-2.4656322,1.6232243,1.5668465,0.80525744,0.19031581,-1.3384022,0.578117
1965-02-01,-0.010754394,1.5459896,-0.08831482,-1.0366341,2.4757342,2.575455,0.3776985,-2.0924962,0.34217757,0.62862855
1965-03-01,2.204274,1.1200607,-2.1029243,0.3161068,3.1288044,0.8453411,1.8347229,-0.053118896,-0.9440838,0.0026073456
1965-04-01,-1.5609806,1.3967354,0.7677811,-2.6077173,0.6928276,2.7556682,0.8218773,-0.2662464,0.47350806,-0.0410614
1965-05-01,-0.9871,0.8971561,0.91833895,-1.14385,-1.4915674,1.297993,0.44841537,0.28612536,1.09399,0.18119125
1965-06-01,-1.1171277,0.35619012,1.7851883,1.3286259,0.036173247,0.6530697,2.15311,-1.3511118,1.7816036,-0.28123704
1965-07-01,-1.015452,0.3170845,2.4890957,0.9818861,-1.2947338,0.64818114,1.1125653,-0.17825814,1.2191292,-0.86750144
1965-08-01,-1.509491,-0.10004616,1.601064,1.634304,-0.85153276,0.6136383,1.8568825,-1.0421747,0.6667572,-0.2134533
1965-09-01,-1.6789503,0.63286513,1.9191263,0.1851017,0.6462261,0.31969148,-0.27537155,0.029981231,1.827879,0.4914318
1965-10-01,-0.4559105,1.2442223,-0.31349984,-0.7166172,2.3010612,1.3413353,2.2186131,-1.2152185,0.33174896,0.45623666
1965-11-01,-0.03812828,0.52434576,-0.19194488,-1.0457592,0.056703568,1.4684298,1.0532547,0.7958067,-0.021508027,0.1733696
1965-12-01,0.608424,1.5789039,0.053118896,-1.6167065,0.90562975,0.7114029,1.621595,1.2008798,-0.9551636,0.42560348
1966-01-01,2.3576756,1.466203,-1.7701447,0.46247596,3.1191692,0.34267235,0.80317914,1.5275822,-0.4375307,0.8172924
1966-02-01,2.8135867,1.3920231,-0.3764801,2.2644582,2.6163208,-0.8018656,0.8944267,0.7119309,0.2694767,0.65744436
1966-03-01,-1.3834893,1.2508843,-1.284692,-0.9016472,-0.5366554,2.4013302,-0.7099613,-2.289404,1.3260491,0.15229873
1966-04-01,1.6437756,0.75821114,-0.13752823,0.36138114,1.1166382,1.4826145,0.51499254,2.277916,-0.9915823,-0.19464035
1966-05-01,-2.6491437,0.9886284,2.0297742,0.10175133,-0.009847069,1.5039498,2.2404974,-2.5529723,2.616649,0.22680703
1966-06-01,-1.4619362,0.48807755,1.117951,1.5377575,0.642346,0.36564788,0.7509903,-0.8967239,1.5354595,-0.1956253
1966-07-01,-0.5812952,0.39256325,2.287106,1.5794426,0.1631302,0.3210083,0.95514905,0.48643723,0.6387356,-1.1865513
1966-08-01,-1.0414734,0.30558166,0.7979269,1.9867756,-0.04201355,0.3617096,2.3970633,-0.04266987,0.8074455,-0.38796768
1966-09-01,-0.10470505,0.23435631,0.43162233,0.5025202,2.894988,0.6498951,2.0721154,-0.74311256,1.4268154,-0.4043789
1966-10-01,-0.62724745,0.9147766,0.6489105,-0.921998,1.8669717,1.1858947,2.5936728,1.0027424,1.3457426,-0.08435516
1966-11-01,-0.03282299,0.18544999,-0.46017838,0.4404846,-0.43785897,0.9981472,-1.183597,-1.8627046,-0.24650078,0.28752938
1966-12-01,-1.039176,0.9594162,-0.51400757,-2.541156,0.35842705,1.5686109,-0.10700302,-1.5955257,0.6433304,0.22057037
1967-01-01,0.07967682,2.2361739,0.48328477,-2.2394395,2.33479,2.622149,1.3483006,0.25960273,-0.9574272,2.4464684
1967-02-01,0.7569292,1.0857589,-1.2382553,-2.8928542,2.1881719,2.7628896,2.5447578,-0.32621765,-0.57667655,0.7197029
1967-03-01,-2.2446642,1.5794938,1.0935962,-4.3916917,0.71872365,2.8138304,0.47904015,1.1415981,1.3254429,0.76574594
1967-04-01,-1.158905,1.2686237,1.8818734,-1.7610519,0.6988041,2.5238595,-0.68443644,-3.4114063,2.4258962,1.0024903
1967-05-01,-0.90518016,0.74060214,1.3946698,0.4280998,0.7569292,1.5517372,0.94828415,-2.7873802,1.9014664,-0.6478634
1967-06-01,-1.0743301,0.53781813,1.5543501,0.7148048,0.056818772,1.0537579,0.39707756,-2.6404357,1.9481618,-0.1590271
1967-07-01,-1.5850451,0.101228714,1.2823389,1.1197197,-0.48753053,1.0837997,1.3819348,0.704682,1.3179321,-1.1380066
1967-08-01,-1.0423286,-0.07837067,1.4658563,2.3008296,-0.93881416,0.8917923,1.3499333,-0.3206665,1.1314754,-1.0227363
1967-09-01,-0.6511291,0.35266763,-1.0583292,1.35875,1.4802246,0.49144858,2.2880945,-0.8111355,2.0840046,-0.5100616
1967-10-01,-0.033960722,0.048001863,0.99726564,-2.2466235,0.71055984,1.3100948,0.48067284,-0.46859092,1.9321616,-0.6341484
1967-11-01,-0.66419065,0.0483284,-0.8026451,-0.86142313,2.119271,1.9893064,1.4942659,-2.6619873,-0.11396408,-0.7226421
1967-12-01,-0.28278694,-0.20702896,0.82321775,-1.2937679,1.8097073,2.1453948,-0.7775017,-1.0642073,-0.59953463,-1.1412718
1968-01-01,0.2235466,2.0327103,0.5473808,-1.8368782,1.1078892,1.7209114,0.82088816,-1.634483,-0.6633476,1.4959053
1968-02-01,0.9178921,1.0940316,-2.205932,0.044855498,2.2376587,1.599474,-0.9284676,-0.16446953,0.20166664,0.4587639
1968-03-01,-1.4769424,0.6589718,-1.7559204,0.5535797,0.9973919,1.5520656,-0.5087242,-3.7222595,1.8230209,0.3934868
1968-04-01,-1.6891842,0.7519642,-0.03282089,-2.0731893,-0.023704147,1.8332319,0.043032072,0.1524353,2.1191392,-0.26366156
1968-05-01,1.013073,0.82052386,0.33769074,-0.7432121,1.6545403,1.8784516,1.9896781,0.10210953,1.0265663,-0.64037323
1968-06-01,-1.0258366,0.43469468,1.4882473,0.6287033,0.76618654,0.39239198,2.2803261,-2.1100216,2.0648017,-0.28371888
1968-07-01,-0.23084068,0.65058404,2.0658958,1.4926231,-0.10320358,0.25418013,2.440419,0.13711853,1.1370628,-0.4233902
1968-08-01,0.17504501,0.49997252,3.0534413,2.1709228,0.40661544,0.093357086,2.2456815,-1.7522736,1.1414391,-0.4791855
1968-09-01,-0.30486983,0.09408645,0.097733304,-0.65532494,1.7883766,0.87595445,-0.2607441,1.9028854,0.8289112,-0.5437336
1968-10-01,1.4973644,0.6411022,-0.28408355,-0.109767914,2.243129,1.6293774,1.6177078,1.0856438,-0.018963242,-0.04850235
1968-11-01,1.4215114,0.40697974,-0.08898087,-0.22354698,1.44011,1.3799385,3.0519829,-0.1378479,0.15826988,-0.5138298
1968-12-01,0.32200986,0.9977566,-0.05069046,-1.784365,1.5145038,2.8991833,1.7595673,0.38473433,-0.6812164,0.3982273
1969-01-01,0.40338096,1.5969374,-0.5131828,-0.7410797,0.43190956,0.98888034,0.3121559,1.0091156,-0.14795074,0.8996458
1969-02-01,0.30518952,1.8984779,-2.8687813,1.2847817,1.4045349,1.2798058,-1.9140694,-2.8667915,1.3358676,1.3166275
1969-03-01,2.6996007,0.6939743,-3.9415886,2.215278,3.24496,0.7032629,-2.8551803,-1.3995594,1.5564667,-0.17282982
1969-04-01,-2.8482146,0.70890236,-0.83031464,-2.885036,-0.10880661,2.7798786,-0.4873081,-1.1501001,1.7561665,-0.3768425
1969-05-01,-0.3549486,0.46574554,1.0655092,-1.1010044,-0.059379198,2.14462,0.7513634,0.43821257,0.3456604,-0.20998383
1969-06-01,-2.3310509,-0.31381494,1.7866856,2.785518,0.7434019,0.9367989,1.3939202,-1.3826412,1.2084839,-0.9089344
1969-07-01,-1.8616562,0.055730056,2.4182954,1.0535672,0.45678902,0.42958754,2.8419118,-0.45479852,1.7501953,-0.9288376
1969-08-01,-0.9182224,0.60706174,0.66644096,-0.22059898,0.6535038,0.83230513,1.8838818,0.45911103,1.1839367,-0.36091995
1969-09-01,-0.6724121,0.2842907,1.1620424,-0.15060444,1.3998909,0.75136375,1.064846,-1.758157,2.1356633,-0.338694
1969-10-01,-0.53640366,0.040802766,0.873439,-0.33570823,1.7352676,1.5189812,1.298714,-2.2338545,1.0913843,0.17382583
1969-11-01,-0.6637875,0.2796467,-1.2725079,0.9656593,0.64786416,0.8946697,-0.99816895,-1.6725712,1.0416253,0.054403305
1969-12-01,-1.183273,0.98722154,-0.8296509,-1.9644916,1.0638511,2.3861177,-0.60075915,-0.49261552,-0.50820696,-0.044451524
1970-01-01,2.8054528,1.2449821,-1.9511703,1.6167129,2.619754,0.65859926,1.0439743,-0.06356354,0.21764699,0.26024476
1970-02-01,-0.9418068,0.9920586,0.11115341,-2.1664886,1.3418248,2.1378684,-0.10483017,-1.2543004,-0.10183449,0.37039948
1970-03-01,-0.38504258,0.6303116,-0.7371384,0.83631134,1.7841079,2.3894603,-0.07421341,-4.1722374,0.5537693,0.17538223
1970-04-01,0.94979364,1.1275059,-1.3351692,-0.24393806,1.6576465,1.3391628,0.57573396,-0.19834518,-0.21764755,-0.02129898
1970-05-01,-0.57639885,0.80170023,0.8249958,-0.68489,-2.559518,1.5741154,0.24826431,-1.2359968,1.4043901,-0.18769531
1970-06-01,-1.0519617,0.47922325,0.70885104,0.91019136,0.8229996,0.96377146,1.1171894,-2.130214,2.2846303,-0.10982208
1970-07-01,-0.33146286,0.35109788,1.7068999,1.193066,0.22297211,0.57174,1.5082219,0.40933627,0.89554864,-0.5587608
1970-08-01,-0.28720093,0.57273865,1.3428234,1.6050651,-0.50085485,0.70019835,0.7328121,-0.015641402,0.89687955,-0.92683107
1970-09-01,-0.30018005,0.43229905,2.5631785,0.49985656,0.014643097,0.6642567,1.674619,-0.98274076,1.2543004,-0.008319855
1970-10-01,0.4912035,0.65626943,-0.1041645,-0.27555352,0.0242939,1.7641407,-0.6739079,-1.5168747,0.6865538,-0.08452988
1970-11-01,-0.80036944,0.8356457,-1.272604,-1.2206881,-0.2579151,1.8576558,0.06589317,0.017971039,1.0163529,0.17005768
1970-12-01,0.03960266,1.669627,0.6313103,-2.604445,2.1521778,2.6041121,1.3318412,-1.9049126,-0.003327942,0.93748057
1971-01-01,2.245525,1.3270642,0.49254608,-1.0445364,2.3307729,2.1351266,2.3813996,1.77029,-1.3300037,1.096796
1971-02-01,-2.0080705,1.1160667,-0.336747,-1.8032783,0.9641876,2.1903255,1.3708317,-1.8806881,1.2881958,0.55068433
1971-03-01,-0.7499237,1.0513954,-0.837458,-3.1274037,1.4812301,2.5300121,1.6340882,-1.2702318,-0.09472046,0.35863075
1971-04-01,-2.257283,1.0255924,-0.3667961,-1.8816681,-0.37953454,2.277207,-0.783239,-1.9038785,2.623426,0.23876075
1971-05-01,-0.45269793,1.093203,-0.5970646,-1.1239055,0.77997285,2.1491714,0.78095263,-2.30203,0.041807555,-0.3093109
1971-06-01,-1.7412205,0.6450779,1.6670774,1.4475876,0.9596146,0.380188,1.3659322,-0.5719147,2.2014306,-0.069244005
1971-07-01,-1.1735519,0.78977126,1.933601,1.8970191,-0.5846527,0.5800804,1.879055,-0.44322586,1.3515606,-0.4533512
1971-08-01,0.19727936,0.49777183,1.3509077,1.8026254,0.46870232,0.8603218,0.5157356,0.06173153,1.3185723,-0.1708229
1971-09-01,0.14763299,0.4350605,1.003382,0.42003575,0.54447824,0.79728353,1.5619051,-1.0647869,2.1116097,-0.21851006
1971-10-01,-0.091127396,0.82504654,0.7146486,-1.0918964,1.1621205,1.5034401,2.1524377,-0.5954313,1.364299,-0.04344063
1971-11-01,-1.2163393,0.35634422,0.44551238,-2.2128625,1.2179725,2.0087237,-0.36124364,-1.6138378,0.8648941,-0.7430645
1971-12-01,-0.7793196,1.2734982,3.064692,-2.1805272,2.30203,1.9780216,2.733171,-1.4325631,0.84725684,0.75318944
1972-01-01,0.6234711,1.2050518,2.3053794,-2.4824073,1.1379135,2.5633175,3.547156,0.2160488,-1.7576542,0.7293434
1972-02-01,0.9393667,1.3556836,-0.6286354,-1.0022014,1.5100448,2.970166,2.3148475,0.102716446,-1.2790763,0.5107128
1972-03-01,-1.8520501,1.5192261,-0.72848284,-3.3024166,-0.9528519,2.8089187,0.041028976,-1.3353122,1.0965973,0.7167187
1972-04-01,-0.73536855,0.89718974,-0.012911225,-3.6315105,0.9141182,2.365058,1.9014,-1.101188,0.95945054,0.273719
1972-05-01,-3.3110237,0.84784013,-1.090859,0.55747986,0.3224949,1.7702786,0.91985625,-0.7095461,1.9036949,-0.22494316
1972-06-01,-0.35979423,0.41373444,-0.29380304,1.6463306,1.4222481,1.021999,-0.62060165,-2.5108118,1.8394258,-0.2131794
1972-07-01,-0.39278966,0.21949157,2.5891404,2.0640817,-0.1532135,0.31446114,0.96547586,-1.1270103,0.9781006,-0.43525314
1972-08-01,-1.0897112,0.29208183,2.0663772,2.5498326,0.63580817,0.92358667,1.5275469,-0.5758427,1.1772213,-0.8578823
1972-09-01,-0.98613435,0.6756897,2.4109645,0.47255248,0.47255248,0.9941681,1.2386215,-1.0489693,1.8328264,-0.5726864
1972-10-01,0.14173718,0.7990643,1.2486633,0.9155525,0.86017764,1.1786556,0.21375331,-2.001247,1.5814873,0.29523772
1972-11-01,0.3577856,0.5448559,-1.5163574,-3.0281234,2.7234175,2.881796,0.4309494,-0.77152026,-1.9817364,0.21719627
1972-12-01,-0.3316763,1.2061999,1.079956,-1.567715,2.212992,2.6775107,2.7214088,0.69233114,-1.6638324,0.512434
1973-01-01,1.4207516,1.144565,-1.1700493,-0.41730577,2.9641464,0.9929333,2.0234559,-1.4086466,-0.3332077,0.6699192
1973-02-01,-2.2802105,1.284729,-2.8962948,-4.1867566,0.71101224,2.6764917,-0.12901458,-0.87825394,-0.13347396,0.743824
1973-03-01,-2.3318162,1.3356975,-1.2149655,-1.3032051,0.5902809,2.4305682,0.88303185,-1.6998047,1.5937268,0.33225212
1973-04-01,0.34435692,0.6393383,-2.1910157,-0.19495468,1.2156025,2.3197112,-0.40902328,-1.909095,1.3911263,0.099070355
1973-05-01,-0.32619935,0.89449996,0.3723896,-0.79256284,0.5546028,1.809069,0.2325447,-0.016246032,1.5711092,0.012423706
1973-06-01,-1.8705498,0.64602774,0.94833565,-1.0636524,-0.4176243,1.2439541,1.1671826,-1.5185477,2.0307825,-0.30294496
1973-07-01,0.380035,0.4128464,1.6587112,1.877558,0.24146423,0.22043991,-0.09843292,-1.1538031,0.9107464,-0.6699192
1973-08-01,-0.24337539,0.5115982,0.86837864,0.19495507,-0.43323365,0.40647507,2.6280715,-0.4673187,1.5682423,-0.530711
1973-09-01,-1.7342085,0.6571773,1.3175402,-0.66928214,0.6453907,0.7724937,1.6450136,0.5517359,1.4898775,-0.16755943
1973-10-01,0.016246224,0.42590675,-0.13793373,-0.88908464,1.6408724,1.8877522,1.7386684,-0.385132,0.21024552,0.10161896
1973-11-01,-0.8218695,0.86614877,1.6029648,-0.9304966,0.8209141,2.4181447,1.0486801,-3.1450849,-0.058613967,0.69890785
1973-12-01,-2.6000388,1.8383758,0.16628532,-2.981985,0.761026,2.6019502,0.049057387,-0.86583024,0.40105972,1.1907555
1974-01-01,-0.31063595,1.5827652,3.5790544,-3.7654357,1.2307106,2.982436,3.4968758,2.0505276,-0.63639337,1.0594505
1974-02-01,0.5213429,1.5439765,-0.7895752,-2.6484606,1.5646855,2.3411117,2.2517014,0.6929321,0.039117433,0.67452395
1974-03-01,-0.47137833,1.5610695,0.69128877,-3.895607,0.42108458,3.140548,2.410471,-0.51082385,1.2159188,0.38591155
1974-04-01,-0.7474991,0.9549187,-0.28400993,-2.0094376,-0.37046242,1.5153786,1.8815674,-1.2928379,1.4450333,-0.014134598
1974-05-01,-0.90265274,1.1810749,2.1714947,-2.0028634,0.063770674,1.9354767,2.3309216,-0.055552863,1.9058921,-0.14200477
1974-06-01,-1.7911708,0.74092484,-0.023995971,-0.1341156,0.25869903,1.0154022,2.0209432,-1.6386467,2.404883,0.008217621
1974-07-01,0.070344925,0.1475933,1.4331993,0.9305935,0.25508347,0.54994124,0.7340218,-0.28105164,1.0157311,-0.28696862
1974-08-01,-0.32509956,0.5742661,1.2037563,1.5982147,0.21399383,0.5190414,0.85729027,-0.24555035,1.0656955,-0.6114105
1974-09-01,-1.61991,0.3612587,1.9811687,-0.10288791,0.12030983,0.7701805,0.8300064,0.8954212,1.7796654,-0.32509995
1974-10-01,-0.43390447,0.48880005,0.70706713,-0.42009813,0.29420012,1.3694286,0.31556684,-1.4539087,1.5462774,-0.35961455
