,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6,ssta20_cluster7
1965-01-01,-1.7019958,-0.90615845,2.0097656,2.5666199,-2.4040527,-8.880585,-0.35531616
1965-02-01,-0.9752197,-1.398346,1.6513062,2.5549316,-1.8573914,-10.459015,-0.13049316
1965-03-01,-0.05218506,-1.9542236,1.4272461,2.1542358,-0.6055298,-10.517914,-0.31262207
1965-04-01,-0.51779175,-2.0501099,1.6327515,2.0428772,0.3718567,-10.807892,-0.38955688
1965-05-01,-0.90914917,-1.4679871,1.8780518,2.0187683,0.5722656,-9.516754,-0.7130432
1965-06-01,-1.4993896,-0.7688904,2.6958923,2.019287,0.078826904,-5.9231873,-1.044342
1965-07-01,-2.0533752,0.5033264,2.8763733,2.2017822,-0.1538086,-2.50943,-1.4281616
1965-08-01,-3.011261,0.9075928,2.9328613,1.8491211,-0.5393982,-1.0423584,-1.1556396
1965-09-01,-3.6616821,1.489624,2.6681519,1.9466553,-0.965271,-1.2926025,-1.3549805
1965-10-01,-3.812561,1.1131897,2.5137634,1.9758911,-0.63568115,-2.5497131,-1.517334
1965-11-01,-4.0246887,0.34469604,2.4742737,1.5068054,-0.710083,-5.1748047,-1.3058472
1965-12-01,-3.0376587,-0.80029297,2.2144165,1.7563782,-0.57476807,-7.565216,-0.7828369
1966-01-01,-1.9756165,-1.6921997,1.7480774,2.2140503,-0.68463135,-9.289886,-0.5812378
1966-02-01,-1.0585022,-2.27536,1.4251404,2.44635,-0.32424927,-10.688477,-0.5078125
1966-03-01,-0.7852478,-2.0656738,1.212738,2.4951782,0.050842285,-10.724884,-0.40652466
1966-04-01,-0.59802246,-1.6878052,1.3177795,2.0318604,-0.13204956,-11.312744,-0.71450806
1966-05-01,-0.88201904,-0.96121216,2.020172,1.9732666,-0.7347717,-9.088898,-1.0429077
1966-06-01,-1.4580688,-0.66885376,2.3553772,2.233368,-0.38745117,-5.6795044,-1.5740662
1966-07-01,-2.2675781,0.22009277,2.7082825,2.483368,-0.42541504,-2.0809937,-1.6210938
1966-08-01,-2.6304016,0.9984741,3.2259521,2.2289734,-1.7342834,-0.71661377,-1.5991211
1966-09-01,-3.1350708,1.2663879,3.2311096,1.964325,-1.8657837,-0.037719727,-1.8148499
1966-10-01,-3.837677,1.0892639,3.1049194,1.5744019,-2.17453,-2.0534973,-1.8764954
1966-11-01,-3.259552,0.22561646,2.5050354,1.652771,-2.2312927,-5.531891,-1.4400635
1966-12-01,-2.5336304,-0.77163696,2.065033,1.4603882,-1.8714905,-7.668335,-1.1387634
1967-01-01,-1.7399597,-1.1079407,1.7698059,2.5035095,-1.8441467,-8.617798,-0.70477295
1967-02-01,-0.59646606,-1.4498596,1.5405579,2.463562,-1.0602417,-9.828674,-0.54937744
1967-03-01,-0.45147705,-1.4180603,1.8553162,2.2614746,-0.63027954,-10.514069,-0.5050659
1967-04-01,-0.8326111,-1.7721558,1.8227539,2.17984,-0.57369995,-10.082855,-0.59072876
1967-05-01,-1.4393921,-1.1278687,2.2717285,2.2782288,-0.2829895,-9.10553,-0.67663574
1967-06-01,-1.784729,-0.23968506,2.597992,2.4672546,-0.3508606,-6.222046,-1.1546936
1967-07-01,-2.2616577,0.780365,2.7831726,2.2137146,-1.1232605,-2.4454346,-1.3105774
1967-08-01,-2.5183105,1.5198364,3.0458374,2.0742493,-2.1972961,-0.548584,-1.6308594
1967-09-01,-3.5852966,1.2977295,3.2304382,2.1471558,-2.2881775,0.63165283,-1.0977173
1967-10-01,-3.7225037,0.87506104,2.8758545,1.8777161,-2.862091,-0.82922363,-1.1667786
1967-11-01,-3.499237,0.24743652,2.5933228,1.9702759,-2.3463135,-3.4396362,-1.1478577
1967-12-01,-2.6503296,-0.1602478,2.3489075,2.2707825,-2.6533508,-6.330902,-0.9470215
1968-01-01,-1.4460144,-0.68533325,2.1448364,2.709198,-2.8269958,-8.913666,-0.40289307
1968-02-01,-0.42703247,-0.8390198,1.5400391,2.4570618,-1.9845581,-10.058563,-0.42999268
1968-03-01,-0.4274292,-0.9838867,1.7028503,2.1732178,-1.7257996,-10.406708,-0.63616943
1968-04-01,-0.48712158,-1.1726379,1.8390503,2.0645752,-0.9550171,-10.204254,-0.54599
1968-05-01,-0.99609375,-0.8373413,2.1758423,2.027954,-0.7453308,-8.646759,-0.8106384
1968-06-01,-1.6174927,-0.2444458,2.7182617,2.0466003,-0.5689087,-6.534424,-1.0363159
1968-07-01,-1.9210815,0.34918213,3.2436523,2.2732239,-1.2142639,-2.1693726,-1.5268555
1968-08-01,-2.3957825,0.6347046,3.1562195,2.072052,-1.2275085,-0.0335083,-1.6662292
1968-09-01,-2.9875488,0.81848145,3.267273,2.0421448,-1.3029175,-1.2687988,-1.3068848
1968-10-01,-3.5237732,0.85305786,2.8952942,1.6236572,-1.1065979,-3.4456177,-1.4543152
1968-11-01,-3.468811,0.37234497,2.5995789,1.2636108,-1.2351379,-5.213806,-1.4245911
1968-12-01,-2.668396,-0.51834106,2.3459473,1.8755798,-1.1469727,-7.528961,-1.0169067
1969-01-01,-1.8739624,-1.0294495,1.6845398,2.554657,-0.7489624,-9.121155,-0.6192627
1969-02-01,-0.848114,-1.2778015,1.0346985,2.5462952,-0.7183838,-10.002747,-0.43740845
1969-03-01,-0.14465332,-2.085907,0.9628906,2.32016,-0.4425354,-10.150452,-1.0291443
1969-04-01,-0.607605,-1.8587036,1.4393005,2.336609,-0.3076477,-9.126953,-1.0285645
1969-05-01,-1.3046265,-1.4251099,2.07901,2.5204773,-0.037109375,-7.4884033,-1.4630737
1969-06-01,-1.7969666,-0.860199,2.5388489,2.6531677,0.17660522,-5.70874,-1.654419
1969-07-01,-2.3769836,0.48364258,3.006897,2.3244324,-0.94641113,-2.556427,-1.3642883
1969-08-01,-2.489685,0.9534302,2.7711182,2.6321716,-1.4554749,-0.8894043,-1.3503723
1969-09-01,-3.4174194,1.1937256,2.7094116,2.275116,-2.2104187,-1.193634,-1.2249146
1969-10-01,-3.7693481,0.35006714,2.7384644,1.9103699,-2.2890625,-2.235199,-1.5122375
1969-11-01,-3.5249023,0.003326416,2.433258,1.6595154,-2.0071716,-5.7250977,-1.4020996
1969-12-01,-2.9331665,-0.85858154,2.6696472,2.0707703,-2.0804749,-7.206421,-1.4815674
1970-01-01,-2.1343384,-1.3264465,2.096283,2.5555115,-1.9065552,-9.401855,-1.1983337
1970-02-01,-1.03302,-1.6255188,1.6753235,2.6164856,-1.5562744,-11.118866,-0.79333496
1970-03-01,-0.49902344,-2.1959534,1.1854553,2.3182983,-1.0466003,-11.319977,-0.736145
1970-04-01,-0.9244995,-2.0299377,1.7719421,2.1753845,-0.6693115,-10.9783325,-0.68688965
1970-05-01,-1.2815247,-1.7660522,2.104004,2.0828247,-0.6900635,-9.401855,-0.8589783
1970-06-01,-1.632019,-0.947052,2.5469666,2.655426,-1.4470825,-5.6369324,-1.3887329
1970-07-01,-1.7684937,0.18515015,3.1688232,2.859375,-2.6244202,-1.6331482,-1.3066711
1970-08-01,-2.5854797,0.5826111,3.3420715,2.783661,-2.9041748,0.17141724,-1.355011
1970-09-01,-3.2267761,0.94241333,3.3025818,2.7167969,-3.3724365,-0.86917114,-1.750946
1970-10-01,-3.6651,0.8253784,3.4221191,1.8662415,-3.3267517,-2.8076172,-1.8757324
1970-11-01,-3.1933594,-0.21124268,3.0916443,2.0869446,-3.3870544,-4.5059204,-1.7795105
1970-12-01,-2.6835022,-1.1167908,2.5637207,2.4846802,-3.4785156,-6.6600037,-1.6069946
1971-01-01,-1.2125244,-1.1112366,2.3946533,2.8536987,-3.230072,-8.572174,-1.2935791
1971-02-01,-0.39764404,-1.677948,2.3363953,2.4653625,-2.715149,-9.897858,-0.98864746
1971-03-01,-0.16491699,-1.8904114,2.016693,2.3329468,-1.9363708,-10.088593,-0.69906616
1971-04-01,-0.37225342,-1.7805481,2.3415222,2.6696167,-0.8006897,-8.680634,-1.0877686
1971-05-01,-0.35687256,-1.7063599,2.5249329,2.2017517,-0.8149414,-7.3859253,-1.4503784
1971-06-01,-1.1515503,-1.1085815,3.1152954,2.571228,-1.3640442,-4.5769043,-1.1416931
1971-07-01,-2.100769,-0.16229248,3.2956543,2.5515137,-1.4865723,-0.77648926,-1.6916199
1971-08-01,-2.6012878,0.6906433,3.460266,2.5352478,-2.0320435,1.0518494,-2.32901
1971-09-01,-3.2347412,0.800354,3.4439697,2.2165222,-3.0385742,0.16339111,-1.6673584
1971-10-01,-3.250763,0.55407715,3.4739075,1.9954529,-2.9849243,-2.0292664,-1.8493958
1971-11-01,-3.2807312,-0.057006836,3.128662,1.6907349,-2.968933,-4.3371887,-1.4875183
1971-12-01,-2.9451294,-0.9725342,2.7394104,2.154358,-3.0750732,-6.8349304,-1.1355896
1972-01-01,-1.6865234,-1.335022,2.509552,2.4119873,-2.5028992,-8.952942,-0.71188354
1972-02-01,-0.8661804,-1.8446655,2.0410461,2.6316833,-1.519928,-10.509888,-0.16699219
1972-03-01,-0.40527344,-1.8261414,1.7549438,2.677948,-0.579834,-11.336914,-0.51049805
1972-04-01,-0.48223877,-1.7830505,1.7736511,2.1748962,0.19735718,-10.891632,-0.83947754
1972-05-01,-1.1065979,-1.5087891,2.1870728,2.4960022,0.33770752,-8.278778,-0.90859985
1972-06-01,-1.086853,-0.60336304,2.2569885,2.7548523,0.40237427,-4.9462585,-1.283905
1972-07-01,-2.1206055,-0.16653442,2.6421814,2.316986,0.1295166,-1.6203613,-1.4419861
1972-08-01,-2.4388733,0.5735779,2.7476501,2.2885437,0.22589111,-0.91186523,-1.213623
1972-09-01,-3.235199,0.89871216,2.89682,1.9154663,-0.24282837,-1.0787964,-1.235199
1972-10-01,-3.4392395,0.5354309,2.5536194,1.6856079,-1.0437317,-3.9796448,-1.7673035
1972-11-01,-3.6498718,-0.3988037,2.3276672,1.8786011,-0.88708496,-6.31369,-1.5336609
1972-12-01,-2.3806763,-0.9899597,2.1233826,1.8613281,-0.22906494,-8.1736145,-1.3864136
1973-01-01,-1.4143372,-1.4954224,1.7268677,2.4545288,0.075927734,-9.603088,-1.1041565
1973-02-01,-0.38580322,-2.1081238,1.4962158,2.3753357,0.01953125,-10.868225,-0.6862793
1973-03-01,-0.35153198,-2.371399,1.5440674,2.1785278,0.061553955,-11.034424,-0.54714966
1973-04-01,-0.24102783,-2.5439148,1.5793457,2.232727,-0.49588013,-9.855469,-0.9293518
1973-05-01,-0.57147217,-2.1088562,1.9527588,2.0848083,-0.39285278,-7.9014893,-1.1321411
1973-06-01,-0.7860718,-1.1778259,2.9667969,2.3250732,-1.1569519,-4.8602905,-1.420044
1973-07-01,-1.8453674,-0.15072632,3.2856445,2.3070068,-1.9206238,-1.346344,-1.6477966
1973-08-01,-2.1433105,0.82559204,3.4838257,2.3527527,-2.6855469,0.6387024,-1.875824
1973-09-01,-2.7199402,1.0717773,3.6411743,2.1601257,-3.3713684,0.38635254,-2.176239
1973-10-01,-3.0841675,0.66192627,3.1846924,1.9050903,-3.51474,-1.7196045,-2.0487366
1973-11-01,-2.702118,0.07940674,3.435669,1.7371521,-3.7205505,-4.4763794,-1.6943665
1973-12-01,-2.072998,-0.817688,3.0492554,1.9779053,-3.2885132,-6.137024,-1.5943604
1974-01-01,-1.008667,-1.0527344,2.8659973,2.268341,-3.2763977,-8.663055,-1.2764282
1974-02-01,-0.16275024,-1.2293091,2.4985046,2.5136719,-2.3345642,-10.211639,-1.1294556
1974-03-01,0.17294312,-1.4756165,2.2855225,2.1651,-1.0517273,-9.867126,-0.8074646
1974-04-01,-0.00579834,-1.7488098,2.223755,1.7401428,-0.18151855,-9.771301,-1.0214539
1974-05-01,-0.62612915,-1.6691895,2.5358887,2.1922607,-0.28741455,-9.05484,-0.93496704
1974-06-01,-0.92144775,-1.0961914,2.9811096,2.4417114,-0.69384766,-5.826477,-1.3840027
1974-07-01,-1.1862793,-0.11627197,3.1436157,2.450531,-1.1490784,-2.6091614,-1.5465088
1974-08-01,-1.928894,0.8346863,3.253662,2.1777954,-1.6719055,-0.50305176,-1.725769
1974-09-01,-2.3153381,1.0179749,3.3077393,2.019928,-1.8190002,-0.9399109,-1.8327026
1974-10-01,-2.8718262,0.52853394,3.0341492,1.8564758,-2.3280334,-3.009369,-1.390686
1974-11-01,-2.7407227,-0.08337402,3.1060486,1.6900024,-2.4396973,-5.0138245,-1.1763611
1974-12-01,-2.1402283,-0.7946472,2.7026367,2.346283,-2.6326294,-7.5180664,-1.1020508
1975-01-01,-1.5346375,-1.7086182,2.189972,2.4808655,-2.0796509,-9.976288,-0.59454346
1975-02-01,-0.73794556,-1.8081665,1.9282227,2.4897156,-1.0825806,-10.587372,-0.47299194
1975-03-01,-0.1769104,-2.4178162,1.8664246,2.148346,-0.2947998,-10.467651,-0.6729126
1975-04-01,-0.17422485,-2.3783264,2.0661926,2.1227722,0.0025634766,-10.274475,-0.8682251
1975-05-01,-0.6491089,-2.222412,2.3937378,2.2296753,-0.7429199,-8.375519,-0.9975281
1975-06-01,-0.7833252,-1.3528442,2.3443909,1.9761963,-1.4348755,-6.3174133,-1.4560852
1975-07-01,-1.6147461,-0.6246643,2.9193726,2.1810608,-1.3747559,-2.6812134,-1.2908325
1975-08-01,-2.0567017,0.13845825,3.2760925,2.0398865,-1.8020935,-0.4541626,-1.3428955
1975-09-01,-2.877777,0.43569946,3.5002441,2.2513123,-2.5996094,-0.60717773,-1.690155
1975-10-01,-2.9708557,0.068237305,3.3769836,2.0271606,-3.4852295,-2.47583,-1.7478638
1975-11-01,-2.9353333,-0.48510742,3.0820312,1.8712769,-2.960785,-4.038086,-1.4520874
