,r900_cluster1,r900_cluster2,r900_cluster3,r900_cluster4,r900_cluster5,r900_cluster6,r900_cluster7
1965-01-01,39.763065,85.783455,74.15837,45.33236,33.733482,35.00132,93.356064
1965-02-01,36.0775,81.68511,83.26581,39.76798,25.672749,24.671913,94.304474
1965-03-01,23.141996,90.291306,82.47628,36.11354,30.857107,17.012497,93.28398
1965-04-01,24.003597,55.208027,82.82354,48.81808,31.497576,13.672558,92.48463
1965-05-01,22.675158,61.863335,88.36499,31.430416,20.686592,12.833885,92.48627
1965-06-01,26.105188,60.533257,81.74244,38.488678,23.361492,11.888744,92.52231
1965-07-01,18.219723,48.385643,93.88187,40.469055,23.327093,14.737274,93.3364
1965-08-01,29.124073,50.693623,90.3945,34.187218,28.457396,18.847088,94.02929
1965-09-01,39.007935,48.53798,93.02846,34.23636,27.10766,24.87339,96.098114
1965-10-01,49.661667,59.15076,91.5575,38.16107,16.51781,29.980762,95.53627
1965-11-01,35.79412,67.2721,83.42306,31.772764,36.29372,41.980953,93.991615
1965-12-01,33.25518,88.3355,87.74582,35.11598,44.911385,41.920345,94.92038
1966-01-01,22.271564,89.66568,90.645706,40.60656,34.826496,34.19612,95.92344
1966-02-01,22.764044,85.16277,89.334076,39.87769,30.175852,32.327988,93.95517
1966-03-01,24.81768,69.23929,86.874954,38.992867,20.360744,17.634052,93.78116
1966-04-01,21.793861,55.656715,86.15266,44.4758,17.161274,15.041973,93.52342
1966-05-01,25.017956,58.431015,86.00491,29.8541,24.46638,16.80997,95.0616
1966-06-01,19.008072,59.90845,89.88729,44.85501,17.688229,12.513912,95.46544
1966-07-01,14.948402,45.931896,92.776505,43.812595,26.879526,14.4838295,95.76749
1966-08-01,22.2453,56.950294,91.83094,42.689743,33.439346,17.256485,95.23233
1966-09-01,32.49543,54.762047,86.50888,38.46756,39.907238,32.06861,96.010445
1966-10-01,38.382195,59.245247,81.81556,33.731552,30.866964,33.439346,96.437256
1966-11-01,37.306946,66.57826,80.56138,30.899797,29.512648,76.156975,93.26241
1966-12-01,25.682802,75.36408,84.92474,37.61721,31.584343,69.12109,94.37706
1967-01-01,16.065239,86.64673,87.47775,37.52159,22.52427,59.398525,95.80322
1967-02-01,34.418755,91.83557,83.606384,42.01116,17.690128,30.682516,93.509445
1967-03-01,20.14605,81.045746,80.9292,51.559517,25.664267,20.276108,92.06023
1967-04-01,34.09614,64.84918,88.86955,46.233856,31.721298,14.154892,94.06009
1967-05-01,22.672909,54.486687,89.23102,42.560112,19.488998,13.312042,95.55999
1967-06-01,21.076733,52.424324,90.46742,45.583557,22.693176,13.090771,95.212036
1967-07-01,14.040031,54.26711,95.313385,34.97953,29.273825,18.296509,95.431625
1967-08-01,20.896,44.032986,89.651596,33.651917,34.17553,29.579548,95.516075
1967-09-01,29.819397,44.967045,90.36439,32.5253,38.078987,25.794325,96.260956
1967-10-01,39.092434,58.29556,86.874756,39.24783,23.924515,47.059814,96.57681
1967-11-01,47.032787,67.166595,83.39863,36.690567,37.366196,48.630653,93.60742
1967-12-01,45.21534,82.91893,81.16905,35.683876,39.698814,51.741936,95.23907
1968-01-01,26.068089,89.419525,80.9966,42.619392,32.99411,44.744038,95.560074
1968-02-01,40.803787,91.169136,80.90163,34.858,38.225243,27.05959,94.15652
1968-03-01,33.713593,83.50271,81.160774,34.532867,26.586372,16.29955,94.13721
1968-04-01,29.763683,72.644485,85.99434,41.01625,19.523537,14.414734,94.10662
1968-05-01,26.06326,82.94418,86.96492,58.274162,19.71025,13.524635,94.87761
1968-06-01,23.595774,65.59775,91.99324,42.083405,17.060883,12.620052,96.56767
1968-07-01,20.688873,61.895718,93.52556,45.099754,34.840294,17.864063,95.66147
1968-08-01,23.928957,53.607994,72.024796,41.207794,30.800251,21.131508,96.03007
1968-09-01,24.138203,46.134716,82.95545,27.759756,21.128288,23.500809,96.87831
1968-10-01,21.54839,56.56479,87.169334,37.211205,27.795166,28.714237,96.289215
1968-11-01,47.33385,65.27261,84.73082,27.02096,28.519478,32.657707,95.27518
1968-12-01,39.480713,74.13335,81.88026,38.315376,25.572338,25.29066,94.38186
1969-01-01,45.533226,87.7682,77.62097,37.50168,40.721985,33.489246,95.05441
1969-02-01,36.77807,91.20575,85.689285,42.495075,42.755775,17.611652,94.07178
1969-03-01,28.452402,84.380775,87.22842,45.117107,26.88152,18.255043,94.561424
1969-04-01,30.203766,51.32376,89.49951,41.584297,20.218647,19.598648,93.680725
1969-05-01,21.435242,47.832726,90.6877,35.334198,20.22366,15.537754,93.96649
1969-06-01,27.381193,48.08006,92.33211,42.326286,27.337744,13.351891,93.35318
1969-07-01,19.41315,53.98089,83.979706,36.076187,29.64393,20.492714,94.01329
1969-08-01,22.833996,45.504814,90.523926,37.32454,27.311007,19.403126,94.543045
1969-09-01,35.386,44.47706,76.43947,37.57521,30.247217,19.363018,94.86223
1969-10-01,47.194347,57.141033,86.08368,37.088905,23.868437,26.004166,94.37091
1969-11-01,34.39167,55.84589,87.21004,31.41535,39.908134,40.20727,95.36357
1969-12-01,35.11026,72.62758,88.266205,34.226227,30.604843,25.303955,94.95247
1970-01-01,34.68622,80.81443,82.43296,35.74704,28.928675,30.95929,93.862
1970-02-01,25.362274,84.50495,82.494194,44.24186,27.255527,24.400753,92.794556
1970-03-01,33.01638,72.885605,83.300156,33.617126,26.808693,18.846767,92.02004
1970-04-01,20.869106,65.0511,86.48426,31.232355,19.030464,15.907589,93.625336
1970-05-01,21.1852,58.580276,87.528534,41.69159,17.087563,11.922485,93.94475
1970-06-01,20.602661,52.22199,92.61252,44.779713,17.565842,16.162449,95.76849
1970-07-01,14.616734,41.5774,93.665054,38.633255,26.332071,22.456196,96.64064
1970-08-01,20.294842,42.423077,80.71679,39.47397,34.45949,22.338696,95.58148
1970-09-01,26.457846,55.387894,76.67707,34.130157,23.419373,21.880276,95.25711
1970-10-01,29.860407,58.653095,88.62907,29.307657,21.454956,27.318417,95.93233
1970-11-01,29.569138,72.639015,86.133415,29.848824,26.224499,39.2671,93.89344
1970-12-01,30.305588,79.81981,89.01466,35.517,37.28117,35.35316,95.92406
1971-01-01,34.552155,80.62742,86.26194,38.646606,24.60172,37.98899,94.00117
1971-02-01,28.194088,84.7709,82.85215,41.217896,24.946589,22.983887,91.7663
1971-03-01,34.64175,87.066635,84.93319,39.510464,16.564964,14.580288,93.55318
1971-04-01,40.33713,79.9343,87.8037,35.130314,22.671143,16.142334,92.69777
1971-05-01,34.67218,51.21228,88.58304,37.106537,24.545935,13.461159,94.37816
1971-06-01,18.924938,53.323746,91.37747,40.450397,17.351059,15.584457,94.33082
1971-07-01,18.830269,47.64865,92.1044,41.30918,23.859581,19.898682,95.362045
