,zgu850_cluster1,zgu850_cluster2,zgu850_cluster3,zgu850_cluster4,zgu850_cluster5,zgu850_cluster6,zgu850_cluster7
1965-01-01,0.14827672,0.06485061,-0.1287239,0.113407135,0.058984756,-0.30274543,0.040735245
1965-02-01,0.2825409,0.12448768,0.105586246,0.122206114,0.057681274,-0.2955761,-0.028351974
1965-03-01,-0.0433424,0.10330506,-0.44874114,-0.0061912537,-0.11373329,-0.23789482,0.18347207
1965-04-01,0.21736412,0.07951546,0.1697853,0.16587448,-0.07495308,-0.10982247,0.15088387
1965-05-01,0.13458976,0.054748535,-0.28417015,-0.15544662,0.28873253,0.04464569,0.058332823
1965-06-01,0.10721588,0.006191635,-0.083100125,-0.42071533,0.160009,0.10721588,0.12742043
1965-07-01,0.11014862,-0.062244035,0.14892845,0.024115752,0.19455223,0.15805359,0.01987877
1965-08-01,0.20823936,-0.036173247,0.09124756,0.11503677,-0.049534224,0.04334259,0.08375206
1965-09-01,0.07332382,-0.008147049,-0.14762497,-0.032262422,0.09124756,-0.14306259,0.17011109
1965-10-01,0.36629257,0.030307388,0.12937546,-0.04171295,-0.05083809,-0.18379822,0.10102387
1965-11-01,0.19292298,0.11405907,0.4340763,0.050186157,-0.11373329,-0.22257805,0.068761066
1965-12-01,0.36303368,0.10949707,0.09548378,0.16880722,0.06647988,-0.3128479,-0.028351974
1966-01-01,0.25930136,0.13293305,-0.17429009,0.014441681,0.053829957,-0.26488152,0.045295715
1966-02-01,-0.16083297,0.112911224,0.0328228,0.24026413,0.061707307,-0.27046165,0.054486085
1966-03-01,-0.10207977,0.05481453,-0.050875854,0.052516937,0.053829573,-0.225494,0.11061363
1966-04-01,-0.011159897,0.077790454,0.08205757,0.05973816,-0.0059082033,-0.11422386,0.25864524
1966-05-01,0.17396203,-0.014113998,-0.091576,-0.22844848,0.27735442,0.067287065,0.21892929
1966-06-01,0.0091903685,-0.035448838,-0.019693756,-0.59048617,0.17330551,0.18019828,0.13720016
1966-07-01,0.13227692,-0.03643341,0.16805382,0.030197144,-0.012472535,0.1719925,0.18577805
1966-08-01,0.13063583,-0.040700532,-0.089278415,0.073523715,-0.016083527,0.04201317,0.083042145
1966-09-01,0.11553726,-0.021991348,-0.20186119,-0.032494355,0.113895796,-0.15164223,0.14836006
1966-10-01,0.15787888,0.040372085,-0.21728821,-0.3288868,-0.07549286,-0.24289016,0.17986985
1966-11-01,-0.002625656,0.033807755,0.26980513,-0.033151247,-0.11586495,-0.27374345,0.050875474
1966-12-01,-0.06203537,0.051860046,-0.026914597,0.10700302,-0.08632431,-0.3029564,0.12144508
1967-01-01,-0.0535532,0.0767376,-0.029062271,0.23478547,0.044409942,-0.3014,0.020898819
1967-02-01,-0.104494095,0.060084153,-0.28735885,0.08914642,0.096003726,-0.34678954,0.21029434
1967-03-01,0.05518608,0.07477836,0.2651535,0.14694443,0.14988403,-0.31576842,0.24262238
1967-04-01,0.16882324,0.026123429,0.46924362,0.12996444,0.1312706,-0.12506637,0.2618885
1967-05-01,0.16457824,0.04669609,-0.078697205,0.17796631,0.14727135,0.045716476,0.26580697
1967-06-01,-0.112004474,0.011429215,-0.38597488,-0.25241852,-0.00032653808,0.09730987,0.11918869
1967-07-01,-0.06596184,-0.021551896,0.028736115,0.179599,0.014041519,0.10841255,0.013388443
1967-08-01,0.20702896,-0.068574145,0.08130951,0.04408417,0.041797638,0.028735733,-0.10253487
1967-09-01,0.25078583,-0.02253151,-0.21192741,-0.1711094,-0.1443325,-0.1374752,0.13747482
1967-10-01,0.23641777,0.052247237,-0.12506637,0.068574525,0.0048980713,-0.17568055,0.20572281
1967-11-01,0.19592667,0.107759856,0.18613014,0.13878098,-0.088820264,-0.27397043,0.119515225
1967-12-01,-0.18188515,0.117556,-0.08588143,0.2442543,0.06041069,-0.27462348,-0.0022857666
1968-01-01,-0.10065079,0.13237762,-0.48502046,0.25673294,0.0032821656,-0.32201004,0.016775131
1968-02-01,0.07257042,0.093357466,-0.4908554,0.011669922,0.061265565,-0.3209156,0.06673584
1968-03-01,0.08095817,0.089710616,0.056160353,0.046678923,0.14623566,-0.26220283,0.06017189
1968-04-01,0.009116745,0.0725708,-0.10247421,0.058713533,-0.025527954,-0.14988212,0.13420144
1968-05-01,-0.0098461155,0.061994933,-0.31544572,-0.19254914,-0.048137665,0.011669541,0.17978592
1968-06-01,-0.04704361,0.010211182,-0.30012932,-0.27168503,0.08460541,0.074394226,0.20786591
1968-07-01,-0.124355316,-0.03318558,0.13675384,0.07220612,-0.02115097,0.038291167,0.12326088
1968-08-01,-0.027715301,-0.028080368,0.27387238,0.028079987,0.1608223,-0.047043227,0.047043227
1968-09-01,0.17978592,0.009117126,-0.20020752,-0.080228426,0.22245255,-0.12690774,0.10356827
1968-10-01,0.10320358,0.06381874,-0.12581368,-0.48100892,-0.09007569,-0.22427674,0.10138054
1968-11-01,-0.011669922,0.060536195,-0.37707633,-0.102838896,-0.06746521,-0.24360427,0.074394226
1968-12-01,-0.107579805,0.07184143,-0.030997466,0.3001297,0.04850159,-0.31216353,-0.03282089
1969-01-01,0.24746895,0.09985008,0.29291534,0.13103256,0.011942292,-0.29921836,0.03947563
1969-02-01,0.054071806,0.029855346,0.29192048,0.23652191,-0.12273941,-0.26936302,0.01724968
1969-03-01,-0.022557449,0.04644203,-0.15624352,0.007961273,-0.010283661,-0.23751716,0.06667747
1969-04-01,0.095869444,0.06070595,-0.14728737,-0.054403685,0.032509614,-0.107148364,0.11743164
1969-05-01,0.022889327,0.022889327,-0.28031006,-0.19704667,0.045778275,0.047768783,0.24879608
1969-06-01,-0.0381485,0.0029857636,-0.20932007,-0.43025056,-0.09056167,0.1207489,0.14596024
1969-07-01,0.1701767,-0.031513978,0.07861938,-0.004975891,-0.045114897,0.14330634,0.06568184
1969-08-01,0.14032058,-0.06269646,0.15159988,-0.2368538,0.01890869,-0.02056694,0.049427412
1969-09-01,0.0029857636,-0.06501846,-0.10217209,-0.0155914305,-0.05009079,-0.10316734,0.044783402
1969-10-01,0.27765656,0.028528595,-0.25476685,-0.2156231,0.06999473,-0.21230583,0.059379198
1969-11-01,0.08326378,0.004975891,-0.1797966,-0.00033187866,0.042792894,-0.25045434,0.18676262
1969-12-01,-0.05838394,0.044783402,-0.21827698,0.15093613,-0.019571686,-0.30917016,0.07596588
1970-01-01,0.020300293,0.08153458,-0.086193845,-0.057240296,0.05790596,-0.3124935,0.058572005
1970-02-01,0.15541497,0.10948906,-0.2938568,0.105162814,0.2169815,-0.2765518,0.12579612
1970-03-01,0.085860826,0.0855278,-0.45226708,-0.077207945,0.08053589,-0.22962761,0.15341797
1970-04-01,0.03760605,0.087524794,-0.18935966,0.23295593,0.041599274,-0.09917259,0.107825086
