,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7
1965-01-01,24.81668,25.612518,28.528442,29.085297,24.114624,17.638092,26.16336
1965-02-01,25.847534,25.424408,28.47406,29.377686,24.965363,16.363739,26.69226
1965-03-01,26.960693,25.058655,28.440125,29.167114,26.407349,16.494965,26.700256
1965-04-01,27.01709,25.484772,29.167633,29.577759,27.906738,16.72699,27.145325
1965-05-01,26.53659,25.977753,29.323792,29.464508,28.018005,17.928986,26.732697
1965-06-01,25.494751,26.22525,29.690033,29.013428,27.072968,21.070953,25.949799
1965-07-01,24.498322,27.055023,29.42807,28.753479,26.397888,24.042267,25.123535
1965-08-01,23.432556,27.35141,29.376678,28.292938,25.904419,25.401459,25.288177
1965-09-01,22.93457,28.085876,29.264404,28.542908,25.630981,25.30365,25.241272
1965-10-01,23.071808,27.997559,29.398132,28.86026,26.248688,24.334656,25.367035
1965-11-01,23.058838,27.428223,29.5578,28.590332,26.373444,21.908722,25.77768
1965-12-01,23.972412,26.209778,29.224487,28.766449,26.435303,19.444855,26.227234
1966-01-01,25.06659,25.350006,28.790283,29.256256,26.357574,17.75232,26.460968
1966-02-01,26.157867,24.94101,28.64151,29.66272,26.89212,16.527893,26.708557
1966-03-01,26.58957,25.309143,28.587555,29.869995,27.42566,16.649933,26.968292
1966-04-01,27.089813,26.00003,29.005615,29.719696,27.555786,16.375092,26.973328
1966-05-01,26.64151,26.562317,29.543701,29.496796,26.788757,18.434631,26.480621
1966-06-01,25.768066,26.557281,29.581512,29.459503,26.838684,21.54663,25.65207
1966-07-01,24.582977,27.070648,29.558838,29.333923,26.42514,24.769562,25.229462
1966-08-01,23.855286,27.484161,29.71164,28.71466,24.751404,25.769073,24.886566
1966-09-01,23.323761,27.72522,29.689941,28.423157,24.593048,26.421112,24.643982
1966-10-01,22.900146,27.827087,29.842743,28.312225,24.563293,24.684326,24.861328
1966-11-01,23.674225,27.159393,29.438812,28.586548,24.702484,21.401886,25.493713
1966-12-01,24.386292,26.148285,28.984955,28.38031,25.048431,19.251587,25.781158
1967-01-01,25.035187,25.667206,28.544952,29.278656,24.931,18.157349,26.070374
1967-02-01,26.279724,25.42633,28.416748,29.339752,25.815948,17.047516,26.326813
1967-03-01,26.682892,25.716309,28.989685,29.395844,26.50409,16.6203,26.629303
1967-04-01,26.660858,25.721313,29.316223,29.67331,26.91977,17.410614,26.90274
1967-05-01,26.07489,26.386414,29.78601,29.792511,27.231293,18.408752,26.837646
1967-06-01,25.251038,26.796082,29.633759,29.503021,26.684906,20.81372,25.881073
1967-07-01,24.27591,27.317932,29.32074,28.751282,25.414307,24.092133,25.22699
1967-08-01,23.731537,27.769684,29.295685,28.324097,24.052551,25.701263,24.618988
1967-09-01,22.716858,27.599884,29.532593,28.44931,24.013977,26.933807,25.204437
1967-10-01,22.640228,27.237793,29.238586,28.240448,23.50064,25.533508,25.195953
1967-11-01,23.059906,26.80658,29.152466,28.529419,24.21283,23.119507,25.411285
1967-12-01,23.947388,26.43747,28.946625,28.8685,23.944366,20.266815,25.650696
1968-01-01,25.115387,25.876068,28.706238,29.2706,23.734406,17.647736,26.158508
1968-02-01,26.329132,25.917145,28.296204,29.213226,24.771606,16.697601,26.326172
1968-03-01,26.415222,25.858765,28.545502,29.01587,25.116852,16.435944,26.206482
1968-04-01,26.841064,26.155548,29.167236,29.392761,26.373169,17.123932,26.782196
1968-05-01,26.312836,26.471588,29.484772,29.336884,26.563599,18.66217,26.498291
1968-06-01,25.46753,26.840576,29.803284,29.131622,26.516113,20.550598,26.048706
1968-07-01,24.800293,27.070557,29.965027,28.994598,25.50711,24.552002,25.194519
1968-08-01,24.060852,27.09134,29.612854,28.528687,25.229126,26.423126,24.790405
1968-09-01,23.555878,27.361908,29.8107,28.585571,25.240509,25.274628,25.236542
1968-10-01,23.355042,27.731873,29.774109,28.502472,25.772217,23.433197,25.4245
1968-11-01,23.544983,27.386139,29.613373,28.277405,25.778656,21.799988,25.589203
1968-12-01,24.397705,26.54776,29.412048,28.94168,25.919128,19.53714,26.049194
1969-01-01,25.29892,26.143433,28.857422,29.72754,26.42392,18.051727,26.55362
1969-02-01,26.492096,26.062408,28.374908,29.886505,26.621826,17.337463,26.902802
1969-03-01,27.432983,25.49173,28.540527,29.897797,27.135101,17.427185,26.548492
1969-04-01,27.34018,26.08908,29.387085,30.284393,27.640137,18.820831,26.91922
1969-05-01,26.536194,26.41571,29.91983,30.361298,27.80371,20.352417,26.377747
1969-06-01,25.544037,26.480804,29.879852,29.994171,27.517609,21.632263,25.686584
1969-07-01,24.411865,27.272491,29.795746,29.113281,25.842438,24.232422,25.42456
1969-08-01,24.043213,27.486328,29.304016,29.16507,25.077423,25.643494,25.182526
1969-09-01,23.22641,27.837555,29.353241,28.918945,24.43341,25.450195,25.418915
1969-10-01,23.042328,27.161743,29.55014,28.722046,24.522614,24.576477,25.299438
1969-11-01,23.460205,26.988434,29.418365,28.644623,24.977936,21.26001,25.583008
1969-12-01,24.011932,26.086517,29.614746,29.01587,24.864624,19.738678,25.463531
1970-01-01,24.898376,25.706268,29.128998,29.588226,25.12616,17.63086,25.834381
1970-02-01,26.07663,25.48413,28.784973,29.726135,25.553375,15.990784,26.316315
1970-03-01,26.88507,25.18814,28.56955,29.702393,26.337494,16.064117,26.64795
1970-04-01,26.742493,25.637054,29.438934,29.842377,26.99768,16.68866,26.980103
1970-05-01,26.233673,25.749146,29.619202,29.598022,26.825134,18.113342,26.65622
1970-06-01,25.340027,26.024994,29.519012,29.627472,25.524963,21.335114,25.583313
1970-07-01,24.737701,26.691345,29.675018,29.36557,23.881775,24.873047,25.199524
1970-08-01,23.68805,26.85614,29.6156,29.05719,23.369354,26.444946,24.918518
1970-09-01,23.0253,27.194489,29.554657,28.968872,22.879639,25.382904,24.50113
1970-10-01,22.887909,27.378387,29.975128,28.41925,23.226257,23.745392,24.677277
1970-11-01,23.407043,26.38916,29.692047,28.687347,23.213348,22.094482,24.820892
1970-12-01,23.848206,25.414917,29.095428,29.016388,23.053192,19.871704,24.924713
1971-01-01,25.344086,25.445374,28.951263,29.410309,23.326538,17.984436,25.263031
1971-02-01,26.210297,24.929993,28.944336,29.073303,23.892792,16.710083,25.619293
1971-03-01,26.69107,24.965576,28.87268,29.188934,24.919617,16.767395,26.156921
1971-04-01,26.867004,25.45871,29.58078,29.908875,26.438568,18.558624,26.15149
1971-05-01,26.780518,25.43103,29.662323,29.339142,26.322449,19.751465,25.687012
1971-06-01,25.640076,25.683044,29.906921,29.362854,25.427582,22.214722,25.649933
1971-07-01,24.3143,26.252777,29.710724,28.966583,24.928497,25.63858,24.72345
1971-08-01,23.541473,26.833405,29.603027,28.678009,24.110718,27.19461,23.813751
1971-09-01,22.96582,27.000916,29.644531,28.417084,23.161987,26.363953,24.533203
1971-10-01,23.104156,26.908997,29.828827,28.350372,23.369995,24.325653,24.505524
1971-11-01,23.182251,26.405975,29.591644,28.153717,23.49405,22.125793,24.975464
1971-12-01,23.467834,25.44043,29.152374,28.567322,23.33789,19.578033,25.277374
1972-01-01,24.93451,25.28601,29.130585,29.03302,24.118134,17.66809,25.90915
1972-02-01,25.996185,25.0177,28.903412,29.49405,25.342438,16.352478,26.695374
1972-03-01,26.623169,25.202301,28.783386,29.70639,26.448608,15.691528,26.517944
1972-04-01,27.004791,25.70398,29.260681,29.661926,27.684387,16.595398,26.647552
1972-05-01,26.327606,25.925415,29.621277,29.930206,27.771912,19.155426,26.525604
1972-06-01,26.01773,26.50122,29.361572,29.859436,27.506958,22.158325,25.820679
1972-07-01,24.604523,26.558594,29.36731,29.042114,26.854645,25.104767,25.283142
1972-08-01,24.104279,27.11673,29.290802,28.831696,26.769043,25.631287,25.329529
1972-09-01,23.42038,27.55429,29.552399,28.571045,26.41275,25.576782,25.42038
1972-10-01,23.613586,27.588257,29.606445,28.738434,26.009094,23.073181,25.285522
1972-11-01,23.56482,26.815887,29.542358,29.093292,26.327606,20.901001,25.68103
1972-12-01,24.890503,26.28122,29.394562,29.132507,27.042114,19.097565,25.884766
1973-01-01,25.823303,25.742218,28.964508,29.69217,27.313568,17.634552,26.133484
1973-02-01,26.919891,25.19757,28.80191,29.68103,27.325226,16.43747,26.619415
1973-03-01,27.116486,25.096619,29.012085,29.646545,27.529572,16.433594,26.920868
1973-04-01,27.38443,25.081543,29.204803,29.858185,27.129578,17.769989,26.696106
