,mgv500_cluster1,mgv500_cluster2,mgv500_cluster3,mgv500_cluster4,mgv500_cluster5,mgv500_cluster6,mgv500_cluster7,mgv500_cluster8
1965-01-01,-0.147616,0.08035727,0.16512975,-0.20148185,0.025902748,0.38235927,-0.25770247,-0.041208863
1965-02-01,0.34836197,-0.10331647,0.2875789,-0.050775193,-0.076530695,-0.38147622,0.24180765,0.08845186
1965-03-01,0.07520618,0.052394103,0.016483545,-0.20118752,0.10861478,-0.1994214,0.36204922,-0.11832829
1965-04-01,-0.39516345,0.24269065,-0.040767334,-0.04989214,-0.38441983,-0.12200761,0.21163693,0.061371755
1965-05-01,-0.3621964,0.113913015,0.064168096,0.19809684,-0.027374458,0.8558195,0.1816133,-0.23592067
1965-06-01,-0.12701157,0.24901919,-0.022076178,0.41915292,-0.40296373,-0.23753962,0.015894841,0.27212563
1965-07-01,-0.45682955,0.63638246,-0.058722615,0.45579934,-0.40458265,0.025608253,-0.23312445,0.23386025
1965-08-01,-0.124362424,0.15585771,0.0604887,0.13186832,-0.34144482,-0.18941355,-0.46507135,0.5021593
1965-09-01,-0.1552691,0.27418604,0.032084037,0.18602853,-0.56411976,0.20942917,-0.110528015,0.22694306
1965-10-01,-0.2434266,0.26888776,0.011773968,-0.042533398,0.18735309,-0.13716659,-0.33217278,0.28463545
1965-11-01,0.073145725,0.35336593,0.12362657,-0.13127963,-0.30965507,-0.2493135,0.031053806,0.4397573
1965-12-01,0.25314012,-0.110822394,0.19427028,-0.03267274,-0.44608584,-0.03649926,-0.42518705,0.095516205
1966-01-01,-0.067559436,-0.3213051,0.2209063,-0.025895406,-0.44079995,0.5194987,-0.076962754,-0.27313104
1966-02-01,-0.48839536,-0.43862993,0.32159442,-0.06582346,-0.10589614,0.3934938,-0.4701673,0.008969354
1966-03-01,0.11804817,-0.42691192,0.07855411,-0.021121358,-0.10199008,0.2825344,0.06915073,0.09432278
1966-04-01,-0.31927976,-0.18445024,-0.113129474,0.113274194,-0.54872143,0.283113,-0.025316715,-0.05019941
1966-05-01,0.07971134,0.45599,0.020976687,0.061628055,-0.051501393,0.1304895,0.03327336,0.06770408
1966-06-01,-0.24072567,-0.08694486,0.015045357,0.034575414,-0.06133871,-0.10097742,-0.40405455,0.08419611
1966-07-01,-0.5866241,-0.21497497,0.030090714,0.2074523,-0.17302155,0.16072488,-0.29309505,-0.00028934478
1966-08-01,-0.4849233,0.11168282,0.013020039,0.27443305,-0.2559157,-0.1206522,-0.3606545,-0.07508211
1966-09-01,-0.05381608,-0.53324205,0.062206745,0.07334609,-0.29454154,0.40477785,-0.068716764,0.277471
1966-10-01,-0.2988817,-0.43631524,0.13208084,0.26691037,0.2708164,-0.0,0.058300782,0.03934939
1966-11-01,-0.17287688,-0.5164607,0.20354629,-0.15609555,0.5255748,0.2317563,0.07638411,-0.22828431
1966-12-01,0.44962463,-0.3353378,0.070886776,0.04716139,-0.2981584,0.17548092,-0.22206363,0.103147484
