,vws_u250-50_cluster1,vws_u250-50_cluster2,vws_u250-50_cluster3,vws_u250-50_cluster4,vws_u250-50_cluster5,vws_u250-50_cluster6,vws_u250-50_cluster7,vws_u250-50_cluster8
1965-01-01,-10.521141052246094,-26.63280487060547,-1.9080467224121094,-21.689157485961914,-40.280792236328125,-20.27645492553711,-25.36511993408203,15.981311798095703
1965-02-01,-26.807153701782227,-1.766286849975586,-3.9676284790039062,-20.654478073120117,-30.21915054321289,-28.87813949584961,-16.343040466308594,11.3602876663208
1965-03-01,-22.549488067626953,0.27048301696777344,-4.140346527099609,-22.64399528503418,-25.15166664123535,-17.85677146911621,-22.010150909423828,17.980606079101562
1965-04-01,-18.590007781982422,-3.781874656677246,1.748361587524414,-29.632558822631836,-38.156036376953125,-21.97919273376465,-16.354448318481445,22.32625961303711
1965-05-01,-25.660043716430664,0.5588912963867188,-2.1883068084716797,-18.094663619995117,-34.71796417236328,-13.256928443908691,-20.77179527282715,11.834447860717773
1965-06-01,-21.82765769958496,-1.0200138092041016,-3.2457962036132812,-20.124916076660156,-32.18096923828125,-20.608854293823242,-17.775300979614258,1.5658683776855469
1965-07-01,-19.72896957397461,-11.132169723510742,1.1096324920654297,-36.0345344543457,-37.77312469482422,-30.828550338745117,-16.126331329345703,3.843791961669922
1965-08-01,-26.549705505371094,-4.169675827026367,-5.905004501342773,-29.117664337158203,-48.23234558105469,-20.247121810913086,-19.311838150024414,-3.8160934448242188
1965-09-01,-20.594188690185547,-7.855415344238281,-11.852371215820312,-13.561629295349121,-50.541221618652344,-23.01712989807129,-26.315067291259766,-7.355184555053711
1965-10-01,-26.704498291015625,-14.348636627197266,-14.24924087524414,-22.029705047607422,-48.86944580078125,-22.31974220275879,-30.984975814819336,-12.852832794189453
1965-11-01,-20.986879348754883,-27.846717834472656,-19.939163208007812,-27.892343521118164,-39.50518798828125,-27.440996170043945,-31.589488983154297,-17.550439834594727
1965-12-01,-18.189170837402344,-38.221214294433594,-22.909587860107422,-25.42540740966797,-25.824615478515625,-18.792055130004883,-30.24359130859375,-26.84626007080078
1966-01-01,-21.574554443359375,-40.44285202026367,-25.706968307495117,-14.556998252868652,-26.978858947753906,-14.947590827941895,-27.664859771728516,-23.06307601928711
1966-02-01,-17.332181930541992,-32.11073303222656,-26.57841682434082,-14.384675979614258,-23.251808166503906,-19.022563934326172,-30.134788513183594,-26.461894989013672
1966-03-01,-28.826793670654297,-31.480533599853516,-20.836036682128906,-9.411993026733398,-25.953140258789062,-16.23917579650879,-28.372196197509766,-26.12546157836914
1966-04-01,-19.116111755371094,-28.55272102355957,-15.666412353515625,-12.686086654663086,-31.396833419799805,-14.146711349487305,-27.238161087036133,-13.79550552368164
1966-05-01,-25.326221466064453,-12.502279281616211,-14.81301498413086,-17.967308044433594,-40.99919891357422,-7.544364929199219,-32.37495803833008,-12.29713249206543
1966-06-01,-24.579498291015625,5.934396743774414,-0.4004402160644531,-20.61940574645996,-41.99701690673828,-14.785116195678711,-21.06415557861328,7.066791534423828
1966-07-01,-20.182857513427734,0.8254985809326172,4.711740493774414,-20.89675521850586,-36.01667022705078,-22.3475341796875,-14.26323127746582,10.375349044799805
1966-08-01,-17.512706756591797,6.106718063354492,7.930034637451172,-17.7966251373291,-40.776004791259766,-15.280744552612305,-17.734262466430664,6.045995712280273
1966-09-01,-31.802196502685547,6.620397567749023,5.765359878540039,-6.471053123474121,-46.63983154296875,-13.639595031738281,-18.318513870239258,12.48914909362793
1966-10-01,-19.070158004760742,2.0514373779296875,1.390054702758789,-13.930078506469727,-37.75464630126953,-16.81357765197754,-28.55600357055664,9.590877532958984
1966-11-01,-21.500701904296875,-14.798246383666992,-3.10833740234375,-14.645620346069336,-41.990455627441406,-25.41484260559082,-29.634239196777344,8.886825561523438
1966-12-01,-12.600746154785156,-10.203027725219727,-3.2691707611083984,-16.82014274597168,-33.49094009399414,-19.82672882080078,-25.01276206970215,12.306981086730957
1967-01-01,-16.399044036865234,-15.816162109375,-0.39674949645996094,-19.728160858154297,-22.317657470703125,-25.116140365600586,-18.56729507446289,5.644314765930176
