,mgu600_cluster1,mgu600_cluster2,mgu600_cluster3,mgu600_cluster4,mgu600_cluster5,mgu600_cluster6,mgu600_cluster7,mgu600_cluster8
1965-01-01,-0.691198,0.70944786,-0.33598557,-0.4663391,-0.41647872,-0.027373886,-1.3286259,-0.26461715
1965-02-01,-0.4621025,-0.5566084,-0.20009232,-0.74431723,0.051163483,-0.1851017,-0.94571304,-1.2999481
1965-03-01,-0.62504387,0.49338722,-0.3688999,-0.6631721,-0.08570709,-0.23072548,-0.7762539,-0.7351925
1965-04-01,-1.7082798,0.04986019,-0.028025817,-0.94701654,0.115688704,0.36140442,1.0610756,-0.48328456
1965-05-01,-0.048556518,0.2391983,0.15446892,-0.58984834,-0.12839814,0.1981369,0.19357471,-0.3812832
1965-06-01,-0.8114492,0.7081442,-0.24799652,-1.2918011,-0.71498793,0.78081626,0.11601448,-0.12513924
1965-07-01,-1.7235963,1.0001357,-0.44483033,-1.0506474,-0.33533365,0.77136534,0.7498573,0.42136708
1965-08-01,-1.5655429,0.85251063,-0.21931954,-1.2197807,-0.06550255,0.38714924,1.3168939,0.09939442
1965-09-01,-0.7612629,0.41484928,-0.13296051,-1.3279743,-0.6628464,0.64394534,-0.17825814,-0.81340444
1965-10-01,-1.1881702,-0.1440403,0.2512558,-0.40865746,-0.42136687,0.24962655,-0.30567855,-0.60288393
1965-11-01,-1.1324441,-0.15121002,0.13165665,-0.8270916,0.35032463,-0.5334709,0.677837,-0.018575286
1965-12-01,-1.09399,-1.3683836,-0.093854144,-0.9818859,-0.32881624,-0.067783736,0.012709427,-0.81079733
1966-01-01,0.1756031,-1.1488047,-0.06597404,-0.3915783,0.3328251,0.19693795,-0.97484285,-0.7339218
1966-02-01,-0.3105053,-0.69978637,-0.13358955,-0.54453355,-0.014442062,0.05153198,-1.2410374,0.42440146
1966-03-01,-0.12013207,-0.34267196,-0.1473755,-0.768058,0.5343582,0.23205872,-1.2269233,-0.04135704
1966-04-01,-0.55241126,0.44836217,-0.13227654,-0.79595757,-0.07910347,-0.1874195,-0.7240753,-0.728014
1966-05-01,-1.0155433,1.4117168,0.18249588,-0.980423,-0.49037552,0.3036127,0.055142213,-0.021006774
1966-06-01,-1.2630287,0.21203652,0.034792326,-0.9305317,-0.28982735,0.32626057,-0.37451038,0.3512062
1966-07-01,-0.8760456,0.7398304,-0.36794585,-0.9692627,-0.63315547,0.5947525,0.60656893,0.58851624
1966-08-01,-1.2732036,1.3700317,-0.29278105,-0.53173256,-0.6265911,0.110285185,0.05415783,0.8570086
1966-09-01,0.0016410828,1.0404888,-0.21827316,-1.0296574,-0.6420177,0.7539442,-0.67746675,0.9564621
1966-10-01,-0.68665695,0.066959,0.100766756,-0.75131834,-0.4861084,0.11356735,-0.69026756,-0.012800979
1966-11-01,0.38993722,0.40536386,0.013785553,-0.67254335,-0.16345826,-0.516634,-0.52648085,0.2143343
1966-12-01,-0.5379688,-0.46411705,-0.09551468,-0.62495005,0.05153198,0.18151131,-1.0900517,-0.70306855
1967-01-01,-0.20180435,-0.4499777,-0.2099678,-0.3023796,0.19429359,-0.23641816,-1.1249444,-1.0988207
1967-02-01,-1.0312264,-1.4433248,-0.09894295,0.051920317,0.012082291,-0.18776283,-1.236949,-0.9414269
1967-03-01,-0.93783456,-0.49471435,-0.16686401,0.22596855,0.30042076,-0.072819136,-0.806564,-0.32001305
1967-04-01,-0.45683518,-0.5645946,0.016327286,-0.32164574,0.31087,0.4467125,-0.5841873,-0.88068926
1967-05-01,-0.29258385,-0.4552025,0.00065307616,-0.7056618,-0.86828077,0.2713581,-0.209968,-0.2955223
1967-06-01,-1.6454556,0.08653412,-0.15837403,-0.16653785,-0.7788078,-0.13518925,-0.8281158,0.22694817
1967-07-01,-2.1264548,-0.2367445,-0.5296543,-0.5005924,-0.70925367,-0.18286476,-0.13682213,0.8421572
1967-08-01,-1.4123032,-0.2997675,-0.5789627,-0.31478843,-0.107759476,-0.29062423,-0.6697418,0.75562304
1967-09-01,-1.5295327,1.0906572,-0.35038146,-0.29356307,-0.5175724,-0.033307455,0.12376022,0.84770834
1967-10-01,-0.94077337,0.2997675,-0.17796668,-0.78991014,-0.45324326,0.5397774,0.53553236,-1.1050253
1967-11-01,-0.51398027,-0.81146204,-0.21258011,-0.68378335,0.15739402,-0.43005866,-0.22400932,-0.39413872
1967-12-01,-0.81146204,-0.23315239,-0.19984475,-0.4708767,0.2566635,-0.48197898,-0.8088495,-0.24686718
1968-01-01,-0.7005447,0.0018234253,-0.18160935,0.15170555,-0.37415847,0.2253708,-0.81067693,-1.342012
1968-02-01,-0.7789505,-0.9346676,-0.17468032,-0.3486313,-0.1899971,0.33914986,-0.5331581,-1.514869
1968-03-01,-0.8223473,-1.426252,-0.397863,-0.5528507,-0.08424072,0.623233,-1.3394592,-0.657148
1968-04-01,-0.74467087,0.21114807,-0.019327546,-0.86027336,0.0010940551,-0.79025537,-0.3632183,-0.41245002
1968-05-01,-0.33112678,0.12727204,-0.12654343,-0.10101547,-0.2432396,-0.3752529,-0.49960786,0.31252822
1968-06-01,-0.9222683,0.23631057,-0.13857727,-0.6841343,-0.6192215,-0.22901726,0.13274269,0.59551775
1968-07-01,-0.78514975,1.1695198,-0.55977935,0.19984321,-1.014896,0.2775196,-0.7289898,0.7840557
1968-08-01,-0.9598301,1.1870244,-0.36832428,-1.18046,-0.58093035,0.44125938,0.9755112,-0.10612106
1968-09-01,-0.9273739,0.42010802,-0.1476944,-1.1717075,-0.7796795,0.7359184,0.8259937,-0.30122337
1968-10-01,-0.79025537,0.18452683,-0.09700394,-1.0090618,-0.5605084,0.15571709,0.13857727,-0.6987217
1968-11-01,-0.75305825,0.6691826,0.08569946,-1.0743389,0.2986706,-1.244643,0.024797821,-0.78806746
1968-12-01,-1.3959843,1.0320362,-0.12690811,-1.0043213,0.10575638,-0.46095198,-0.07184143,0.9219036
1969-01-01,-0.7012726,-0.061369706,-0.0069660186,-0.48498613,-0.047436904,-0.28097343,-0.46839944,-1.3438292
1969-02-01,-0.042129517,0.068667606,-0.10714798,-0.47901496,0.104494475,-0.21164207,-0.90561676,-0.36689073
1969-03-01,-0.5566391,-0.6753979,-0.23386803,-0.53872603,0.13932571,0.4362217,-0.6087206,-1.0850815
1969-04-01,-0.77823335,0.64786416,0.21263734,-0.5642689,0.62696534,-0.5987686,-0.5274471,-0.7122196
1969-05-01,-0.9275106,0.7878534,-0.01227417,-1.3985641,-0.63094634,-0.4647503,1.0326687,0.32575685
1969-06-01,-0.15690728,0.41300106,-0.25211295,-1.2330319,-0.9613472,-0.10913849,0.6362537,0.12638816
1969-07-01,-1.2396663,0.9537174,-0.56758654,-0.71155626,-0.81737745,0.57919675,1.2632192,-0.32509345
1969-08-01,-1.1411436,0.11942215,-0.18576737,-0.9072754,-0.27666092,0.2799782,0.75667095,-0.6090519
1969-09-01,-1.0386394,0.51450956,-0.20865707,-1.1461194,-0.68369067,0.42792854,0.07961502,0.6465372
1969-10-01,-1.0270293,0.2036808,0.31116065,-1.6433796,-0.6282921,0.82732904,0.8389393,-0.46043777
1969-11-01,-1.0150868,-0.18676262,0.08027802,-0.81074256,-0.31182402,0.62364846,-0.9364675,0.14828224
