,r850_cluster1,r850_cluster2,r850_cluster3,r850_cluster4,r850_cluster5,r850_cluster6,r850_cluster7,r850_cluster8
1965-01-01,73.881546,80.941444,47.696033,75.942184,58.34813,48.773857,75.275505,61.339165
1965-02-01,73.18702,82.45335,60.6643,74.75953,69.42938,47.971222,86.01605,56.921406
1965-03-01,71.293465,84.5058,73.7505,77.61461,64.51858,45.849976,90.46658,53.057297
1965-04-01,67.49979,82.27316,81.82598,73.95034,60.877243,54.72481,78.9365,69.354034
1965-05-01,71.98634,83.98654,83.00044,71.47528,52.464333,47.88932,66.9314,68.18449
1965-06-01,73.17392,81.47872,78.73338,65.340866,60.667576,58.606937,54.801796,52.60848
1965-07-01,75.17559,81.44759,73.642395,60.675766,66.86096,55.81901,57.5717,67.18529
1965-08-01,72.67923,83.401764,75.57035,58.923077,69.47525,58.489,47.23902,70.09606
1965-09-01,72.50888,80.98404,72.15179,51.604366,70.44496,42.08087,51.72394,69.26886
1965-10-01,60.719994,83.78834,74.50891,53.499565,79.085556,47.560078,55.09664,65.21802
1965-11-01,76.04375,80.925064,77.355804,53.85338,68.1075,39.404335,47.627235,66.74957
1965-12-01,69.041176,85.02669,72.49577,75.817696,64.14674,42.98343,66.199196,64.79377
1966-01-01,67.804535,85.59944,80.07711,82.19969,58.790524,31.195284,80.08368,57.60201
1966-02-01,69.569244,84.35018,79.64372,79.32033,62.958538,21.388386,80.11487,72.970634
1966-03-01,77.67545,86.35622,80.67465,69.87787,67.66499,42.11683,85.48125,67.187294
1966-04-01,70.06009,86.874954,83.169876,57.08983,63.716957,60.24498,76.07654,66.81136
1966-05-01,73.12495,83.59341,80.15427,67.33668,60.005306,42.732426,54.865467,60.806404
1966-06-01,64.59193,81.045654,69.89593,67.66007,77.93811,60.620903,61.62556,60.313927
1966-07-01,72.65053,84.05962,76.152054,63.542946,59.92815,45.32615,59.74265,61.740475
1966-08-01,73.96709,82.335945,69.753105,71.235466,60.947582,45.900707,50.362568,71.62617
1966-09-01,69.58894,81.254135,62.539932,50.44629,63.78098,42.32695,41.96744,73.44998
1966-10-01,67.24639,84.84923,64.836525,52.166683,62.61052,38.226242,23.758852,70.90387
1966-11-01,77.58024,83.78876,61.49095,62.305183,63.129265,44.42491,57.836758,66.19741
1966-12-01,62.48576,84.30586,70.16843,65.24036,64.588646,52.82332,60.382874,73.05928
1967-01-01,65.94877,81.88353,60.78019,74.28437,73.62056,36.604424,81.86664,63.850933
1967-02-01,70.45185,83.20439,60.19408,86.84097,64.9235,38.719147,86.18223,61.499737
1967-03-01,73.335106,83.38005,73.98033,80.06608,67.98073,42.732395,81.05419,69.609
1967-04-01,68.32361,83.96447,74.304634,69.286385,53.056038,30.554146,81.25519,61.51832
1967-05-01,71.68657,84.13338,73.60705,74.40429,66.327126,64.15159,72.29801,61.57068
1967-06-01,79.74684,83.483086,78.05439,76.13222,78.76549,47.166225,66.03491,61.33083
1967-07-01,74.13573,81.92238,70.80318,68.8506,76.95142,49.198185,68.39962,63.21753
1967-08-01,76.11364,80.13533,63.0216,64.60426,69.11748,42.70537,48.743824,74.15431
1967-09-01,60.413662,80.61334,58.005035,48.233723,69.698524,51.714912,53.812744,70.93831
1967-10-01,68.065186,80.87346,65.7731,51.270683,63.9185,45.478836,51.907467,64.04687
1967-11-01,68.205376,83.66044,60.405216,63.37799,67.28483,34.555573,50.69133,60.87647
1967-12-01,76.07479,82.777054,60.90687,72.24734,52.691196,30.09134,65.205574,63.98606
1968-01-01,71.397064,80.922554,61.831333,84.18517,55.946712,22.840881,75.68015,57.142628
1968-02-01,74.262115,81.625946,53.4245,84.642296,54.02648,42.088234,81.20101,55.170895
1968-03-01,74.93331,83.544556,56.321743,74.30557,69.38187,46.80591,80.782524,64.377686
1968-04-01,62.338352,86.96008,70.65344,73.04527,60.904217,38.01117,80.74228,63.500465
1968-05-01,74.72568,83.82463,69.2193,75.95217,65.69272,44.604004,65.03439,75.54978
1968-06-01,56.71609,83.00214,57.966732,63.53105,66.10155,64.52255,47.197037,60.078503
1968-07-01,57.607796,84.81291,68.19561,72.29843,64.65775,55.021202,60.971817,68.32116
