,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8
1965-01-01,27.184753,28.03946,29.154633,24.259827,22.062897,21.502075,25.402435,22.186646
1965-02-01,27.350403,28.530945,28.993988,25.951813,23.271393,22.223053,26.155884,22.601288
1965-03-01,26.715729,28.71106,28.777435,27.262573,23.862152,21.959106,27.229645,21.38382
1965-04-01,26.613922,29.001465,29.236969,27.518036,23.81726,21.256561,28.38324,20.531067
1965-05-01,25.665405,28.540436,28.953552,26.787567,22.972992,19.587555,28.766937,19.950775
1965-06-01,24.840607,27.87381,29.315308,25.11905,22.230042,17.770325,28.381744,18.814148
1965-07-01,23.390137,27.46814,29.240479,24.19397,21.475128,15.998505,28.079376,18.626556
1965-08-01,22.762451,27.770538,29.098755,22.798859,20.45874,15.309448,27.54599,18.467865
1965-09-01,23.130676,27.823914,29.337769,22.120789,19.727264,15.589874,27.158295,18.546722
1965-10-01,23.741913,28.30243,29.387146,22.530914,20.202759,16.417633,27.866821,17.5932
1965-11-01,24.95337,28.591309,29.790314,22.930084,19.958282,18.014801,27.819916,17.990875
1965-12-01,25.784668,28.964539,29.481964,23.725433,20.452759,19.414917,27.51056,19.411896
1966-01-01,26.842194,28.988464,29.54422,25.492218,21.657562,21.343903,27.737335,20.69638
1966-02-01,27.39038,29.199768,29.253723,26.23404,22.636414,21.74179,27.782715,21.987885
1966-03-01,26.903717,29.473114,29.368713,26.12561,22.7771,22.012604,28.915863,21.521393
1966-04-01,26.562317,29.567413,29.858398,25.351501,23.029236,21.009552,28.951172,19.415985
1966-05-01,25.487183,28.951172,29.729279,24.015656,22.164886,19.791687,28.179596,19.174927
1966-06-01,24.581451,28.433258,29.575989,23.023193,21.015106,18.211731,28.303131,18.6792
1966-07-01,23.782166,27.940552,29.594635,22.322235,20.095764,16.844086,28.16043,18.479523
1966-08-01,23.746857,27.452911,29.391418,21.558228,20.067017,16.705902,26.42163,17.91269
1966-09-01,23.476044,27.43222,29.071686,20.58139,19.541565,16.272736,26.562836,17.094208
1966-10-01,24.092804,27.626892,29.422668,20.698395,19.606598,16.570251,26.27237,17.106323
1966-11-01,24.795288,28.279938,29.563873,21.59201,19.861786,17.914703,26.544159,18.026642
1966-12-01,25.575928,28.482178,29.40805,22.412994,20.813873,18.945984,26.62384,19.498688
1967-01-01,26.92279,28.676178,29.376312,24.186768,21.8349,21.046112,26.225647,21.600006
1967-02-01,27.390045,28.784851,29.236084,26.075897,22.766449,21.821869,26.302246,22.399841
1967-03-01,27.215271,28.893036,29.637268,26.569702,22.742401,21.865448,26.794586,22.28363
1967-04-01,26.234161,28.972168,29.55362,26.017303,22.496002,21.105194,27.703583,20.92041
1967-05-01,25.195953,28.707733,29.88565,24.781769,22.033722,19.605225,27.91391,19.356323
1967-06-01,24.489288,28.339111,29.7294,22.963257,20.7406,17.697601,27.769684,19.396881
1967-07-01,23.44104,27.62143,29.470978,21.243439,19.36084,16.281769,27.053986,18.997223
1967-08-01,23.548737,26.851654,29.58017,20.094543,18.929626,15.68927,25.959686,17.635498
1967-09-01,23.69345,27.175201,29.58017,19.182037,19.437439,15.940704,25.638672,17.211273
1967-10-01,24.596954,27.18573,29.312714,19.650818,19.354828,15.819,25.250519,17.773712
1967-11-01,25.45337,27.864319,29.60971,20.871307,19.785522,17.918945,25.99527,18.13681
1967-12-01,26.41043,28.142792,29.664307,22.079315,20.831238,20.106567,25.603607,20.320404
1968-01-01,26.716919,28.118164,29.27951,23.448547,22.289154,21.427063,25.139618,21.68573
1968-02-01,27.011719,28.571228,29.028229,25.333008,23.142853,21.970642,25.817719,22.506805
1968-03-01,27.239716,28.344177,28.929321,25.55606,23.351105,22.235748,25.705444,22.096252
1968-04-01,26.696655,28.646393,29.692505,25.15445,23.084991,21.82721,27.26593,20.286499
1968-05-01,25.811798,28.54599,29.671234,23.506897,22.503815,20.477905,27.519684,19.042053
1968-06-01,24.830475,28.774994,29.819122,22.20163,21.740143,18.877838,28.097382,17.985077
1968-07-01,24.370483,28.170074,29.634125,21.361755,21.079346,17.3208,27.7388,17.399933
1968-08-01,23.976776,27.617615,29.66629,21.161438,20.265228,16.819763,27.480103,16.608063
1968-09-01,23.525696,27.775879,29.570831,20.882996,20.325562,16.122345,26.886078,15.334442
1968-10-01,23.849182,28.056335,30.20691,21.303406,20.790497,16.766327,27.38266,16.283112
1968-11-01,25.445282,28.612274,30.11441,21.985474,20.371063,18.623108,27.948517,17.651703
1968-12-01,26.37909,28.720093,29.941772,22.848572,21.345947,20.137115,27.909424,19.34375
1969-01-01,27.000763,29.451172,29.897278,24.231384,21.956818,20.923645,28.194427,21.036957
1969-02-01,27.106903,29.506561,29.784973,25.391235,22.821838,21.969635,28.050354,22.041443
1969-03-01,26.94281,29.4281,29.55014,26.93512,23.205383,21.550201,28.123657,22.543427
1969-04-01,26.41571,29.607056,30.133148,27.294556,22.993622,21.0354,28.26416,20.849274
1969-05-01,25.71991,29.618347,29.960846,26.03012,22.449066,19.287964,28.766663,19.710968
1969-06-01,24.982574,28.937927,29.67575,24.605682,21.410248,17.881989,28.316467,19.21106
1969-07-01,24.007812,28.28415,29.518341,22.42395,20.253998,16.579102,26.941254,17.432312
1969-08-01,23.532501,27.506836,29.469116,21.658417,19.677643,15.799713,26.075226,16.382202
1969-09-01,23.595581,27.838593,29.647552,20.940552,19.668945,16.337097,25.447113,15.634613
1969-10-01,24.296509,28.170319,29.673187,21.694824,20.14682,16.617554,26.094208,17.166199
1969-11-01,25.589142,28.120087,29.848572,22.87619,20.244232,17.104675,26.262909,19.128998
1969-12-01,27.181244,28.023682,29.686035,23.726837,21.358948,19.239777,25.984985,20.745697
1970-01-01,27.76477,28.672882,29.554657,24.749084,22.12909,21.226654,26.386047,22.036102
