,vo500_cluster1,vo500_cluster2,vo500_cluster3,vo500_cluster4,vo500_cluster5,vo500_cluster6,vo500_cluster7,vo500_cluster8
1965-01-01,-7.399678e-06,7.6040596e-06,-5.4165284e-06,7.541239e-06,4.1582243e-06,3.0185838e-06,-6.0267266e-06,1.112168e-05
1965-02-01,-2.6167909e-06,3.3147153e-06,-6.8343434e-06,-1.1541051e-06,1.1552409e-05,1.3804762e-05,-5.299873e-06,1.3284298e-05
1965-03-01,-1.5430982e-05,9.452604e-06,7.0746173e-06,2.4173569e-06,5.513226e-06,1.8991457e-05,-1.2214878e-07,5.5580967e-06
1965-04-01,-8.611103e-06,1.9404244e-05,5.800379e-06,2.457673e-07,2.6327252e-06,1.6577578e-05,-2.7424176e-06,-2.177526e-05
1965-05-01,-1.5736077e-05,-6.9645466e-07,4.983791e-06,-1.70149e-06,-4.990361e-07,7.119488e-06,-1.1653123e-05,-5.1832176e-06
1965-06-01,-1.3923425e-05,1.0197407e-05,8.348856e-06,-1.414337e-06,2.839115e-06,1.6007689e-06,-6.636925e-06,-2.491157e-06
1965-07-01,-1.754873e-05,1.952987e-05,5.7644866e-06,6.316259e-07,-1.0028918e-05,-5.6498393e-06,5.4145203e-06,-5.7306024e-06
1965-08-01,-1.1742864e-05,1.5491787e-05,1.4038073e-05,1.941764e-06,-6.197224e-06,-5.4165284e-06,9.12058e-06,-1.757565e-05
1965-09-01,-1.4425947e-05,9.030846e-06,1.4675192e-05,-1.8496212e-07,4.095411e-06,1.1251686e-06,-1.5341247e-05,5.252994e-06
1965-10-01,7.7520235e-07,1.617377e-05,9.569259e-06,-1.8091669e-06,9.721807e-06,-1.580787e-05,2.0584193e-06,-3.7833452e-06
1965-11-01,4.5620327e-06,1.8246654e-05,1.7353741e-06,4.615875e-06,-1.7373823e-06,3.3595788e-06,7.227165e-06,-1.1608259e-05
1965-12-01,1.7582614e-05,5.7196157e-06,3.153189e-06,3.8262006e-06,7.3976626e-06,5.9708764e-06,-1.3770878e-05,2.4353067e-06
1966-01-01,5.9284866e-06,-9.11051e-06,8.6117507e-07,1.03522325e-07,1.1810476e-05,4.1524836e-06,-6.234688e-06,6.7350193e-06
1966-02-01,2.4253604e-06,4.05472e-06,-1.6532067e-07,5.1056595e-06,-2.6455054e-05,-2.120556e-06,-6.218397e-06,1.8523442e-05
1966-03-01,-6.9353155e-06,-2.5686277e-06,7.565992e-06,-8.0891914e-07,1.3825702e-06,6.4172928e-06,-1.7458005e-06,1.5834998e-05
1966-04-01,-1.2100387e-05,7.68005e-06,6.4417363e-06,-5.56367e-07,1.2445929e-05,2.604589e-06,-4.711237e-06,8.20959e-06
1966-05-01,-7.570765e-06,6.656519e-07,1.1720862e-05,-8.931282e-06,-2.6826456e-08,7.419352e-06,-1.1815249e-05,-2.3405191e-06
1966-06-01,-8.002546e-06,1.4075289e-05,1.1060973e-05,-2.2509048e-06,-9.57488e-06,2.2868662e-06,5.447826e-06,3.968089e-07
1966-07-01,-9.183834e-06,8.999832e-06,1.43848665e-05,-8.170646e-07,-1.3615692e-05,3.4274162e-06,9.529373e-06,-4.3038963e-06
1966-08-01,-2.5224886e-05,1.2470369e-05,8.999832e-06,-1.490298e-07,-5.045258e-06,3.4029763e-06,5.7574034e-06,-3.497189e-08
1966-09-01,-1.9456951e-05,-8.597264e-06,1.1223907e-05,-2.1531414e-06,-1.6108614e-05,-6.6012944e-06,-7.3508018e-06,1.5378777e-05
1966-10-01,1.2277815e-06,6.9061025e-06,8.918363e-06,-4.830472e-07,2.6646012e-07,7.875573e-06,-1.5502774e-06,7.5089665e-06
1966-11-01,-7.521885e-06,-1.17419295e-05,8.4051135e-06,1.2193377e-05,-8.352858e-06,9.996693e-07,4.7827416e-07,8.331794e-06
1966-12-01,4.0628693e-06,3.1993077e-06,8.9509485e-06,1.1826771e-05,4.959016e-06,3.0608135e-06,5.7603756e-07,-6.6227585e-07
1967-01-01,2.6257076e-06,-1.7454367e-06,3.8929393e-06,-2.0550942e-07,8.191902e-06,4.6308232e-06,5.2002724e-06,5.665461e-06
1967-02-01,2.1193055e-05,8.8094785e-06,-5.183101e-07,2.6096677e-06,1.7495626e-05,3.4598343e-06,-1.2733457e-05,1.8273611e-05
1967-03-01,-6.678016e-06,6.0023194e-06,2.8373688e-07,-3.9510633e-06,4.5586385e-06,4.5586385e-06,5.46495e-06,5.8098267e-06
1967-04-01,-6.466362e-07,4.4864537e-06,5.3526637e-06,-1.2642122e-06,1.2298373e-05,8.199924e-06,-6.8785266e-06,-2.2957101e-07
1967-05-01,-2.4993606e-06,-1.4690446e-05,9.266641e-06,-4.600719e-06,-1.4134639e-07,1.029639e-06,1.9760519e-06,-1.5369042e-06
1967-06-01,-1.59657e-05,1.3814239e-05,-1.5208643e-06,-4.929556e-06,-2.8843424e-06,3.1951604e-06,1.9244086e-05,8.2110637e-07
1967-07-01,-2.8683025e-06,2.2580592e-05,1.1664757e-05,-8.712086e-07,-1.1835167e-05,-3.0126685e-06,9.956402e-06,-3.2613025e-06
1967-08-01,-3.2532807e-06,1.5137613e-05,-1.1920274e-06,8.4516796e-07,-1.3391134e-05,1.0958956e-05,1.0277221e-05,2.9385046e-06
1967-09-01,-2.0144354e-05,1.3076358e-05,4.342084e-06,-2.6758098e-06,-1.5893515e-05,-8.699168e-06,8.408453e-06,-6.605831e-06
1967-10-01,-1.4353587e-05,1.2827724e-05,1.0806569e-05,5.804941e-07,5.785765e-06,8.448558e-06,-1.5404268e-05,-1.0704283e-05
1967-11-01,1.0253159e-05,1.4226425e-06,8.3202285e-06,1.56028e-05,8.322604e-08,9.916301e-06,4.6949863e-06,2.4652982e-06
1967-12-01,2.4251967e-06,2.5535264e-06,-2.4993606e-06,6.074504e-06,2.3209323e-06,7.710674e-06,-5.5631717e-06,1.6632548e-06
1968-01-01,-1.6746199e-06,5.481408e-06,-1.2058445e-07,-1.8218998e-08,1.6099137e-05,1.6610946e-05,-4.819929e-06,2.039834e-05
1968-02-01,1.2321048e-05,7.3611445e-06,1.0059779e-05,1.7870698e-06,2.0956679e-05,8.226569e-06,5.648908e-06,9.7619995e-06
1968-03-01,1.4349676e-05,1.0320338e-05,7.621704e-06,2.2802706e-06,4.141395e-06,-5.7411817e-06,3.890149e-06,1.7234423e-05
1968-04-01,6.1456376e-07,2.3361063e-06,2.3361063e-06,-5.2014584e-06,7.714763e-06,3.573754e-06,9.622418e-06,-3.479916e-06
1968-05-01,-2.3074099e-06,-5.3596523e-06,8.617404e-06,-5.3224285e-06,-1.5214318e-05,1.0190059e-05,1.0487838e-05,1.04227e-05
1968-06-01,-1.7641287e-07,1.826735e-05,5.37905e-06,-5.0711824e-06,-5.3131225e-06,-6.029659e-06,-4.3267282e-06,-7.2952243e-06
1968-07-01,-2.1449094e-05,8.192874e-07,7.435592e-06,-2.2515742e-06,-9.072603e-06,-4.2615866e-06,1.1325348e-05,-3.6846395e-06
