,zgv500_cluster1,zgv500_cluster2,zgv500_cluster3,zgv500_cluster4,zgv500_cluster5,zgv500_cluster6,zgv500_cluster7,zgv500_cluster8
1965-01-01,0.4484444856643677,-0.7077440619468689,-0.18794131324146732,-0.0955196600111704,-0.11497146037758374,0.27517165129001325,0.01666798523114435,0.2664218252559878
1965-02-01,0.06984485934178035,-0.0511661171913147,-0.10282065380703319,-0.05936672881482139,0.1701967393765684,-0.25193620186585647,0.009901305631851046,0.4119829468007357
1965-03-01,-0.37178441882133484,-0.03942968944708507,-0.1399525977445371,0.27032619903958033,0.47931998479561727,-0.24543922681074876,0.036326970259689347,0.13571248020765916
1965-04-01,-0.5827651421229045,0.043831802904605865,0.3392831619941827,-0.33286360521165154,0.1086570688935577,0.03581561721288241,-0.0632683450286636,0.5592685825419875
1965-05-01,-0.1904388392964999,-0.04862943819413583,-0.14971170687314236,-0.04942565860729369,0.09282791956526334,-0.15991962873018703,0.004434927848309892,0.3275044684140187
1965-06-01,-0.16826874266068143,-0.06046557643761238,0.14023199451692175,-0.08469397823015849,-0.4193227799212346,-0.022675615663711842,0.03893941079344645,0.021502087419887756
1965-07-01,0.3201920290788015,-0.5234757314125698,0.3504579040137204,0.006360982707332051,-0.42479067552285116,0.30535995960235596,-0.030436273983729233,-0.11446426780718677
1965-08-01,0.31902504463990533,0.024622743076179177,0.196158050587683,-0.08018423640538776,-0.5965861629267208,-0.27166089186301595,0.005825370526992385,-0.07299410425267129
1965-09-01,0.05508493632078171,0.0057865430911382045,0.23228370330550452,-0.3051533822029356,0.0960817346807386,-0.007029224473696488,-0.034297727351715886,0.19483190943609993
1965-10-01,0.10772640506426494,0.10672297328710556,0.4371223124590787,-0.14267978923661367,-0.6670215090767282,-0.4608566485918485,0.02512350444015799,-0.0834814430970066
1965-11-01,-0.05631500234206518,-0.47058473030726117,0.34212628097245185,0.238589398444645,-0.26560679810946103,-0.042382811124508195,0.014582941369321293,-0.48987516817056903
1965-12-01,0.5066223442554474,0.0021343243618806205,-0.2794359895316037,0.10468110678687928,-0.2863304292569395,-0.03144146158145024,0.00996710888332149,-0.15978114503734517
1966-01-01,0.15725831190745038,-0.3894798209269842,-0.20348174553928952,0.021513374078841435,-0.042681707466234925,0.27667073103097767,0.034027371676774505,0.001416007992547919
1966-02-01,0.5110277235507965,-0.12527619488537312,0.04423382889592286,-0.2990731880778358,-0.18877125665789746,0.6062379708656898,-0.013406720956628518,-0.4208616209479997
1966-03-01,0.16243577003479004,-0.04956441310544809,-0.18693895050973602,-0.13351260669647702,-0.05705386522363444,0.04355287322631249,-0.011920370401153228,0.16598753490537965
1966-04-01,-0.30821844935417175,-0.28240325550238293,0.29378133741292084,-0.034633027537474555,-0.27189762865910766,0.12798370077059817,0.009043991751809114,0.0999934619890069
1966-05-01,0.2626051753759384,0.1904729815820853,-0.365713509646329,0.2564035001255217,0.3034818367879899,-0.6301530049397395,0.0038789330037569507,-0.004667443891038309
1966-06-01,0.293559730052948,-0.13454703614115715,0.26886429299007764,-0.03629755820073779,-0.8005651782770626,-0.14830713088695818,0.022248787065411998,-0.019427404721390526
1966-07-01,0.15510002772013348,-0.17212437465786934,0.17947302849003763,0.13049150270129006,-0.16946909857577966,0.03710814106922883,-0.0038968693100772224,-0.21700745202460378
1966-08-01,-0.12500813851753872,0.15390083931076032,0.106477060101249,-0.5813445363725934,-0.039860139005496856,-0.003635148302866862,-0.021360330099933246,0.3809809684753418
1966-09-01,0.06058353930711746,-0.30432015657424927,0.016945555354609634,-0.2940158049265544,-0.15100836753845215,0.3091974671070392,-0.008547122991207738,0.3404285266714276
1966-10-01,0.14898719886938733,0.07997372498114905,-0.10835405326250827,0.050517360842417154,0.03975271934368571,-0.3220155376654405,-0.0054638456804022885,-0.01481216014275011
1966-11-01,0.25925246377786004,0.03186889613668124,-0.3768278342304808,-0.505860930397397,-0.49719448949469897,-0.008432155188459616,0.0206686324606878,0.49706495033120207
1966-12-01,-0.08895856638749441,-0.5151146153608959,0.20763395410595517,0.3049257965314956,-0.34852472485088914,-0.15602927941542405,0.006945336742348982,0.5015988957207158
1967-01-01,0.21544155975182852,-0.21513708556691807,-0.1092723034548037,-0.019348845891063175,0.13356687592678382,0.027852370761908017,0.014499087153421155,0.14722920813650453
1967-02-01,0.1367320865392685,-0.3045918419957161,-0.12657566729820136,0.35016586383183795,-0.05220800760339518,0.015708620731647197,0.03365173461243165,0.027566807309411606
1967-03-01,0.14152230074008307,-0.19550933813055357,0.0010479132249725587,-0.34642874721496825,0.11560903465161558,0.3750832722737239,-0.012769683553337232,0.3227862547028739
