,abs_vo600_cluster1,abs_vo600_cluster2,abs_vo600_cluster3,abs_vo600_cluster4,abs_vo600_cluster5,abs_vo600_cluster6,abs_vo600_cluster7,abs_vo600_cluster8
1965-01-01,-0.00014416138434839644,-7.911383326412464e-05,-3.16531357337562e-05,-3.424381107504436e-05,-0.00010082480995069173,-0.00011480589155181651,-0.00011080886679337709,-0.00011444986548188976
1965-02-01,-0.0001458155658875345,-7.133602018572619e-05,-3.0477774707858018e-05,-3.363174982951023e-05,-9.826980451841584e-05,-0.00010876963007456017,-0.00011895444913534448,-0.00010497529537564045
1965-03-01,-0.0001470030467168485,-7.458124577058289e-05,-3.0431108191795946e-05,-3.2885676676066804e-05,-0.00010250635651490566,-0.0001111242569990397,-0.00012267726106074406,-0.00011032596758971187
1965-04-01,-0.00016402783720487996,-8.052976431363091e-05,-3.1265646133929096e-05,-3.068334319091233e-05,-8.603522887411103e-05,-0.0001160266009041123,-0.0001326339884144545,-0.00011134920657097705
1965-05-01,-0.00016593100498335397,-7.800384880784823e-05,-2.9744147349961363e-05,-2.9991362387456636e-05,-0.00010417287491939284,-0.00011179086175702866,-0.00012875196944150957,-0.00011318257556443936
1965-06-01,-0.00016322939737452842,-7.508377685943353e-05,-3.090980123448864e-05,-2.8290003305203406e-05,-8.963605399582195e-05,-0.00011537529875539125,-0.00012663782626987086,-0.00011524597970205115
1965-07-01,-0.00017349838697332509,-8.183239088441265e-05,-3.075276177479163e-05,-2.639069575310494e-05,-7.597259933721612e-05,-0.00011953897127467724,-0.00012430349443093291,-0.00011936615345276598
1965-08-01,-0.00017521361231195683,-8.316681635974697e-05,-2.8810992138887837e-05,-2.953397017714549e-05,-8.165974577423185e-05,-0.00011970850108708772,-0.00013167186807550024,-0.00011849472349766936
1965-09-01,-0.000155852333647294,-7.453132379201374e-05,-3.1102041939003236e-05,-2.8756832591243925e-05,-9.394408235411075e-05,-0.00012764166246005703,-0.00011869585705426289,-0.00011419504421370986
1965-10-01,-0.00016558425363191233,-7.533009772245982e-05,-2.9413929348226265e-05,-3.303235680749327e-05,-8.962157484016973e-05,-0.00010782373248643818,-0.00012109519502701005,-0.0001111411141832114
1965-11-01,-0.00015770565369166434,-7.913233498491498e-05,-2.9059178282987766e-05,-3.395915083097288e-05,-8.937953018837354e-05,-0.00012193883617689449,-0.00013165386008040514,-0.0001092230855934567
1965-12-01,-0.00015535884553433528,-7.531385303341917e-05,-3.0089404849845728e-05,-3.303615532127121e-05,-9.320582400753416e-05,-0.0001164513666899727,-0.00012876153050456196,-0.00010087077450742455
1966-01-01,-0.00015674653398918407,-7.410089892800897e-05,-2.8729216292889678e-05,-3.6509721291848405e-05,-0.00010680663267108187,-0.00011049128333402295,-0.00011697287618517294,-9.544062203004662e-05
1966-02-01,-0.000156528329505224,-7.856845569426232e-05,-2.9236742356577292e-05,-3.463049770228177e-05,-0.00010631901122079314,-0.00011537552973817265,-0.00011388551683921833,-0.00010240527396825583
1966-03-01,-0.0001591868456263019,-7.79140130046527e-05,-2.9585435573872708e-05,-3.292839606948847e-05,-0.00010776416853662919,-0.00010790945019661671,-0.00011550004046512186,-0.00010847755842597076
1966-04-01,-0.0001720391120048886,-7.611629464045852e-05,-2.9140400299539856e-05,-3.247650538652435e-05,-9.702566868244585e-05,-0.00011702297977910983,-0.0001236027173945331,-0.00011083866411354393
1966-05-01,-0.00014129866624954253,-7.918284349476121e-05,-3.083186730078602e-05,-2.8334404043025095e-05,-9.093933013818142e-05,-0.00011723954923495295,-0.00013180451787775382,-0.00012396582238388394
1966-06-01,-0.00017474566429511322,-8.381892777314144e-05,-2.8656287453110924e-05,-3.0614059227409356e-05,-9.218150146559557e-05,-0.00011352651257304444,-0.00012303485164011363,-0.00011137882737736953
