,vo500_cluster1,vo500_cluster2,vo500_cluster3,vo500_cluster4,vo500_cluster5,vo500_cluster6
1965-01-01,1.716331665535675e-05,5.417009475113789e-06,-1.1762292868095554e-07,-1.0041816463414981e-05,1.8960324583989226e-06,5.843176140742898e-07
1965-02-01,9.75568310694781e-06,6.399709834439355e-06,9.432996453792189e-06,4.814277307841935e-06,2.38821598190051e-06,1.0055135554956416e-05
1965-03-01,6.692079142493486e-06,6.958202130539027e-06,2.6338685053079167e-06,-7.511922094322629e-06,2.932577189210556e-06,6.498674957873555e-06
1965-04-01,-1.360043907797345e-06,1.2156026814581019e-05,-1.0792128012413049e-05,-8.94818358260793e-06,2.9105252543851372e-06,-3.0047461193164933e-06
1965-05-01,-5.275907895267735e-06,1.0613040910168323e-05,-7.0388880755802215e-06,-1.3752905315727574e-05,4.827951182648019e-06,-3.769325833143359e-07
1965-06-01,1.531899280442823e-06,1.222998984097635e-05,-1.6240448083350664e-05,-1.8053344382647553e-05,5.3876600567078875e-06,1.63762029382729e-06
1965-07-01,5.140290423613888e-06,1.835562044398789e-05,-2.0507703026403703e-05,-2.6163253755055786e-05,4.639671593567462e-06,-8.03189862751054e-06
1965-08-01,1.3209313585229529e-08,1.3034645715653721e-05,-2.1110256259109723e-05,-2.066767435813933e-05,5.585387259894071e-06,-6.634261128735718e-06
1965-09-01,7.727014424556007e-06,1.2096005119294102e-05,-1.9623467013598344e-05,-1.047709984363635e-05,4.042147472342942e-06,4.899929690809286e-06
1965-10-01,5.889017762905047e-06,7.238105302709506e-06,1.1587382961431378e-06,-1.0940232578863727e-05,4.436407805387576e-06,4.425158464812909e-06
1965-11-01,5.375213717130677e-07,8.770047195798296e-06,-1.1511592277649528e-05,-5.0594437574357565e-06,2.691891307804206e-06,1.3503090435783582e-06
1965-12-01,3.0382187271077945e-06,6.961544266163881e-06,-6.131888980350581e-06,1.0741357449472256e-05,3.2605328215140617e-06,5.109932517171019e-06
1966-01-01,7.541756259614613e-06,1.6409398137151378e-06,6.834901542095481e-06,2.157030080681956e-05,4.471200107955676e-06,5.622881532302587e-06
1966-02-01,1.2253304384422016e-05,2.655712860188324e-06,-4.349072833787114e-07,1.1946375989596007e-05,3.7670145949222777e-06,3.7526669634994153e-07
1966-03-01,8.458333208441868e-06,4.840035109805714e-06,7.714255745658272e-06,-3.16382310388533e-07,3.5085398316456955e-06,7.342623076101018e-07
1966-04-01,4.824604222047529e-06,7.597545931584703e-06,-1.3810924270180135e-05,-1.025867763458117e-05,4.024081143880332e-06,4.462691612099041e-06
1966-05-01,-8.784934822881939e-07,1.4858419061330903e-05,-1.1917072986271084e-05,-2.7381743009378813e-05,4.375940241392014e-06,-4.441990863047617e-07
1966-06-01,1.8126852469263272e-06,1.0414871881811502e-05,-8.940730641904613e-06,-1.317097140317542e-05,5.47161152607688e-06,-6.809896548984797e-06
1966-07-01,-2.6987208912032656e-06,1.4868166098889526e-05,-1.908527027562885e-05,-2.4708971726920874e-05,6.5262829673980126e-06,-1.1433295874887115e-05
1966-08-01,1.7974575594171138e-06,1.339404026918412e-05,-1.419907531517166e-05,-2.8562539980690606e-05,5.946076494223282e-06,-9.940262376343586e-06
1966-09-01,5.437653259844398e-06,1.087031454568754e-05,-1.714990994225936e-05,-1.8902746574142307e-05,5.951379722270882e-06,-1.2048619012872862e-05
1966-10-01,5.212506074677584e-06,8.462724131191553e-06,-2.0281585680744944e-06,-9.477249979430906e-06,4.341588692865108e-06,-3.3833892522814712e-06
1966-11-01,-1.1321360703177206e-07,5.238834829761576e-06,2.498679697011886e-06,-1.3145731357106909e-05,3.0161844741824617e-06,2.2037783719997106e-06
1966-12-01,9.90455616858951e-06,5.094080596842654e-06,2.7277513214675498e-06,9.243062346160577e-07,2.649395718769247e-06,4.644519092155631e-06
1967-01-01,1.0382767892200742e-05,6.411320220718582e-06,6.780836819026652e-06,-3.758338376146326e-07,1.7869148596439382e-06,8.24312977144203e-06
