,r200_cluster1,r200_cluster2,r200_cluster3,r200_cluster4,r200_cluster5,r200_cluster6
1965-01-01,59.494747,47.368427,48.002342,36.714695,27.269825,88.59595
1965-02-01,66.76595,56.828037,40.401894,28.434464,20.96178,84.64339
1965-03-01,52.583908,51.579796,35.882576,38.367462,42.71315,86.34366
1965-04-01,65.121376,23.160013,24.712864,42.08251,61.638924,87.01034
1965-05-01,46.804947,41.266773,35.492725,31.181437,52.952465,78.354996
1965-06-01,36.503387,27.366468,25.409025,32.09218,45.935154,78.13223
1965-07-01,33.133965,12.55706,9.336697,36.085693,39.727028,72.564575
1965-08-01,42.99981,26.20347,16.719288,38.989914,40.491985,75.40983
1965-09-01,50.07281,12.694653,16.711098,33.07827,37.784325,77.48848
1965-10-01,60.6168,34.290413,41.632053,39.006294,26.342701,74.877464
1965-11-01,51.597816,39.735218,55.565117,33.251904,65.3982,71.79634
1965-12-01,61.755226,53.665005,54.29237,33.751503,42.12674,88.659836
1966-01-01,62.781246,58.893944,38.99615,43.1773,38.06208,89.84789
1966-02-01,73.07077,58.11583,35.67356,29.630842,34.145233,94.086494
1966-03-01,56.577652,64.857864,35.80817,36.931023,39.99917,93.55133
1966-04-01,63.610252,25.993065,34.905293,33.807064,53.864094,86.43829
1966-05-01,46.913574,33.723343,27.682268,38.16222,56.336338,79.87519
1966-06-01,52.394863,29.320581,22.878956,38.710514,42.668404,71.860916
1966-07-01,36.750446,18.046093,15.296421,32.881203,42.256363,73.26941
1966-08-01,43.633663,14.419807,11.446877,29.726055,34.900368,79.41226
1966-09-01,43.00329,13.759888,12.192162,31.246174,34.88231,71.00893
1966-10-01,46.539288,40.16497,27.17994,28.782137,56.901047,87.449524
1966-11-01,52.642746,37.858524,44.185238,36.489433,27.82837,87.0621
1966-12-01,76.124146,46.319313,48.745594,34.73785,22.158295,84.049774
1967-01-01,65.97579,69.10228,51.966583,32.939125,29.265379,90.42688
1967-02-01,53.596542,71.103836,23.742096,32.900276,17.804989,92.088936
1967-03-01,59.783634,53.96814,21.107136,43.98569,21.09869,92.54161
1967-04-01,45.86226,49.307976,35.954124,42.345596,30.113297,86.48964
1967-05-01,63.107742,37.08243,30.265314,32.70603,54.216434,77.14229
1967-06-01,63.80533,28.854933,24.738651,32.131744,46.048058,64.90154
1967-07-01,60.390015,13.739376,15.001118,28.123564,43.443497,80.57449
1967-08-01,52.221634,26.655754,11.39156,29.547455,56.025436,76.28593
