,zgv600_cluster1,zgv600_cluster2,zgv600_cluster3,zgv600_cluster4,zgv600_cluster5,zgv600_cluster6
1965-01-01,-0.070202254,-0.07255702,0.025019694,0.035027526,-0.11303,0.32290083
1965-02-01,-0.64094484,0.09669361,0.011479592,0.0138343815,-0.11921134,-0.129072
1965-03-01,-0.33084825,0.15114817,0.054748893,0.43445906,0.10434671,0.25461185
1965-04-01,0.011038065,0.19515334,-0.018543983,0.03826537,0.2282676,-0.01898551
1965-05-01,-0.18779461,0.18602853,-0.16468823,-0.0019133091,-0.38147625,0.29258284
1965-06-01,-0.105818436,-0.29111114,0.044741057,0.1250983,-0.09198408,0.32245925
1965-07-01,0.015894841,-0.096399285,-0.021487474,0.09286709,0.12553985,0.20678015
1965-08-01,-0.24960789,-0.36558142,-0.04915626,-0.27521628,0.40208063,-0.15983148
1965-09-01,-0.028993368,0.047978878,-0.015894841,0.021487474,0.28051457,0.34880346
1965-10-01,-0.12642288,-0.28257498,0.031789683,-0.20545554,0.2403359,-0.13230991
1965-11-01,-0.023106385,-0.19176836,0.17881696,0.0038265227,0.38132906,-0.21664086
1965-12-01,0.012804198,-0.22826762,0.09271991,0.32834622,0.15100098,-0.09463318
1966-01-01,0.1417735,-0.05381608,0.048897408,0.124268815,-0.3336018,0.21685562
1966-02-01,0.66025954,0.16897091,0.050778054,-0.34025648,0.20470357,-0.087378815
1966-03-01,-0.8078197,-0.11862681,-0.014322018,-0.24926102,-0.10170078,0.036022067
1966-04-01,-0.21598761,0.03674536,0.008101344,0.07667341,-0.100254156,0.41041988
1966-05-01,-0.41013056,-0.028933382,-0.062496066,-0.035009384,0.006365299,-0.15681887
1966-06-01,-0.10560684,-0.35848448,-0.058590077,-0.022568036,0.13555284,-0.10227947
1966-07-01,-0.08593211,0.19486627,-0.038770724,0.08144746,0.25591564,-0.09938612
1966-08-01,-0.08824678,0.14437756,-0.034864713,-0.40651387,-0.20195496,0.09273145
