,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6
1965-01-01,1013.33826,1014.43665,1020.33185,1012.1041,1015.61554,1006.9357
1965-02-01,1011.73456,1017.8432,1018.49927,1014.75903,1012.12463,1006.4842
1965-03-01,1012.42914,1017.91077,1017.3719,1015.182,1014.4521,1008.8992
1965-04-01,1013.0034,1016.08185,1015.46924,1020.3772,1016.05334,1010.21454
1965-05-01,1012.71564,1016.0379,1016.0106,1019.59576,1016.947,1010.2282
1965-06-01,1014.14703,1013.87537,1015.02704,1025.8992,1014.178,1012.68964
1965-07-01,1014.20154,1008.7355,1017.5722,1022.348,1010.3621,1012.4657
1965-08-01,1014.7913,1016.7324,1018.8497,1020.44104,1014.8285,1012.1526
1965-09-01,1014.69775,1017.7725,1024.3264,1018.7201,1018.85095,1012.1674
1965-10-01,1015.0568,1022.04175,1024.3232,1018.9867,1016.3684,1012.19165
1965-11-01,1013.4735,1013.8636,1018.9588,1014.3826,1016.91235,1011.1348
1965-12-01,1012.4545,1016.7132,1020.32196,1014.5842,1020.03424,1008.1382
1966-01-01,1011.8281,1017.008,1021.1194,1015.8832,1018.8756,1009.3471
1966-02-01,1012.0797,1018.8562,1024.6238,1011.2686,1019.5847,1007.9914
1966-03-01,1011.4219,1017.18823,1021.69336,1015.86945,1014.5507,1008.6968
1966-04-01,1012.7844,1014.23083,1018.90063,1018.58325,1016.14923,1009.8597
1966-05-01,1013.95294,1011.52954,1016.7908,1021.7472,1006.473,1011.7768
1966-06-01,1015.2711,1018.58514,1023.57104,1022.9839,1019.4126,1012.84143
1966-07-01,1014.5094,1012.84955,1018.75916,1019.872,1013.048,1011.6072
1966-08-01,1015.6197,1016.88776,1023.3388,1023.26117,1016.2575,1012.2324
1966-09-01,1015.70044,1018.0557,1025.7454,1017.9893,1020.92163,1012.3445
1966-10-01,1015.32556,1020.128,1025.0231,1018.3943,1017.79846,1011.0758
1966-11-01,1014.07,1019.2899,1023.5885,1014.72095,1015.4639,1009.354
1966-12-01,1013.5073,1016.8127,1020.5824,1014.6365,1018.4162,1008.0002
1967-01-01,1013.29065,1016.74945,1021.3258,1011.08844,1015.1191,1006.5346
1967-02-01,1013.63165,1020.68286,1021.71686,1015.5965,1018.71576,1007.81165
1967-03-01,1012.75,1020.3977,1021.95483,1017.91406,1020.1365,1007.19275
1967-04-01,1013.3283,1020.2729,1018.3929,1021.88666,1017.6383,1009.8658
1967-05-01,1013.6004,1016.4621,1018.6919,1022.0332,1017.163,1010.1756
1967-06-01,1014.8448,1021.60657,1024.3398,1023.525,1017.59406,1010.6001
1967-07-01,1015.28595,1018.5047,1024.1932,1021.31195,1020.8716,1010.923
1967-08-01,1015.4238,1022.71094,1024.3638,1018.5997,1023.7202,1011.3228
1967-09-01,1015.94257,1019.96533,1025.0509,1017.4562,1013.3675,1011.70593
1967-10-01,1015.0959,1019.0997,1020.46814,1018.77094,1022.9794,1010.4992
1967-11-01,1013.9219,1019.90936,1019.8753,1013.3755,1016.27203,1008.9153
1967-12-01,1014.0561,1015.42017,1020.8063,1012.2885,1014.79614,1008.7861
1968-01-01,1012.84686,1015.97327,1023.86273,1012.7796,1013.22327,1005.9407
1968-02-01,1013.6219,1014.5708,1019.3996,1015.1969,1015.6806,1008.15326
1968-03-01,1013.64545,1018.95667,1026.0796,1016.193,1021.33453,1008.50037
1968-04-01,1013.43585,1016.46924,1019.3516,1015.46313,1010.7981,1009.83923
1968-05-01,1013.7557,1016.3791,1018.123,1015.78296,1012.50916,1010.40173
1968-06-01,1015.22986,1015.5325,1022.18896,1020.94885,1013.5711,1012.0798
1968-07-01,1015.2921,1022.59186,1020.70557,1021.88416,1014.8906,1011.7205
1968-08-01,1016.1236,1014.0927,1016.6989,1015.8438,1011.78284,1012.0547
1968-09-01,1014.9264,1015.8903,1016.77264,1018.8486,1013.0315,1011.8265
1968-10-01,1014.60657,1018.53516,1024.0961,1016.9723,1016.20734,1011.2096
1968-11-01,1014.4355,1016.1129,1020.31415,1011.8393,1011.6404,1010.43463
1968-12-01,1013.3413,1014.63226,1019.94775,1012.8247,1012.3538,1008.02026
1969-01-01,1010.9232,1014.08795,1018.2978,1012.78455,1013.74915,1007.55695
1969-02-01,1011.717,1017.0069,1021.3895,1013.5095,1012.9854,1007.04407
1969-03-01,1013.0753,1016.87274,1019.459,1018.1188,1018.99854,1009.4226
1969-04-01,1012.6535,1016.34235,1019.9476,1019.15393,1010.04346,1008.969
1969-05-01,1013.48584,1012.7134,1013.40656,1020.1997,1015.6809,1010.60315
1969-06-01,1014.66455,1018.99786,1017.8829,1021.5031,1010.962,1011.2196
1969-07-01,1014.6046,1013.6331,1013.2768,1025.9033,1018.25415,1011.6146
1969-08-01,1015.1537,1020.84985,1019.6449,1023.64264,1021.02014,1012.4875
1969-09-01,1013.8858,1017.9522,1020.90906,1016.3317,1019.5895,1010.91956
1969-10-01,1014.0119,1016.76416,1020.64825,1020.47546,1017.8904,1011.27704
1969-11-01,1013.93445,1019.76666,1024.5718,1013.94696,1018.9442,1009.6997
1969-12-01,1013.6156,1015.99164,1019.887,1009.81445,1017.3993,1008.27454
1970-01-01,1014.036,1018.3314,1023.3049,1013.4888,1017.0135,1009.2925
1970-02-01,1012.75903,1015.1596,1020.6916,1015.9778,1014.3396,1007.65076
1970-03-01,1012.5481,1017.6404,1017.5916,1014.2766,1016.57916,1008.1071
1970-04-01,1013.0865,1015.95764,1017.24225,1019.49365,1015.02234,1009.8666
1970-05-01,1014.0764,1018.4051,1021.3059,1020.29767,1012.65625,1010.42865
1970-06-01,1015.4763,1018.30237,1022.0285,1019.3814,1018.2827,1011.13635
1970-07-01,1015.9849,1017.045,1022.85626,1022.93524,1016.9339,1012.07635
1970-08-01,1015.3723,1020.50385,1020.8377,1018.7937,1021.426,1010.7275
1970-09-01,1014.8816,1023.539,1023.29474,1015.9927,1020.6548,1010.21893
1970-10-01,1014.6171,1021.3357,1023.6417,1015.85065,1018.0254,1008.6918
1970-11-01,1015.4068,1020.84186,1025.2258,1016.06696,1020.0831,1008.7019
1970-12-01,1013.1679,1018.22565,1021.59955,1011.21533,1016.6968,1005.8682
1971-01-01,1013.7617,1017.56177,1022.4709,1010.46344,1016.8956,1007.2304
1971-02-01,1013.4252,1019.47656,1021.82513,1012.97906,1018.3553,1006.776
1971-03-01,1013.37585,1017.13556,1021.9621,1019.4132,1013.6446,1007.1344
1971-04-01,1013.16595,1019.4387,1021.6735,1019.03625,1015.83514,1008.0111
1971-05-01,1014.3332,1013.5383,1014.68835,1015.6995,1015.2445,1009.6155
1971-06-01,1015.464,1018.779,1025.6598,1021.6178,1018.13513,1010.6548
1971-07-01,1014.7665,1012.23737,1016.845,1020.58875,1014.2788,1010.91266
1971-08-01,1016.01636,1021.15765,1025.9491,1016.98517,1019.96484,1011.3139
1971-09-01,1015.96826,1023.02826,1023.03656,1016.29333,1018.1806,1010.67584
1971-10-01,1015.5613,1018.46155,1020.87103,1011.87134,1014.9226,1010.2215
1971-11-01,1014.4868,1013.63055,1023.1703,1009.538,1012.8607,1008.5666
1971-12-01,1012.7621,1015.8384,1022.11694,1010.66693,1017.8446,1006.40546
1972-01-01,1012.226,1012.63477,1017.3625,1012.15607,1012.72974,1006.88275
1972-02-01,1012.43854,1019.19867,1019.47736,1016.5926,1014.334,1007.3089
1972-03-01,1012.3554,1016.7844,1020.38165,1015.5183,1020.07544,1008.5382
1972-04-01,1012.10175,1015.17834,1018.7918,1020.69037,1011.05554,1009.64813
1972-05-01,1012.3385,1012.8035,1013.5497,1026.0225,1014.19653,1009.85
1972-06-01,1013.1591,1009.8206,1014.7159,1023.59576,1008.6357,1011.3092
1972-07-01,1012.86163,1012.02045,1021.1154,1020.3829,1011.6742,1011.9405
1972-08-01,1013.58154,1013.5491,1016.73193,1016.4707,1014.47833,1012.9691
1972-09-01,1013.6928,1016.31757,1024.1752,1021.4384,1017.9675,1012.30975
1972-10-01,1013.5797,1018.93365,1023.7289,1017.2651,1019.31494,1011.9998
1972-11-01,1013.0429,1021.20166,1021.2179,1016.5357,1021.17664,1010.33057
1972-12-01,1012.846,1016.56256,1021.64594,1013.9991,1008.0089,1009.8975
1973-01-01,1012.4988,1020.69977,1023.18005,1013.97656,1017.0098,1009.0963
1973-02-01,1012.73157,1017.57,1025.2584,1015.4099,1014.62024,1008.74133
1973-03-01,1012.51807,1018.6728,1022.52155,1016.68964,1016.81177,1008.86163
1973-04-01,1012.7232,1016.0131,1021.2753,1019.7558,1013.20166,1009.47186
1973-05-01,1014.35333,1013.58685,1020.36084,1020.8432,1012.6171,1010.7368
1973-06-01,1014.86206,1020.33453,1022.2682,1019.69336,1018.5867,1010.70337
1973-07-01,1015.53986,1016.2453,1021.6039,1023.8926,1021.2689,1011.24744
1973-08-01,1016.0318,1022.51196,1026.4108,1019.1834,1018.707,1011.3181
1973-09-01,1016.3347,1023.6154,1028.8866,1018.8831,1018.0529,1011.37213
1973-10-01,1015.2215,1024.49,1026.6886,1017.8015,1021.16284,1009.9027
1973-11-01,1014.99896,1018.51276,1026.4565,1011.35736,1016.51984,1007.8938
1973-12-01,1015.0801,1019.76733,1025.4585,1013.61774,1015.05365,1007.4302
1974-01-01,1013.92206,1022.68445,1021.71783,1013.37787,1013.8656,1007.0153
1974-02-01,1013.0811,1021.08405,1023.7562,1014.2127,1018.3576,1006.31226
1974-03-01,1013.77734,1020.4748,1021.9827,1016.5589,1017.38354,1008.09875
1974-04-01,1012.85626,1018.2339,1021.169,1016.5365,1015.81506,1008.68896
1974-05-01,1014.20795,1016.99084,1016.9331,1019.34717,1018.1905,1009.83826
1974-06-01,1015.2085,1015.89526,1023.19727,1018.97974,1014.50476,1010.3987
1974-07-01,1015.76416,1019.4892,1023.367,1015.5067,1010.2166,1011.16693
1974-08-01,1014.65216,1015.19696,1022.99554,1016.27563,1009.48444,1011.3632
1974-09-01,1015.7553,1022.8529,1023.9417,1017.9772,1015.1304,1011.0032
1974-10-01,1014.82135,1018.5437,1027.52,1013.8711,1017.5553,1009.3153
1974-11-01,1013.9927,1016.85974,1027.9147,1011.7586,1016.90735,1007.6035
1974-12-01,1013.31335,1015.3172,1020.27576,1009.6733,1013.53076,1007.21295
1975-01-01,1012.7596,1013.5207,1022.4922,1010.3081,1008.5416,1006.8693
1975-02-01,1013.88745,1016.0373,1023.27264,1014.9025,1018.73364,1008.17975
1975-03-01,1013.2467,1018.92944,1023.1696,1013.96423,1020.7029,1008.1383
1975-04-01,1012.4828,1018.32477,1018.04724,1019.9736,1018.8575,1008.341
1975-05-01,1014.3275,1013.5429,1020.12024,1019.28094,1015.93,1009.42865
1975-06-01,1015.4975,1014.45416,1016.6461,1019.00903,1010.5704,1010.17523
1975-07-01,1015.60406,1019.87946,1022.43677,1019.8843,1014.82916,1011.3432
1975-08-01,1016.296,1021.83624,1028.6835,1017.1789,1016.9949,1010.83124
1975-09-01,1016.21436,1023.92303,1028.4482,1020.3133,1021.1353,1010.3759
1975-10-01,1015.8739,1025.2163,1025.1139,1014.3815,1018.53235,1009.51654
1975-11-01,1014.62854,1017.72345,1026.688,1013.902,1014.522,1007.6532
1975-12-01,1014.84644,1021.61346,1023.06024,1014.0715,1015.0803,1007.6415
1976-01-01,1013.2421,1018.5491,1022.0708,1011.0369,1013.8853,1005.3644
1976-02-01,1013.5505,1020.5859,1023.3867,1015.4417,1016.0529,1006.3406
1976-03-01,1012.2444,1017.75055,1023.2369,1013.9716,1020.7444,1006.67413
1976-04-01,1012.97577,1018.7618,1021.4671,1020.1968,1017.21954,1008.6067
1976-05-01,1013.81006,1015.70874,1014.3336,1023.0513,1014.5352,1010.0497
1976-06-01,1013.85077,1017.3028,1016.98096,1020.96454,1013.6843,1010.4881
1976-07-01,1014.57416,1012.66187,1018.1205,1023.7271,1012.8833,1011.56915
1976-08-01,1014.82385,1013.6615,1026.3578,1018.4627,1012.48737,1012.1414
1976-09-01,1014.2072,1009.50525,1022.825,1017.6136,1011.1948,1011.7912
1976-10-01,1014.12024,1015.3764,1018.74023,1011.23364,1011.2886,1009.9572
1976-11-01,1012.8179,1017.6858,1022.60913,1008.96686,1011.9231,1008.11835
1976-12-01,1011.47296,1015.89685,1016.90204,1008.8756,1008.9194,1007.2532
1977-01-01,1011.9779,1015.29846,1018.4882,1011.22205,1013.0518,1006.4858
1977-02-01,1012.424,1018.2648,1023.7026,1014.1278,1016.8853,1007.39124
1977-03-01,1011.1273,1015.4091,1019.6554,1014.0999,1016.48236,1007.53394
1977-04-01,1011.83795,1016.37305,1019.20087,1019.4772,1011.78436,1008.1304
1977-05-01,1012.6223,1018.1903,1015.8086,1016.74475,1010.68396,1010.1599
1977-06-01,1013.3427,1013.3775,1020.295,1019.8064,1013.2014,1010.5636
1977-07-01,1013.4137,1017.0628,1028.6316,1023.12976,1015.0938,1009.791
1977-08-01,1014.9309,1015.9673,1026.9034,1021.2388,1016.3201,1011.396
1977-09-01,1014.5941,1015.4001,1022.6141,1018.66846,1007.1811,1012.0162
1977-10-01,1014.3867,1018.82153,1021.1504,1019.4055,1015.81555,1011.53937
1977-11-01,1013.5411,1019.43475,1023.64966,1014.3672,1016.8728,1009.6213
1977-12-01,1012.80255,1017.3113,1021.07526,1011.7726,1016.11273,1008.5376
1978-01-01,1014.21954,1018.87836,1023.41455,1012.91455,1020.8406,1008.15576
1978-02-01,1012.7086,1014.6361,1021.7562,1013.8677,1014.95734,1008.1624
1978-03-01,1013.20917,1018.7317,1024.2616,1016.10834,1019.89404,1009.2109
1978-04-01,1012.89056,1017.832,1019.6268,1016.49164,1014.07697,1009.22217
1978-05-01,1013.2571,1015.86444,1018.993,1017.962,1016.20435,1008.8109
1978-06-01,1014.5441,1013.8943,1021.4557,1014.25287,1008.7483,1009.9933
1978-07-01,1014.5361,1012.306,1017.8586,1015.4772,1009.1848,1010.0513
1978-08-01,1015.33124,1017.38403,1028.6266,1021.0265,1017.724,1010.8211
1978-09-01,1015.3599,1018.09656,1022.8173,1015.94977,1018.6091,1010.8251
1978-10-01,1014.0376,1012.8473,1019.6848,1019.9414,1017.06885,1010.3198
1978-11-01,1013.4504,1020.41595,1020.11206,1015.7018,1018.4531,1008.7696
1978-12-01,1013.80695,1019.97406,1022.752,1010.4232,1013.36444,1008.3857
1979-01-01,1012.8289,1018.4673,1018.42737,1013.44135,1016.28766,1006.8002
1979-02-01,1013.15906,1019.75806,1022.98553,1015.4393,1014.93677,1007.7954
1979-03-01,1012.7907,1016.78906,1019.7829,1014.51056,1019.23706,1008.7554
1979-04-01,1011.90424,1013.0533,1015.2618,1017.28064,1014.233,1009.3331
1979-05-01,1012.81445,1014.322,1015.7782,1020.9817,1015.39185,1010.8332
1979-06-01,1014.88763,1016.37384,1024.3601,1023.06476,1022.2262,1010.9361
1979-07-01,1015.18774,1010.88,1012.6739,1023.41345,1015.50116,1012.7815
1979-08-01,1013.9791,1014.4718,1015.0594,1018.2279,1011.4433,1012.9729
1979-09-01,1013.9895,1020.168,1023.40424,1018.89404,1016.9059,1011.8978
1979-10-01,1013.68304,1020.30334,1026.2245,1015.2994,1017.9121,1010.84705
1979-11-01,1012.5617,1015.1207,1017.3257,1013.8328,1020.633,1009.2533
1979-12-01,1012.6161,1018.00116,1019.67883,1011.611,1015.3514,1009.1197
1980-01-01,1012.88763,1016.9812,1021.37494,1008.78094,1014.9425,1007.9085
1980-02-01,1012.8016,1015.6203,1019.91705,1012.8033,1014.50165,1007.8471
1980-03-01,1011.05786,1017.40076,1018.1883,1015.51587,1009.6803,1008.1054
1980-04-01,1012.08984,1012.34467,1018.485,1020.16846,1016.4864,1009.93976
1980-05-01,1013.55,1019.15594,1015.9676,1021.4065,1017.36975,1010.7548
1980-06-01,1013.8657,1010.9471,1016.16046,1020.3395,1012.8182,1011.5733
1980-07-01,1014.3972,1013.3136,1018.71857,1020.00256,1007.9114,1011.7977
1980-08-01,1015.10956,1019.0182,1021.1304,1022.98834,1018.64795,1012.2919
1980-09-01,1014.80585,1016.6495,1022.81445,1016.4193,1016.27576,1012.2356
1980-10-01,1015.14166,1020.6133,1025.4116,1014.908,1019.4194,1011.0929
1980-11-01,1014.0034,1019.39014,1022.8488,1013.6976,1011.14966,1009.44617
