,vws_u500-250_cluster1,vws_u500-250_cluster2,vws_u500-250_cluster3,vws_u500-250_cluster4,vws_u500-250_cluster5,vws_u500-250_cluster6
1965-01-01,4.316169615960728,28.575527907040993,15.563744122430835,2.1812957087343334,13.292127115583368,15.449018295338464
1965-02-01,8.828501026760566,29.023484371531634,13.272475779261182,2.673220471333004,14.34547193188738,3.669036589454304
1965-03-01,6.834022516924038,22.44314937217525,13.923166389119805,2.3350433327691382,14.474521549612678,9.434915851904643
1965-04-01,9.534312935483102,18.544874451860842,24.22156505412755,3.211200670047918,21.485763384860956,19.54132009436027
1965-05-01,15.413040800446204,14.829321679355278,23.52175038845894,9.297660601858045,21.345827831912946,18.467640706557592
1965-06-01,16.451491927501262,11.671540543059123,24.1715496194781,8.163235098960312,22.5205900700056,25.859821414728483
1965-07-01,14.722541425663895,17.091183490042344,25.818594303687917,3.5093106825197613,26.022048789566774,25.336070962313936
1965-08-01,19.684499104523123,1.518957504085812,24.65023118731546,7.054099975437555,22.572055702141213,12.034727018497255
1965-09-01,16.078068321025853,11.876147142079212,24.151919234549876,7.903060013514886,20.32418330483933,17.23745671656844
1965-10-01,15.409784102619449,24.63420515261457,19.829536295446776,8.569015835070372,19.153059808493524,12.169057054137834
1965-11-01,12.731353439607107,11.859491610382895,18.611460518759174,7.4782270658846395,15.148202902716145,14.32996263679685
1965-12-01,12.154243197751518,16.130441675261817,16.263005836060813,7.8037869483124656,11.772550510111433,14.102702571447383
1966-01-01,10.010678276710806,21.75450615711241,11.398632592490348,3.2191853760265667,13.656247988810726,18.220871763520574
1966-02-01,11.00567503900816,13.803773889695941,11.590287185382403,4.593305765446214,10.130239358557652,8.623681774207943
1966-03-01,13.36031464917881,14.03032731203094,12.199867950571964,5.796117062864541,14.094870515011788,11.679795827385147
1966-04-01,10.274519536014283,14.705031548719338,20.90929390103167,5.449918654461447,17.432287813414792,23.56204433792909
1966-05-01,13.790551886605247,14.15312348327464,23.626514501751767,10.069530655823186,17.506030527904016,22.21239387058408
1966-06-01,19.28379856699534,9.450992163046639,23.557812810874744,8.70512873159841,22.576348475527414,13.566297738804831
1966-07-01,18.666359988603652,16.022902992129985,25.0170467787595,7.605190249425776,25.92720963242452,23.309183872305205
1966-08-01,18.538140973525927,19.40010884424743,23.157330046210564,10.179292115717269,27.240130777559266,16.444266796309567
1966-09-01,20.710358800659904,13.112641304654426,22.11459584344481,7.215136205516299,21.12719819899922,13.34815144580053
1966-10-01,15.828086214665426,19.681024496535894,19.745437534027854,9.878676352740728,14.983538212384905,12.863140455578295
1966-11-01,14.843389539312543,20.971289689303415,16.278923824463533,12.025718197214843,12.778142951821629,16.484249960545544
1966-12-01,10.415703912260225,15.672020905610147,15.500404978474783,7.748048458441083,14.329208518156257,11.200449829274
1967-01-01,6.986640591896345,37.776755943353194,10.067995341111818,3.9255286271139775,13.210127968911,7.377504548117846
1967-02-01,10.365293243980263,26.740038946431202,7.792761207258954,2.7594757423651877,10.487011058680551,2.942113256942794
1967-03-01,9.619782809378895,27.269944653243016,9.70700164336618,1.1000524541309815,14.97762371018306,1.830937735590626
1967-04-01,7.509260283307424,22.618207377233887,16.19993352954865,3.434693644141409,18.27567459001633,12.810569369312116
1967-05-01,12.058057674240619,18.327921261800007,19.663323279326786,10.60942249891606,18.737845816177337,22.670247428676085
1967-06-01,16.414779644353093,21.82485435452106,20.372741900141108,9.748559276118696,27.20919003023716,15.659393611332138
1967-07-01,13.668441655000453,18.674796611307833,22.567314216027714,10.179631986145148,28.255316475124857,27.90113669242498
1967-08-01,16.367967713377706,17.70445082935189,20.61252454297332,6.892527806887976,24.708078938383125,26.290928604273194
1967-09-01,16.301851466360358,12.88162753627848,19.98561058502247,6.627729444227591,23.976602627744047,12.795130950602331
1967-10-01,13.404082191173035,25.21692942504556,22.64552294436212,11.694934314512757,15.65965477445406,19.376383787191404
1967-11-01,14.03949005313534,21.662051900615477,16.871661341040024,9.090078680231072,13.67331676347577,19.50042998493122
1967-12-01,9.179738216723381,20.735387632484773,13.823457827212104,7.451655576553601,16.563903895660513,20.277659779760107
1968-01-01,7.372304647188371,28.49000882336274,11.169384556070378,3.507130137344089,10.73251056025818,12.341171226785118
1968-02-01,7.32899398568959,32.30229632241342,9.372235043774355,-0.45013037398423644,12.285368744034951,5.246071662393804
1968-03-01,8.677819822925322,26.417794100003057,9.993991528584894,3.9875494517027588,14.187917262866293,10.523013039718498
1968-04-01,9.423312150259276,18.899615401381677,14.924430824211058,6.711849930089254,17.62394493541937,26.112697744307138
1968-05-01,12.379599274663043,17.12911666941245,16.17412395394543,9.839523937353855,20.633633572413203,20.950122283360663
1968-06-01,15.753197156329248,17.393178153222163,17.21515472654148,8.682784267581198,22.1865261479646,17.693209005452434
1968-07-01,16.743113861464508,23.525210666186002,18.04054250329348,11.489409430733993,29.459495595673502,30.45122131568352
1968-08-01,18.34545455217496,15.57775300070693,21.785201674119232,7.65840150784459,28.793720101105894,20.79639917671217
1968-09-01,15.560618002970633,17.935179651288237,24.764575310121536,6.2769895093326085,20.03888018934334,20.269507295418176
1968-10-01,19.577058383741456,16.06328446634279,19.265182540961483,9.314771166342627,17.384397847274965,6.289851878033132
1968-11-01,11.7673738645227,14.662869304636864,17.044046642525142,8.343822295475276,17.844552689035684,19.81800030728489
1968-12-01,7.511989771151223,27.19911323205394,18.980359356470725,6.9518385285959425,17.309370400967417,20.060104144198462
1969-01-01,6.521465390486501,17.862089230935716,14.333298092428956,3.6142422002017445,12.529215955463563,14.810194305509041
1969-02-01,9.149598122592455,27.773714777524376,9.87958179646868,1.9074891913490482,15.931766003054552,14.552491966918321
1969-03-01,8.546908463847801,24.485385701655204,16.412860585449213,4.224996261693843,18.181095636122212,12.288596773884045
1969-04-01,12.42192552260873,18.62744358657144,16.263440368857356,4.032950387266679,18.451962223436748,18.26587653537891
1969-05-01,16.994279831236643,19.234911139561227,23.696097326594366,8.617838716986952,23.048779412194122,20.369527295681973
1969-06-01,18.016148102406383,21.80137574034447,23.375328437580535,9.926473689866677,20.389810990645092,22.947678333133677
1969-07-01,17.216894150713934,17.55312529494144,27.029441263864523,7.566462715411845,23.498442402530564,23.204472696667448
1969-08-01,19.45666717885535,5.6710240971831825,25.820007796403786,8.316117811211578,22.959447577869735,16.626247518121858
1969-09-01,16.66703312086899,14.32338022854051,25.136155428731936,7.557713679154055,16.853421694069194,24.18618301421645
1969-10-01,19.43984897370059,12.921521631261564,25.26004924781713,10.31093828426731,12.722065186832808,9.21799670180272
1969-11-01,12.240508021173998,14.523107715870857,18.914186474088062,8.066307924207665,14.764893911305974,9.833245819812037
1969-12-01,8.978718091106407,21.391257883129438,15.37018368167932,6.074760158142103,16.859867089986277,16.52370027489304
1970-01-01,8.103032784249862,21.19652135963707,10.912969194748719,3.764221344969261,14.24849486067073,16.162706604141096
1970-02-01,4.681097891568122,29.556933735589915,9.29751258028991,0.8752271704939583,13.21654331888733,18.710305263432307
1970-03-01,8.24597351227949,16.230611582640712,17.06793529705249,3.7445222506832088,13.975083829495443,13.16378856375982
1970-04-01,10.527832348912868,18.329098482353753,16.930340585957143,7.255115048651817,19.950831245198692,17.963324203265984
1970-05-01,14.560380356065439,17.055927903613924,18.11818403367416,9.569077694879889,20.649322971050424,14.57424848246697
1970-06-01,14.08145339325619,19.365556367008555,19.779539737985345,8.926383357477437,28.497109753137455,18.114546076442767
1970-07-01,13.384998469777559,16.510665062287078,23.30636206457334,6.174581007405542,27.392882609914494,25.46818154731351
1970-08-01,18.453539673440517,20.337215703149184,21.566993171474117,10.940083865546223,28.597209629869194,14.412750195739891
1970-09-01,20.04934408945509,16.140754591961,18.16779653132946,13.061637940929188,19.12065173488411,11.172865117815778
1970-10-01,15.864938015814538,27.16546360821818,17.943264002269782,12.15419594388702,19.979138414100536,14.393053879550907
1970-11-01,12.102461847417711,27.687213914113524,15.129995325692605,8.98947059551326,18.641718802535223,18.065640973462916
1970-12-01,7.66884801471533,30.893300248858637,11.507379670850105,5.641846975007743,15.499122771458309,15.115489407522706
1971-01-01,5.576798980359139,27.921839133088014,7.754276553731167,2.8550233166555197,15.744355684965717,10.886446048220284
