,vo1000_cluster1,vo1000_cluster2,vo1000_cluster3,vo1000_cluster4,vo1000_cluster5,vo1000_cluster6,vo1000_cluster7,vo1000_cluster8
1965-01-01,5.1273673e-06,-1.4731042e-05,-4.1319603e-05,9.4728006e-05,7.933841e-05,4.894049e-06,-1.933446e-05,-2.3839173e-05
1965-02-01,4.1582243e-06,-6.696593e-05,-3.0039875e-05,3.6373174e-05,3.2622243e-05,-1.2887031e-06,-1.8993465e-05,-7.327886e-06
1965-03-01,3.7723585e-06,-1.5520716e-05,-1.1868491e-05,0.00012122682,9.838023e-05,1.2090815e-05,-9.705873e-06,-2.111122e-05
1965-04-01,6.406044e-07,-3.831347e-05,-1.1491604e-05,-0.00010376635,-0.0001232748,2.658306e-05,-2.5553112e-05,2.2230903e-05
1965-05-01,-4.9006485e-07,7.5725984e-07,6.813945e-05,-0.00015282462,-0.00014461382,-9.005933e-06,-2.0815096e-05,3.4318236e-05
1965-06-01,-1.0374497e-06,3.5018173e-05,5.001293e-05,-0.00013515574,-0.00013339694,2.4330704e-05,-1.1294185e-05,3.1276213e-05
1965-07-01,-3.1641757e-06,8.6050604e-05,4.9375813e-05,-0.00018014899,-0.0001722792,3.9831502e-07,-5.1073825e-05,4.400067e-05
1965-08-01,5.059992e-07,5.2947275e-05,3.4973305e-05,-0.00021099995,-0.00014916342,-2.9205337e-05,-9.284115e-06,-1.469515e-05
1965-09-01,-4.3622276e-07,7.583873e-05,6.64973e-05,-0.00020232255,-0.00013797343,-4.8256137e-05,-5.051746e-05,-9.777657e-06
1965-10-01,2.157125e-06,1.0071773e-05,-3.7474529e-06,-0.00018935581,-0.00012340042,-5.7104022e-05,-2.6692753e-05,-1.7378232e-05
1965-11-01,1.2687451e-06,-1.5538659e-05,-1.1545446e-05,-0.00012972674,-5.1773757e-05,-5.0436698e-05,-2.5283909e-05,-2.331871e-05
1965-12-01,7.5725984e-07,-5.681687e-05,-1.51528e-05,-3.7416117e-05,2.5048586e-05,-5.486064e-05,1.6299404e-05,-5.4254997e-06
1966-01-01,2.083194e-06,-8.5283114e-05,-4.9200928e-05,3.2201926e-05,8.644334e-05,-4.6488043e-05,2.27109e-05,-4.0106133e-06
1966-02-01,3.1422787e-06,-8.884327e-05,-2.7587455e-05,8.530278e-05,7.890754e-05,-3.94492e-05,2.3900333e-05,-1.4194116e-05
1966-03-01,1.2277815e-06,-4.8703972e-05,-5.2489268e-06,2.337079e-05,-1.9114785e-05,2.764786e-05,-5.7866164e-06,-3.9291444e-06
1966-04-01,1.0974327e-06,-3.4903285e-05,-6.9353155e-06,-3.8887076e-05,-8.555196e-05,-5.697002e-06,-2.9721923e-05,2.341967e-05
1966-05-01,-1.5910118e-06,1.3008059e-05,5.7237048e-05,-0.0001584251,-0.00013559776,-6.1206338e-06,-1.8291954e-05,4.2572803e-05
1966-06-01,-8.333591e-07,1.134611e-05,2.3696663e-05,-0.00015910943,-0.00012294578,1.8062055e-06,3.7125574e-06,8.836894e-06
1966-07-01,-3.595127e-06,5.4239026e-05,7.311517e-05,-0.0002232818,-0.00016558614,-2.6316557e-05,-7.725554e-06,-1.1163505e-05
1966-08-01,-4.178728e-07,3.810021e-05,3.419789e-05,-0.00021406775,-0.00015480793,-4.717237e-05,2.008763e-05,-3.4031582e-05
1966-09-01,-4.178728e-07,6.5115004e-05,3.5452496e-05,-0.00021124081,-0.00012332054,-5.1530908e-05,9.86339e-06,-4.1249645e-05
1966-10-01,8.9376044e-07,2.0071335e-05,-1.9774678e-05,-0.00013744709,-0.00011778885,-3.8072394e-05,-2.702533e-05,-1.7403952e-05
1966-11-01,1.3744248e-06,1.4564097e-05,1.0001888e-05,-7.9955105e-05,-6.358003e-05,-3.9750637e-05,-2.8589515e-05,-1.4585163e-05
1966-12-01,2.1320775e-06,-5.257072e-06,-2.8206618e-05,8.885774e-06,-2.692757e-05,-1.6898855e-05,-3.7119215e-05,-1.3607547e-05
1967-01-01,3.283385e-06,-4.884153e-05,-3.6425874e-05,0.00013858841,0.00010296157,-2.2197593e-05,-1.8917228e-05,-2.0553394e-05
1967-02-01,6.1867904e-06,-0.000106989806,-8.367435e-05,0.00013257307,0.00012598827,-2.6945694e-05,7.333714e-06,-1.4786692e-05
