,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8
1965-01-01,23.957773272910813,37.060151973240814,43.021772813427354,29.47892239219264,43.10467882854183,28.892240524291992,54.1194655678489,43.985552665514824
1965-02-01,24.984246157528307,37.57843232490647,43.466618264368336,29.612223976536804,44.49321002494998,29.630825519561768,53.99737358093262,45.064759865785255
1965-03-01,24.824751093146507,37.42087995502311,43.45186070878376,29.427905835603415,43.47624429842321,29.608154296875,54.14820150895552,44.847889435596954
1965-04-01,24.147758055269048,37.322245853047974,43.91586835994277,30.13067546643709,41.32629487572647,29.497997760772705,52.14959491382945,42.75803688244942
1965-05-01,22.86004912987184,36.028158161002146,42.49205182689105,29.90027979800576,38.306850340308216,28.757238388061523,49.42444888028231,39.934104528182594
1965-06-01,21.579337387942196,34.46989193768569,41.096464053604954,29.232276113409746,36.238263293010434,27.370951175689697,46.556490117853336,37.167370625031296
1965-07-01,20.897346668029098,33.521794601225515,40.32168129617853,28.07924973337274,34.02689724433713,25.93353033065796,44.968605041503906,35.63219217153696
1965-08-01,20.721002643028,32.20837821423168,39.77907018144001,27.87767711438631,33.86212558281131,25.484111309051514,43.438269875266336,36.09015391423152
1965-09-01,20.958984032105864,31.971109417122857,40.08385710013929,28.253252129805716,31.844743868199792,25.24451971054077,43.821291490034625,36.16861930260291
1965-10-01,21.075349443414236,33.066548092264526,41.031395372494245,28.4570995130037,33.12504000780059,25.57255983352661,45.065732435746625,35.64186585255158
1965-11-01,22.266795126239906,34.32145723154847,42.605550899062045,29.45218136436061,34.94272232055664,25.976386070251465,47.544843500310726,38.14005484947791
1965-12-01,23.94740501146638,36.02686062665053,43.480210710865585,29.932317231830798,39.63942644072742,27.699215412139893,52.06567590886896,42.774220002003204
1966-01-01,25.095380290170734,37.23599877156003,43.774674289910365,29.780379847476357,43.70342347680069,28.612546920776367,55.401338230479844,46.33853618915264
1966-02-01,25.691604614257812,38.13139149840449,44.51624108839405,30.15571995785362,45.11053504013434,29.24659490585327,57.101215015758164,49.500313783303284
