,abs_vo500_cluster1,abs_vo500_cluster2,abs_vo500_cluster3,abs_vo500_cluster4,abs_vo500_cluster5,abs_vo500_cluster6,abs_vo500_cluster7,abs_vo500_cluster8
1965-01-01,-3.4717003e-05,-2.047123e-05,7.2906755e-06,-8.2246785e-05,-7.137087e-05,-5.948703e-05,-4.883541e-05,-6.563999e-05
1965-02-01,-3.575793e-05,-2.4329845e-05,2.866726e-06,-9.029603e-05,-7.035686e-05,-5.2685093e-05,-4.537163e-05,-6.8053865e-05
1965-03-01,-3.8333335e-05,-2.6124555e-05,6.9513635e-07,-7.7571574e-05,-7.396422e-05,-6.192782e-05,-5.081856e-05,-6.507466e-05
1965-04-01,-4.235347e-05,-3.0934363e-05,7.4252735e-06,-8.448119e-05,-7.6934455e-05,-6.241239e-05,-4.669074e-05,-6.442857e-05
1965-05-01,-2.85163e-05,-1.959183e-05,-4.4915664e-06,-9.557246e-05,-8.461579e-05,-5.7584642e-05,-5.2245352e-05,-6.5631015e-05
1965-06-01,-2.9745668e-05,-1.5042253e-05,-7.5694857e-06,-9.471998e-05,-9.666724e-05,-7.781994e-05,-4.9580212e-05,-7.2953415e-05
1965-07-01,-1.9650455e-05,-3.6183872e-05,-1.3375351e-05,-8.724503e-05,-8.449016e-05,-6.6845314e-05,-5.72436e-05,-7.636335e-05
1965-08-01,-1.9695322e-05,-3.4918605e-05,-1.3904793e-05,-9.530326e-05,-6.35998e-05,-6.6010776e-05,-6.383915e-05,-8.408058e-05
1965-09-01,-2.9422623e-05,-2.20057e-05,-2.9195644e-07,-8.516318e-05,-7.775104e-05,-7.190638e-05,-4.5102428e-05,-7.2756e-05
1965-10-01,-3.947297e-05,-2.2292854e-05,4.5806723e-06,-8.2022445e-05,-8.031747e-05,-6.0043385e-05,-5.85986e-05,-7.992584e-05
1965-11-01,-2.7322818e-05,-2.6411708e-05,5.6216e-06,-8.254291e-05,-7.365912e-05,-6.48173e-05,-6.751828e-05,-6.9211455e-05
1965-12-01,-3.1432694e-05,-2.1395503e-05,3.0192737e-06,-9.138183e-05,-7.126319e-05,-6.497882e-05,-5.396827e-05,-6.884354e-05
1966-01-01,-5.534491e-05,-2.5833026e-05,3.3796518e-06,-7.4878786e-05,-7.6361495e-05,-6.336909e-05,-3.7320468e-05,-6.208814e-05
1966-02-01,-4.9251103e-05,-2.9344297e-05,2.1413384e-06,-7.218219e-05,-7.048766e-05,-5.995558e-05,-4.8766724e-05,-6.2731735e-05
1966-03-01,-3.9401617e-05,-2.8782168e-05,5.8236933e-06,-8.698493e-05,-7.0699476e-05,-5.821216e-05,-3.490901e-05,-5.464196e-05
1966-04-01,-3.294935e-05,-1.9885862e-05,8.5691645e-06,-7.373823e-05,-8.272415e-05,-5.818772e-05,-5.7491947e-05,-8.436965e-05
1966-05-01,-4.2179676e-05,-1.667602e-05,2.5160903e-06,-8.1347345e-05,-8.411726e-05,-5.8358804e-05,-5.3182288e-05,-6.857299e-05
1966-06-01,-2.273326e-05,-2.32179e-05,-3.602157e-06,-8.233311e-05,-8.295226e-05,-6.182934e-05,-5.0616047e-05,-8.6821834e-05
1966-07-01,-2.7059212e-05,-2.635442e-05,-1.5911979e-05,-7.998683e-05,-8.076077e-05,-6.802091e-05,-5.0029477e-05,-7.7233046e-05
1966-08-01,-3.3992143e-05,-2.8195598e-05,-7.512624e-06,-8.3188526e-05,-7.4724e-05,-6.736917e-05,-4.439189e-05,-7.338775e-05
