,zgu250_cluster1,zgu250_cluster2,zgu250_cluster3,zgu250_cluster4,zgu250_cluster5,zgu250_cluster6,zgu250_cluster7,zgu250_cluster8
1965-01-01,-0.41745645,0.029003907,-0.006843567,0.25712165,0.07267227,-0.037802506,-0.64557457,0.47024956
1965-02-01,0.061265945,-0.48686942,-0.003584671,0.032262422,0.3174103,-0.4070282,0.10721588,-0.16098633
1965-03-01,-0.21475697,-0.11536255,0.06648026,0.78961486,0.15055771,0.33044547,-0.118621826,-0.21052055
1965-04-01,-0.11275558,-0.49631995,0.09613533,-0.23561363,0.011405945,0.259729,0.4353798,0.049534224
1965-05-01,-0.10851898,-0.057681274,-0.1244873,0.040735625,0.27537116,0.108193204,0.279282,0.0671318
1965-06-01,-0.12513924,-0.07951546,0.09743919,0.3636856,0.09874268,-0.25418893,0.21606064,0.10004578
1965-07-01,-0.20563202,0.074301146,0.06419907,0.30209428,-0.20498046,0.026396561,0.18705674,0.0778862
1965-08-01,0.0,0.13002738,0.09874229,0.13393822,-0.04986038,-0.05572624,0.22485963,-0.03454361
1965-09-01,-0.25744706,-0.0042366027,0.21377945,0.3314232,-0.11405907,0.060614396,0.17662887,0.07201996
1965-10-01,0.123183824,0.3734623,0.14664726,0.08701096,0.12025108,-0.23659134,0.25679588,0.14273682
1965-11-01,0.10754128,0.61982995,-0.15446854,0.32295036,0.21671256,0.18770866,0.39236337,-0.21052055
1965-12-01,0.6322134,-0.009776306,0.06387291,0.03324013,0.19422646,-0.03291435,0.106889725,-0.07690849
1966-01-01,0.3869831,-0.07221031,0.024617005,-0.21794471,0.18216744,-0.15229873,-0.1995636,-0.2940941
1966-02-01,0.9036169,0.35974008,0.073523715,-0.33085576,0.06334839,-0.017724227,-0.09026337,-0.13687173
1966-03-01,0.3170702,-0.45656776,0.20711327,-0.037418365,-0.09814072,0.13982582,-0.07188225,0.16148949
1966-04-01,-0.26685104,0.04792137,0.21630363,-0.16509934,0.16936645,-0.14835969,0.09518661,0.11717796
1966-05-01,0.011159515,-0.30098686,0.0068927766,0.010174942,0.24781379,-0.18643455,-0.1250557,-0.068928145
1966-06-01,0.49464265,0.40733337,0.09617157,0.2182724,0.031838227,-0.47527695,-0.007221222,0.14540558
1966-07-01,0.21892929,-0.17757225,-0.10733108,0.15032959,0.016739655,-0.36367875,0.17461815,0.18741913
1966-08-01,0.090919875,-0.331184,-0.009846496,0.07549286,0.10601883,-0.26750755,0.08435516,-0.010503387
1966-09-01,-0.15984802,-0.088293836,0.057440184,-0.11225472,0.072538756,-0.12604026,0.0019691468,0.25798875
1966-10-01,-0.058097076,-0.078775026,-0.047921754,-0.033808134,0.08435516,-0.37352562,0.085011676,0.09124756
1966-11-01,0.5524109,-0.19726638,0.11717796,0.235997,0.09059143,-0.47921562,-0.09124794,-0.15919152
1966-12-01,-0.14868812,0.15393981,0.08862229,-0.030197144,-0.036761858,0.42374477,-0.2993458,-0.11159821
1967-01-01,0.12376022,0.3569126,0.19657974,-0.1547821,0.12604599,-0.32425842,0.08130951,0.06041069
1967-02-01,0.091105655,-0.18743667,-0.35821837,-0.17666054,0.024490738,0.3281765,0.09763642,0.09926911
1967-03-01,-0.3454834,0.22694817,-0.08816681,-0.49373454,0.078043744,0.4441002,-0.536512,-0.13518944
1967-04-01,0.63022995,-0.25894967,0.15347596,-0.12212753,-0.051267244,0.19135514,-0.22596855,-0.17012939
1967-05-01,0.21258011,0.030042266,0.08751373,0.21715164,-0.12147446,-0.31315574,-0.1364952,-0.23772392
1967-06-01,0.5659008,-1.2170296,0.15870056,0.45781478,-0.3980568,0.015020752,-0.17176208,0.16457824
1967-07-01,0.22988701,-0.2661335,-0.075431824,-0.16653748,0.045716096,-0.055185698,0.3102169,0.1893959
1967-08-01,0.17241517,0.075431824,0.15347596,0.14008713,-0.35430068,0.2073555,-0.0378788,0.09077911
1967-09-01,0.22400932,0.030695343,-0.19690628,-0.040818024,0.016326904,0.008490753,0.2876854,-0.04310379
1967-10-01,0.79970664,0.14727135,-0.41895598,0.49438745,-0.14531212,-0.34678993,0.13943443,-0.5907181
1967-11-01,0.14955711,0.33568725,0.0897995,0.024164582,0.0032653809,-0.090452954,0.28180733,-0.0450634
1967-12-01,0.4718563,0.50091857,0.14367943,-0.02449112,0.08457489,-0.24033661,0.045716096,0.047022246
1968-01-01,0.29976463,-0.55977935,-0.10210953,0.18963222,-0.070746616,0.12727204,-0.30231744,-0.017504882
